N	2gram	Tiupa_Disk_2	Komedia
1	и в	16	22
2	том что	10	12
3	но и	11	11
4	в том	8	11
5	не только	10	10
6	в то	5	10
7	из них	3	10
8	как и	16	9
9	может быть	16	9
10	афинской демократии	1	9
11	таким образом	1	8
12	о том	4	8
13	и его	3	8
14	в одном	4	8
15	и не	15	8
16	в этой	4	7
17	то же	6	6
18	не в	3	6
19	ни в	7	6
20	одного из	4	6
21	что он	2	6
22	такого рода	9	6
23	к тому	1	6
24	а в	2	6
25	в которой	1	6
26	что в	5	6
27	до нас	1	5
28	в истории	1	5
29	как в	8	5
30	при этом	17	5
31	потому что	4	5
32	со своим	2	5
33	так и	9	5
34	еще в	3	5
35	и даже	1	5
36	между тем	2	5
37	один из	1	5
38	в его	3	5
39	прежде всего	7	5
40	с другой	5	5
41	нового времени	5	5
42	все это	2	5
43	другой стороны	2	5
44	время от	1	4
45	но в	11	4
46	в нем	7	4
47	в другом	3	4
48	несмотря на	1	4
49	точки зрения	4	4
50	в котором	3	4
51	одном из	3	4
52	на него	1	4
53	же время	5	4
54	в в	1	4
55	так в	1	4
56	а также	8	4
57	что и	2	4
58	действующих лиц	1	4
59	в качестве	16	4
60	тем что	1	4
61	именно в	2	4
62	в результате	2	4
63	же в	1	4
64	к этому	4	4
65	речь идет	1	3
66	же как	2	3
67	идет о	2	3
68	перед лицом	2	3
69	в году	1	3
70	мы не	1	3
71	политических деятелей	1	3
72	и на	5	3
73	в чем	1	3
74	как правило	1	3
75	с одной	4	3
76	в этом	16	3
77	все же	6	3
78	хотя и	1	3
79	и как	3	3
80	в целом	2	3
81	по имени	1	3
82	да и	1	3
83	он не	3	3
84	и еще	1	3
85	и с	2	3
86	его в	3	3
87	первую очередь	2	3
88	в них	3	3
89	и ее	3	3
90	место в	2	3
91	вопрос о	1	3
92	не менее	7	3
93	даже в	1	3
94	по отношению	4	3
95	того как	1	3
96	к этим	1	3
97	ничего не	1	3
98	этом отношении	4	3
99	могут быть	3	3
100	и сам	1	3
101	во второй	1	3
102	там же	2	3
103	в частности	12	3
104	и одновременно	2	3
105	в образе	1	3
106	одной из	1	3
107	только в	3	3
108	отношение к	2	3
109	каждый из	1	3
110	н э	1	3
111	как это	1	3
112	по своему	1	3
113	одной стороны	4	3
114	см ниже	1	3
115	здесь в	3	3
116	всего в	1	3
117	и все	3	3
118	отношению к	4	3
119	композиционная структура	1	2
120	того же	2	2
121	тех же	1	2
122	на две	1	2
123	в сущности	1	2
124	принадлежит к	3	2
125	это время	1	2
126	он был	1	2
127	столь же	3	2
128	бы то	1	2
129	тем как	1	2
130	отличие от	12	2
131	за пределы	1	2
132	в рамках	7	2
133	что касается	1	2
134	к числу	1	2
135	в противоположность	5	2
136	со своей	1	2
137	в самом	1	2
138	художественного мышления	1	2
139	право на	1	2
140	из нескольких	1	2
141	раз в	1	2
142	в себе	19	2
143	не следует	3	2
144	время и	1	2
145	в первую	2	2
