N	3gram	Voloshinov_1	RusskieA
1	в том что	3	18
2	в этом случае	3	6
3	для того чтобы	3	6
4	так же как	2	4
5	в отличие от	5	3
6	не может быть	13	3
7	подобно тому как	1	3
8	тем не менее	2	2
9	же как и	2	2
10	мы не будем	3	2
11	на самом же	2	2
12	может быть только	1	2
13	не будем здесь	1	2
14	самом же деле	2	2
15	с одной стороны	1	2
16	кроме того в	1	2
17	ничего общего не	1	1
18	а между тем	1	1
19	о том где	1	1
20	не могла быть	1	1
21	к этому же	1	1
22	прежде всего как	1	1
23	более или менее	1	1
24	в настоящее время	6	1
25	одна из основных	1	1
26	без всякой связи	1	1
27	связи с другими	1	1
28	таким образом к	1	1
29	но и в	1	1
30	как мы увидим	1	1
31	в этом отношении	3	1
32	таким образом в	1	1
33	по аналогии с	1	1
34	можно было бы	2	1
35	может быть и	3	1
36	в предыдущей главе	1	1
37	в применении к	1	1
38	во всяком случае	2	1
39	смысле этого слова	2	1
40	в какой степени	2	1
41	в нашу задачу	3	1
42	тесно связаны с	1	1
43	с другой стороны	5	1
44	и в таком	1	1
45	всякой связи с	2	1
46	между собой и	1	1
47	в свою очередь	2	1
48	и иные формы	1	1
49	можно сказать что	3	1
50	или во всяком	1	1
51	жизни в этом	2	1
52	вопрос о том	2	1
53	как мы уже	1	1
54	во многих отношениях	1	1
55	мы уже знаем	1	1
56	но и эта	1	1
57	во всех других	1	1
58	это и есть	2	1
59	о чем речь	1	1
60	как мы видели	1	1
61	в двух направлениях	1	1
