N	3gram	Tiupa_Lite_2	Myshleni
1	в том что	5	19
2	по отношению к	3	10
3	с точки зрения	3	10
4	для того чтобы	1	8
5	к тому что	1	7
6	то же самое	1	6
7	можно было бы	1	5
8	в сущности говоря	1	4
9	в самом начале	1	4
10	как мы видели	1	4
11	в этом отношении	3	3
12	из того что	1	3
13	состоит в том	4	2
14	в этом случае	2	2
15	и не может	1	2
16	только то что	1	2
17	вместе с тем	1	2
18	и то что	1	2
19	не могут быть	1	2
20	с другой стороны	4	2
21	не только не	1	2
22	мы имеем дело	1	2
23	не может быть	7	2
24	друг друга а	1	1
25	том что в	1	1
26	если б мы	1	1
27	нет и не	1	1
28	нам остается только	1	1
29	на самом деле	1	1
30	в том числе	2	1
31	что он не	1	1
32	в отличие от	1	1
33	и т.д и	1	1
34	том числе и	1	1
35	он не может	1	1
36	сила и слабость	1	1
37	с этой точки	1	1
38	в равной мере	1	1
39	едва ли не	4	1
40	приводит к тому	1	1
41	в данном случае	3	1
42	в первый раз	2	1
43	с одной стороны	6	1
44	этот путь не	1	1
45	в действительности же	1	1
46	имеем дело с	1	1
47	является одним из	1	1
48	этой точки зрения	1	1
49	по тем же	1	1
50	но с другой	3	1
51	мы не можем	1	1
52	и иного рода	1	1
53	в свою очередь	1	1
54	той или иной	1	1
55	в известном отношении	1	1
56	исходит из того	1	1
57	после того как	1	1
58	тех или иных	1	1
59	тем не менее	2	1
60	подобно тому как	2	1
61	ничего общего с	1	1
62	из того же	1	1
63	принципиальное различие между	1	1
64	в конце концов	1	1
