N	2gram	Propp_Isto_7	Russkaja
1	не может	14	22
2	и не	4	19
3	в том	7	17
4	в этом	12	17
5	и в	24	14
6	то что	7	13
7	то же	8	11
8	о соединении	1	11
9	точки зрения	4	11
10	таким образом	7	11
11	в то	2	10
12	но и	11	10
13	не только	21	9
14	том что	10	9
15	с точки	1	9
16	может быть	14	9
17	прежде всего	2	8
18	как на	1	8
19	самом деле	1	7
20	и если	3	7
21	и с	1	7
22	в данном	4	7
23	к тому	1	7
24	не будет	2	7
25	о том	9	7
26	мы должны	4	7
27	к которой	2	6
28	если в	2	6
29	в своем	1	6
30	и к	1	6
31	с тем	1	6
32	и при	1	6
33	если бы	1	6
34	все это	8	6
35	для того	1	6
36	что он	21	6
37	вопрос о	3	5
38	и на	2	5
39	между собой	1	5
40	во всех	7	5
41	на то	3	5
42	в нем	6	5
43	при этом	4	5
44	он не	6	5
45	было бы	2	5
46	в своей	1	5
47	никогда не	4	5
48	потому что	9	5
49	и только	1	5
50	только в	6	5
51	хотя бы	1	5
52	конечно не	2	5
53	до сих	2	5
54	из которых	1	5
55	по существу	4	5
56	сих пор	3	5
57	а в	10	5
58	и то	1	4
59	бы то	1	4
60	но не	6	4
61	себе и	3	4
62	все же	9	4
63	более или	1	4
64	не в	9	4
65	в этой	1	4
66	на земле	2	4
67	то ни	1	4
68	в совершенно	1	4
69	его в	3	4
70	как и	6	4
71	которой он	3	4
72	или менее	1	4
73	в их	4	4
74	тогда когда	3	4
75	во всем	2	4
76	ли это	1	4
77	от того	1	4
78	не могут	2	4
79	можно было	1	4
80	в его	1	4
81	чудесным образом	1	4
82	так как	8	4
83	со стороны	2	4
84	вместе с	7	4
85	он будет	1	4
86	что же	1	4
87	как бы	4	4
88	в другое	2	4
89	жизни и	1	4
90	что в	13	4
91	к этой	1	4
92	все что	1	4
93	и т	17	3
94	еще не	8	3
95	из этих	3	3
96	что они	3	3
97	во что	1	3
98	в самом	2	3
99	что это	6	3
100	на том	2	3
101	и по	3	3
102	в другом	1	3
103	о которых	1	3
104	должно быть	1	3
105	всех этих	6	3
106	но если	1	3
107	знаем что	3	3
108	том чтобы	3	3
109	можно ли	1	3
110	одна из	7	3
111	связи с	3	3
112	в сознании	1	3
113	то это	5	3
114	приходит к	3	3
115	данном случае	3	3
116	собой и	1	3
117	для этого	1	3
118	сводится к	1	3
119	но мы	1	3
120	вопросу о	1	3
121	и во	1	3
122	что и	8	3
123	того что	6	3
124	одной из	4	3
125	в качестве	3	3
126	в большинстве	1	3
127	в виде	1	3
128	из них	2	3
129	в конце	3	3
130	друг друга	2	3
131	тем что	6	3
132	именно в	1	3
133	и потому	1	3
134	таких условиях	1	3
135	этом случае	1	3
136	или в	8	3
137	и как	1	3
138	все они	1	3
139	из этого	1	3
140	собой это	1	3
141	от этой	1	2
142	бы для	1	2
143	и есть	1	2
144	от своей	1	2
145	должна быть	1	2
146	видеть в	3	2
147	стоящий на	1	2
148	приводят к	1	2
149	но она	1	2
150	на себя	2	2
151	в ней	1	2
152	в таком	1	2
153	смотрят на	1	2
154	по отношению	1	2
155	тогда как	3	2
156	существование в	1	2
157	не просто	2	2
158	сама по	1	2
159	другим народам	1	2
160	с этим	2	2
161	у народов	1	2
162	и наконец	3	2
163	но в	5	2
164	не можем	2	2
165	все эти	2	2
166	и тот	2	2
167	во многих	2	2
168	состоит в	1	2
169	и вот	1	2
170	так часто	1	2
171	мы уже	4	2
172	всех народов	1	2
173	по себе	1	2
174	и тем	2	2
175	участие в	2	2
176	на основании	1	2
177	этого не	2	2
178	в этих	13	2
179	во время	6	2
180	будет в	1	2
181	что такое	2	2
182	в котором	2	2
183	ее он	2	2
184	в силу	2	2
185	друг другу	1	2
186	и более	1	2
187	лежит не	1	2
188	для нее	2	2
189	тому что	2	2
190	она не	2	2
191	в таких	2	2
192	для нас	6	2
193	у него	10	2
194	больше чем	1	2
195	в противоречие	1	2
196	на которой	1	2
197	как будто	1	2
198	к себе	3	2
199	отличается от	2	2
200	указывает на	1	2
201	если же	1	2
202	для себя	1	2
203	и о	2	2
204	если они	1	2
205	ясно что	1	2
206	некоторых из	1	2
207	и что	10	2
208	от него	3	2
209	к нему	7	2
210	это в	1	2
211	согласиться с	2	2
212	этот вопрос	2	2
213	бы ни	1	2
214	их не	2	2
215	по этому	2	2
216	так что	3	2
217	уже не	2	2
218	только на	2	2
219	в начале	1	2
220	не так	2	2
221	ни в	2	2
222	не о	1	2
223	мы можем	4	2
224	она будет	2	2
225	к той	1	2
226	в других	4	2
227	даже и	1	2
228	и даже	3	2
229	а с	1	2
230	в некоторых	1	2
231	у других	1	2
232	а не	8	2
233	большинстве случаев	1	2
234	совершенно очевидно	2	2
235	в частности	1	2
236	так же	6	2
237	противоречие с	1	2
238	отношения к	1	2
239	есть и	4	2
240	но это	3	2
241	этом и	2	2
242	от нас	1	2
243	но для	2	2
244	если не	4	2
245	и от	2	2
246	с ним	5	2
247	не играет	1	2
248	ее в	3	2
249	тем самым	1	2
250	точно так	2	2
251	не должны	1	1
252	и действительно	1	1
253	должен быть	1	1
254	того же	2	1
255	эта опасность	1	1
256	он может	4	1
257	силы и	1	1
258	народов у	1	1
259	показать что	1	1
260	не хочет	1	1
261	ту же	1	1
262	свое место	2	1
263	что эти	2	1
264	со своей	2	1
265	в зависимости	1	1
266	и за	1	1
267	есть не	1	1
268	на тех	1	1
269	мы не	4	1
270	же как	4	1
271	такое положение	2	1
272	оно есть	1	1
273	при переходе	2	1
274	с большим	1	1
275	без всякого	2	1
276	дать ему	1	1
277	он был	1	1
278	участвовать в	1	1
279	или все	1	1
280	что его	2	1
281	заключается не	1	1
282	ее к	1	1
283	к этому	2	1
284	они имеют	1	1
285	а только	1	1
286	только тогда	1	1
287	в китае	2	1
288	должны были	3	1
289	очевидно что	1	1
290	которые не	2	1
291	первый взгляд	4	1
292	что во	2	1
293	в одной	2	1
294	этой власти	1	1
295	которой они	2	1
296	по которому	2	1
297	перед нами	2	1
298	когда он	3	1
299	что по	2	1
300	имеет в	1	1
301	он на	2	1
302	от этого	1	1
303	искусство и	1	1
304	вот на	1	1
305	в которой	2	1
306	ни один	1	1
307	того ни	1	1
308	без ее	1	1
309	к ложному	1	1
310	что к	1	1
311	то и	4	1
312	им в	2	1
313	тоже будут	1	1
314	только часто	1	1
315	если он	3	1
316	то этим	2	1
317	вообще не	2	1
318	на его	2	1
319	не могла	1	1
320	силу и	1	1
321	тем не	4	1
322	от которого	1	1
323	есть та	1	1
324	этого вопроса	1	1
325	прочим и	2	1
326	пор мы	1	1
327	роли не	1	1
328	принимать участие	1	1
329	но дело	1	1
330	так например	2	1
331	но все	4	1
332	это конечно	2	1
333	в одну	2	1
334	здесь мы	5	1
335	этим самым	1	1
336	могла бы	1	1
337	может создать	1	1
338	об этой	2	1
339	об этом	6	1
340	к другу	1	1
341	а по	1	1
342	себя не	1	1
343	или даже	2	1
