N	3gram	Vygotskiy__4	Literetu
1	в этом отношении	7	5
2	в отличие от	2	5
3	к тому же	1	5
4	по отношению к	1	4
5	не говоря уже	1	4
6	в данном случае	2	4
7	с одной стороны	9	4
8	о том что	3	4
9	в том что	31	4
10	в том числе	2	3
11	с точки зрения	11	3
12	говоря уже о	1	3
13	не может быть	1	3
14	состоит в том	3	2
15	в самом деле	6	2
16	подобно тому как	2	2
17	то же самое	7	2
18	одной стороны и	2	2
19	бы то ни	1	2
20	но и в	2	2
21	том числе и	2	2
22	и в частности	1	2
23	в целом и	2	2
24	в том чтобы	2	2
25	не только в	1	2
26	то ни было	1	2
27	с другой стороны	8	2
28	и тем самым	4	2
29	на то что	4	2
30	в частности между	1	1
31	что иное как	1	1
32	одних и тех	1	1
33	того же самого	2	1
34	в начале своего	1	1
35	как бы не	1	1
36	на самом деле	1	1
37	что принято называть	1	1
38	новые и новые	1	1
39	о том как	1	1
40	друг от друга	1	1
41	и не только	2	1
42	только в том	2	1
43	именно то что	2	1
44	вместе с тем	3	1
45	со всеми другими	1	1
46	в первую очередь	4	1
47	в себе и	3	1
48	то что в	1	1
49	и то что	4	1
50	и тех же	1	1
51	положение при котором	1	1
52	в процессе своего	1	1
53	в истинном смысле	1	1
54	едва ли не	1	1
55	не что иное	1	1
56	содержит в себе	2	1
57	может быть не	1	1
58	возвращает нас к	1	1
59	и только в	2	1
60	и при этом	1	1
61	в связи с	3	1
62	но и с	1	1
63	вопрос о том	1	1
64	том что они	2	1
65	в целом ряде	2	1
66	как бы в	1	1
67	для того чтобы	5	1
68	между тем как	3	1
69	этой точки зрения	4	1
70	при этом как	1	1
71	в свою очередь	2	1
72	ничего общего с	1	1
73	не только не	5	1
74	при этом не	1	1
75	с этой точки	4	1
76	никогда не бывает	2	1
77	к тому что	1	1
78	не знает что	2	1
79	тем не менее	1	1
80	данном случае не	2	1
81	может быть в	1	1
