N	2gram	Nazirov_Tv_1	KulturaY
1	и т	3	39
2	потому что	5	25
3	т п	2	24
4	и в	21	23
5	т е	1	22
6	не только	7	20
7	в том	7	19
8	в этом	6	18
9	и не	7	16
10	было бы	1	15
11	так как	3	15
12	может быть	5	15
13	т д	1	14
14	все эти	1	12
15	у нас	1	12
16	в самом	3	12
17	но в	7	11
18	том что	11	11
19	в области	1	11
20	по себе	1	10
21	в русском	1	10
22	а не	5	10
23	что в	12	10
24	самом деле	2	9
25	в сущности	1	9
26	хотя бы	5	9
27	то что	8	9
28	вовсе не	5	9
29	не может	4	9
30	не в	2	8
31	иными словами	2	8
32	и что	1	8
33	в качестве	2	8
34	уже не	3	8
35	прежде всего	4	8
36	с другой	3	8
37	что это	1	7
38	все же	5	7
39	и с	3	7
40	не менее	6	7
41	но и	3	7
42	с помощью	1	7
43	другой стороны	1	7
44	то же	13	6
45	и на	7	6
46	но не	3	6
47	в этой	5	6
48	да и	1	6
49	это не	4	6
50	тем не	2	6
51	по крайней	2	6
52	ту же	3	6
53	между тем	1	6
54	крайней мере	2	6
55	этот вопрос	1	6
56	что не	2	6
57	также и	1	5
58	мы имеем	1	5
59	я не	3	5
60	еще не	1	5
61	целый ряд	1	5
62	и вот	1	5
63	что все	3	5
64	об этом	2	5
65	и тем	2	5
66	и здесь	1	5
67	не могут	1	5
68	приводит к	2	5
69	в его	13	5
70	один из	4	5
71	тот же	2	5
72	что он	6	5
73	только в	5	5
74	вместе с	2	5
75	как это	1	5
76	что же	1	5
77	слова и	1	5
78	все это	10	5
79	таким образом	5	5
80	вряд ли	2	4
81	говорить о	1	4
82	что я	3	4
83	в данном	2	4
84	отнюдь не	5	4
85	перед нами	2	4
86	хотя и	3	4
87	бы и	1	4
88	если мы	1	4
89	в нем	3	4
90	так и	2	4
91	но все	1	4
92	на этой	1	4
93	своего рода	4	4
94	в то	15	4
95	но только	2	4
96	не имеет	1	4
97	что на	1	4
98	к тому	2	4
99	и о	1	4
100	или в	2	4
101	могут быть	2	4
102	можно сказать	2	4
103	в нашей	2	4
104	мы знаем	1	4
105	ни в	1	4
106	в конце	1	4
107	в них	1	4
108	не было	1	4
109	в связи	1	4
110	как бы	17	4
111	этой области	1	4
112	сказать что	2	4
113	была бы	1	4
114	к этому	2	4
115	так же	3	4
