N	2gram	Tiupa_Hudo_1	Dialekti
1	не есть	1	54
2	и не	15	27
3	а не	9	26
4	точки зрения	10	25
5	и в	19	24
6	не только	16	23
7	что такое	1	21
8	по себе	2	20
9	не может	7	19
10	и есть	1	16
11	и что	3	15
12	что все	1	14
13	с точки	3	14
14	то что	4	14
15	в таком	1	14
16	таким образом	3	13
17	что он	3	13
18	вовсе не	2	13
19	может быть	14	13
20	и даже	1	13
21	что это	1	12
22	того что	4	12
23	не менее	3	11
24	не имеет	1	11
25	таком случае	1	10
26	в сущности	1	10
27	отнюдь не	2	10
28	тем не	3	10
29	не существует	1	10
30	есть не	1	9
31	что она	2	9
32	ни в	5	9
33	но и	10	9
34	в этом	11	8
35	и как	3	8
36	мир как	1	8
37	отличается от	2	8
38	так что	1	8
39	прежде всего	4	8
40	том что	8	8
41	это и	1	7
42	есть нарушение	1	7
43	в самом	5	7
44	как и	2	7
45	никогда не	2	7
46	как раз	3	7
47	потому что	3	7
48	в виду	5	7
49	в особенности	1	7
50	я уже	1	7
51	что в	6	7
52	что иное	1	6
53	я не	2	6
54	иное как	1	6
55	то же	10	6
56	об этом	2	6
57	превращается в	2	6
58	оно не	1	6
59	если бы	3	6
60	что и	2	6
61	о том	2	6
62	и жизни	1	6
63	так как	1	6
64	и пр	1	6
65	не на	3	6
66	все это	2	6
67	от всего	1	6
68	но если	1	6
69	не что	1	6
70	что его	1	5
71	хотя и	3	5
72	и к	3	5
73	он не	4	5
74	по крайней	1	5
75	одно и	3	5
76	так и	11	5
77	было бы	1	5
78	в них	2	5
79	в том	18	5
80	в то	6	5
81	и притом	3	5
82	и его	12	5
83	только в	5	5
84	уже не	4	5
85	одно из	2	5
86	крайней мере	1	5
87	что не	1	5
88	что для	1	5
89	как это	5	5
90	с этой	1	5
91	личности и	3	5
92	жизни и	1	5
93	и то	4	4
94	и больше	2	4
95	говорить о	3	4
96	в чем	2	4
97	и мира	1	4
98	сама по	2	4
99	в истории	1	4
100	субъекта и	3	4
101	подобно тому	1	4
102	собственно говоря	2	4
103	это не	2	4
104	на первый	1	4
105	от себя	3	4
106	если нет	1	4
107	тому что	2	4
108	но только	1	4
109	не могут	1	4
110	и это	2	4
111	то время	1	4
112	можно только	1	4
113	к тому	4	4
114	с другой	7	4
115	для него	4	4
116	или иной	7	4
117	говорит о	1	4
118	у нас	1	4
119	так же	2	4
120	тому как	1	4
121	сказать что	4	4
122	была бы	3	3
123	той же	1	3
124	и на	2	3
125	коем случае	2	3
126	при условии	2	3
127	за пределы	2	3
128	и я	1	3
129	мере в	1	3
130	в одной	1	3
131	границы и	1	3
132	в своем	2	3
133	перед нами	1	3
134	все эти	2	3
135	тем более	1	3
136	на то	1	3
137	в нем	5	3
138	он должен	3	3
139	в силу	1	3
140	чем собственно	1	3
141	не будет	2	3
142	того или	3	3
143	он и	1	3
144	должно быть	1	3
145	и без	1	3
146	не в	7	3
147	особого рода	5	3
148	из которых	1	3
149	тем самым	4	3
150	одна из	2	3
151	в основе	4	3
152	но она	2	3
153	в коем	2	3
154	же время	5	3
155	и о	3	3
156	быть может	1	3
157	это было	1	3
158	к нему	3	3
159	быть и	2	3
160	или же	1	3
161	и ее	3	3
162	с одной	2	3
163	есть в	2	3
164	из них	1	3
165	случае не	2	3
166	не говорит	1	3
167	тем что	1	3
168	и объект	1	3
169	для того	2	3
170	в каком	2	3
171	и прежде	1	3
172	не было	1	3
173	его как	1	3
174	одной стороны	2	3
175	как бы	9	3
176	сравнении с	1	3
177	если не	1	3
178	и от	1	3
179	мира и	2	3
180	ни к	2	3
181	ибо и	1	3
182	не знает	3	3
183	в сравнении	1	3
184	только о	2	3
185	все что	1	3
186	в слове	3	3
187	я и	7	2
188	также и	1	2
189	например в	3	2
190	же как	1	2
191	в частности	13	2
192	свою личность	1	2
193	или к	1	2
194	в первом	1	2
195	субъект и	2	2
196	исходит из	1	2
197	из того	1	2
