N	2gram	Vygotskiy__3	VrazhdaK
1	не только	6	9
2	в этом	14	8
3	и в	25	8
4	и что	10	8
5	но и	4	7
6	и все	4	7
7	то что	15	7
8	что в	17	7
9	все же	6	6
10	но в	1	6
11	в нем	2	6
12	как и	15	6
13	в котором	3	6
14	и с	1	6
15	о нем	1	6
16	в начале	2	6
17	и даже	1	6
18	то же	2	5
19	об этом	2	5
20	в то	4	5
21	между тем	3	5
22	у него	1	5
23	и не	10	5
24	в ней	1	4
25	что он	6	4
26	целый ряд	1	4
27	при этом	5	4
28	несмотря на	1	4
29	все это	6	4
30	в виду	1	4
31	с ним	4	4
32	о том	5	4
33	для нас	2	4
34	и детей	1	4
35	уже в	7	4
36	может быть	13	4
37	как бы	10	4
38	в своих	2	4
39	так же	17	4
40	одним из	5	3
41	который был	1	3
42	в чем	2	3
43	с его	2	3
44	в своем	4	3
45	и как	5	3
46	в этот	1	3
47	на то	4	3
48	его в	3	3
49	он не	4	3
50	том что	20	3
51	и его	2	3
52	связи с	9	3
53	что у	1	3
54	и во	2	3
55	в его	15	3
56	в том	23	3
57	и у	6	3
58	чтобы он	1	3
59	в конце	1	3
60	тем что	8	3
61	в связи	6	3
62	наряду с	3	3
63	к этому	3	3
64	отношения к	1	2
65	же как	6	2
66	и то	2	2
67	на место	1	2
68	и он	1	2
69	столь же	7	2
70	но как	3	2
71	человека с	1	2
72	отнюдь не	4	2
73	в известном	4	2
74	в той	1	2
75	в этой	5	2
76	что к	1	2
77	в себе	2	2
78	о которой	1	2
79	в нашей	2	2
80	их в	3	2
81	таким образом	17	2
82	в мире	2	2
83	в них	2	2
84	а с	3	2
85	мы знаем	4	2
86	не мог	4	2
87	на первый	2	2
88	в эту	2	2
89	точки зрения	6	2
90	в своей	2	2
91	с точки	1	2
92	место в	2	2
93	не менее	6	2
94	том же	1	2
95	одна из	2	2
96	никогда не	4	2
97	и это	4	2
98	же не	1	2
99	на основе	22	2
100	еще не	4	2
101	а также	2	2
102	этот момент	2	2
103	пришел к	1	2
104	по мнению	1	2
105	с нею	2	2
106	уже не	2	2
107	при помощи	1	2
108	из них	4	2
109	для него	5	2
110	отношение к	1	2
111	как раз	1	2
112	с которым	1	2
113	начиная с	1	2
114	не может	6	2
115	вместе с	14	2
116	в него	3	2
117	в это	1	2
118	но это	5	2
119	же в	2	2
120	а в	4	2
121	в свою	3	2
122	как известно	3	1
123	ко всем	1	1
124	также и	1	1
125	человека и	5	1
126	того же	6	1
127	и общественную	1	1
128	ему не	1	1
129	что слово	4	1
130	едва ли	2	1
131	уже по	2	1
132	по его	1	1
133	полагает что	1	1
134	той же	4	1
135	последовательность в	1	1
136	что уже	1	1
137	именно к	1	1
138	совпадает с	6	1
139	что характер	1	1
140	ему в	1	1
141	составляет самую	1	1
142	собой в	1	1
143	первый план	2	1
144	служит для	1	1
145	по своему	11	1
146	за него	1	1
147	а следовательно	1	1
148	совсем не	1	1
149	но не	6	1
150	если в	3	1
151	и т.д	5	1
152	как показал	2	1
153	что они	10	1
154	как говорит	5	1
155	из которого	1	1
156	независимо от	4	1
157	как в	9	1
158	с этим	4	1
159	для всех	1	1
160	некоторое время	2	1
161	по которому	1	1
162	что как	2	1
163	сходство между	1	1
164	не являются	1	1
165	роль играет	1	1
166	то в	3	1
167	в самом	3	1
168	что это	5	1
169	в целом	13	1
170	что же	1	1
171	выражение в	1	1
172	тому же	1	1
173	во многих	1	1
174	но ведь	1	1
