N	2gram	Tiupa_Teor_1	Vladivir
1	и в	18	40
2	то что	3	28
3	не только	16	25
4	и не	13	25
5	у него	1	24
6	то есть	12	24
7	том что	9	18
8	в том	16	18
9	но и	9	18
10	еще и	1	18
11	также и	1	17
12	что в	9	17
13	в этом	8	16
14	в его	6	14
15	так что	1	14
16	не может	4	14
17	точки зрения	9	13
18	вовсе не	3	13
19	только в	6	13
20	в конце	2	12
21	а именно	2	12
22	сказать что	3	12
23	никогда не	4	11
24	потому что	3	11
25	таким образом	3	11
26	о том	1	11
27	в году	1	10
28	ни в	2	10
29	тем не	3	10
30	и его	8	10
31	прежде всего	2	10
32	как раз	2	10
33	и потому	2	10
34	и то	2	9
35	уже не	4	9
36	что это	1	9
37	в себе	9	9
38	в своей	6	9
39	не менее	4	9
40	как мы	1	8
41	в своем	4	8
42	в этой	3	8
43	он не	3	8
44	и что	3	8
45	а также	6	8
46	для него	2	8
47	может быть	17	8
48	а не	9	8
49	так же	2	8
50	а только	3	7
51	хотя и	3	7
52	и как	2	7
53	что все	1	7
54	с тем	1	7
55	как и	4	7
56	в то	6	7
57	что и	2	7
58	того что	4	7
59	так как	1	7
60	вместе с	2	7
61	к тому	2	7
62	а в	13	7
63	в своих	1	7
64	и на	1	6
65	то в	2	6
66	не будет	2	6
67	с точки	3	6
68	по себе	1	6
69	и это	2	6
70	и от	1	6
71	так и	10	6
72	об этом	2	6
73	и здесь	2	6
74	и даже	2	6
75	если не	1	6
76	отношения к	2	5
77	совсем не	1	5
78	отнюдь не	3	5
79	более или	2	5
80	все эти	2	5
81	содержит в	1	5
82	можно было	1	5
83	должно быть	1	5
84	или менее	2	5
85	в отношении	3	5
86	некоторого рода	1	5
87	дело в	2	5
88	тем что	1	5
89	только и	1	5
90	у нас	2	5
91	для себя	1	5
92	с другой	7	5
93	что он	1	5
94	только на	1	5
95	в одном	2	5
96	не говорит	1	5
97	не было	1	5
98	в данном	8	5
99	в самом	4	4
100	то же	7	4
101	и о	4	4
102	вопрос о	1	4
103	еще не	4	4
104	но не	9	4
105	но в	9	4
106	на то	1	4
107	было бы	1	4
108	даже в	3	4
109	тому что	2	4
110	пусть он	1	4
111	в каком	1	4
112	то время	1	4
113	в глаза	2	4
114	не с	3	4
115	мог бы	3	4
116	никак не	1	4
117	если мы	2	4
118	а с	3	4
119	говорит о	1	4
120	однако и	1	4
121	как это	8	4
122	такого рода	8	4
123	по существу	1	4
124	в результате	1	4
125	точно так	1	4
126	же как	1	3
127	мы имеем	7	3
128	на первом	1	3
129	я не	2	3
130	которое в	1	3
131	здесь не	1	3
132	бы то	1	3
133	в чем	1	3
134	не все	3	3
135	отличие от	6	3
136	себе отчет	1	3
137	за пределы	2	3
138	независимо от	1	3
139	перед нами	2	3
140	из этих	3	3
141	с их	2	3
142	в нем	4	3
143	при этом	12	3
144	является не	1	3
145	то ни	1	3
146	том случае	1	3
147	в качестве	24	3
148	это было	2	3
149	это не	2	3
150	этом смысле	2	3
151	не прямо	1	3
152	далеко не	2	3
153	разного рода	1	3
154	не столько	1	3
155	в отличие	6	3
156	не в	7	3
157	если нет	1	3
158	того чтобы	1	3
159	он мог	1	3
160	и притом	2	3
161	тех кто	1	3
162	сводится к	5	3
163	все то	1	3
164	отличается от	2	3
165	оно не	1	3
166	в виду	5	3
167	жизнь и	1	3
168	если бы	3	3
169	к нему	1	3
170	говорит в	2	3
171	и весьма	1	3
172	и тем	3	3
173	по этому	1	3
174	с одной	2	3
175	и только	1	3
176	человека и	1	3
177	именно в	3	3
178	в связи	1	3
179	одной стороны	2	3
180	как бы	5	3
181	же самое	1	3
182	и для	2	3
183	собственно говоря	1	3
184	только о	1	3
185	ее в	2	3
186	в христианском	1	2
187	по преимуществу	4	2
188	есть не	1	2
189	в сущности	1	2
190	не вполне	2	2
191	вся система	1	2
192	на себя	2	2
193	что его	1	2
194	данном случае	5	2
195	чем это	2	2
196	а тем	1	2
197	могло быть	2	2
198	но как	1	2
199	в сторону	1	2
200	а и	4	2
201	как говорит	3	2
202	сам же	1	2
203	это тоже	2	2
204	и к	3	2
205	только то	1	2
206	в которой	2	2
207	в целом	3	2
208	так или	4	2
209	в нашем	4	2
210	но на	1	2
211	что она	2	2
212	он ни	1	2
213	в силу	1	2
214	и по	2	2
215	случае если	1	2
216	одно и	1	2
217	в другом	3	2
218	отчет в	1	2
219	ко второму	1	2
220	должен был	1	2
221	в жизни	2	2
222	в это	1	2
223	на первый	1	2
224	в этих	3	2
225	себя внимание	1	2
226	в их	2	2
227	все и	1	2
228	дается в	1	2
229	и более	1	2
230	тем самым	4	2
231	она не	1	2
232	иметь в	1	2
233	же время	5	2
234	по своей	3	2
235	связи с	1	2
236	обращает на	1	2
237	не могут	2	2
238	сравнении с	1	2
239	той или	1	2
240	не существует	1	2
241	всей своей	1	2
242	роль в	2	2
243	скорее даже	1	2
244	в мире	19	2
245	но у	1	2
246	является в	1	2
247	которая в	1	2
248	и вся	1	2
249	не содержит	1	2
250	что каждый	2	2
251	его в	2	2
252	на отдельные	1	2
253	путь к	1	2
254	бы в	1	2
255	жизнь но	1	2
256	есть полнота	1	2
257	быть и	2	2
258	но с	1	2
259	одной из	2	2
260	что даже	1	2
261	в какой	2	2
262	который в	2	2
263	также еще	1	2
264	свидетельствует о	1	2
265	то чему	1	2
266	из них	1	2
267	здесь и	1	2
268	для того	1	2
