N	2gram	Bakhtin_Fr_2	OGranits
1	и в	49	13
2	и его	17	12
3	прежде всего	19	9
4	может быть	5	8
5	не может	7	8
6	и не	15	8
7	и т.п	11	7
8	в его	18	7
9	и их	1	7
10	точки зрения	6	7
11	только в	13	6
12	как бы	11	6
13	не только	17	6
14	то что	6	6
15	мы должны	2	6
16	таким образом	7	6
17	языка и	1	5
18	и т.д	2	5
19	все же	7	5
20	и наконец	1	5
21	метода в	2	5
22	с точки	5	5
23	хотя бы	1	5
24	и эта	2	5
25	слов и	1	4
26	еще и	1	4
27	на фоне	2	4
28	но в	4	4
29	мы можем	2	4
30	то же	7	4
31	лишь в	4	4
32	в своей	5	4
33	было бы	3	4
34	все это	9	4
35	не является	1	4
36	вполне понятно	2	4
37	вряд ли	2	3
38	связана с	3	3
39	и то	1	3
40	в ее	3	3
41	самом деле	1	3
42	в пределах	2	3
43	так и	6	3
44	г в	1	3
45	понятно что	2	3
46	в их	2	3
47	по отношению	1	3
48	за пределы	2	3
49	тела и	1	3
50	в которой	1	3
51	в себе	4	3
52	в одном	3	3
53	так как	6	3
54	здесь мы	1	3
55	но и	13	3
56	как и	11	3
57	со всей	1	3
58	точку зрения	2	3
59	не в	1	3
60	да и	3	3
61	все вопросы	1	3
62	и для	1	3
63	никогда не	5	3
64	и все	3	3
65	превращается в	3	3
66	отношению к	1	3
67	что в	2	3
68	для себя	1	2
69	и др	9	2
70	художественных произведений	1	2
71	в произведении	2	2
72	роль в	5	2
73	и этот	1	2
74	мы уже	6	2
75	есть не	1	2
76	подойти к	1	2
77	если бы	1	2
78	и стиль	1	2
79	с самого	1	2
80	в ней	2	2
81	ее в	2	2
82	в чем	1	2
83	в общем	1	2
84	нуждается в	2	2
85	во всей	1	2
86	что они	2	2
87	наконец в	3	2
88	чем же	1	2
89	и следовательно	2	2
90	как в	1	2
91	в этом	15	2
92	в том	3	2
93	мы видим	1	2
94	тот же	5	2
95	с ними	1	2
96	или иного	1	2
97	от этого	1	2
98	в целом	1	2
99	все эти	7	2
100	с одной	3	2
101	учение о	2	2
102	думать что	2	2
103	уже в	5	2
104	изобразительных искусствах	1	2
105	кажется что	1	2
106	в нем	9	2
107	связанные с	2	2
108	при этом	5	2
109	для него	9	2
110	в другом	2	2
111	вовсе не	10	2
112	символов и	1	2
113	тем что	4	2
114	в них	13	2
115	связанных с	3	2
116	в области	4	2
117	с другой	4	2
118	в самом	3	2
119	входит в	1	2
120	того или	1	2
121	одной стороны	3	2
122	более того	1	2
123	не на	1	2
124	а не	1	2
125	другой стороны	3	2
126	в руках	1	2
127	там где	4	2
128	не мог	1	2
129	несмотря на	3	2
130	в связи	2	2
131	том что	4	2
132	с помощью	1	2
133	в г	3	2
134	и ее	1	2
135	так же	2	2
136	в отношении	2	2
137	своего рода	1	2
138	в течение	3	2
139	в тех	2	2
140	с этой	1	2
141	с историей	1	2
142	не менее	1	2
143	что эта	1	2
144	в книге	3	2
145	форм и	2	2
146	сознания и	2	2
147	на язык	1	2
148	бы в	1	2
149	во всем	3	2
150	а в	4	2
151	еще в	2	2
152	в целях	2	2
153	в материал	1	2
154	и к	4	2
155	имеет место	1	2
156	элемента в	1	2
157	могут быть	2	2
158	в своих	4	2
159	к тому	1	2
160	и это	3	1
161	одним из	2	1
162	также и	3	1
163	своего развития	3	1
164	xvii века	9	1
165	даже самые	1	1
166	человека и	3	1
167	в виду	3	1
168	того же	1	1
169	значительной мере	1	1
170	выражения в	1	1
171	в эстетике	2	1
172	как известно	2	1
173	на основе	2	1
174	только потому	1	1
175	уже к	2	1
176	это и	2	1
177	в собственном	3	1
178	и есть	1	1
179	здесь и	1	1
180	в себя	6	1
181	включает в	2	1
182	и до	4	1
183	в нашу	1	1
184	он всегда	1	1
185	с установлением	1	1
186	материи и	1	1
187	собственном смысле	2	1
188	о влиянии	1	1
189	в образе	1	1
190	можно было	3	1
191	в несколько	1	1
192	особенно в	2	1
193	в борьбе	1	1
194	или на	1	1
195	на материале	2	1
196	мы имеем	1	1
197	на первом	3	1
198	и о	4	1
199	и духа	1	1
200	и философия	1	1
201	для этого	1	1
202	по мере	1	1
203	выходит за	1	1
204	и над	4	1
205	его за	1	1
206	связанное с	2	1
207	с ее	3	1
208	и который	1	1
209	но даже	2	1
210	другом месте	2	1
211	в мире	2	1
212	он пытается	1	1
213	и он	1	1
214	другими словами	3	1
215	произведение и	1	1
216	рождения и	1	1
217	еще не	2	1
218	связи со	1	1
219	традиционные формы	1	1
220	время в	1	1
221	в различных	1	1
222	художественном творчестве	1	1
223	к нему	3	1
224	на самом	2	1
225	но не	5	1
226	вся эта	1	1
227	борьбе с	1	1
228	отношение к	8	1
229	отметить что	1	1
230	и речи	1	1
231	на то	2	1
232	один и	1	1
233	в художественной	1	1
234	к серьезному	1	1
235	в истории	6	1
236	в одной	1	1
237	статье о	2	1
238	в своем	5	1
239	этот метод	1	1
240	что касается	2	1
241	один из	7	1
242	тех случаях	1	1
243	понять и	2	1
244	и как	1	1
245	характер носит	1	1
246	еще тем	1	1
247	метод в	2	1
248	одной из	2	1
249	что он	3	1
250	писателей и	1	1
251	есть его	1	1
252	что слово	2	1
253	в значительной	3	1
254	его наиболее	2	1
255	ставить в	1	1
256	иной характер	1	1
257	со всеми	2	1
258	роста и	2	1
259	так в	3	1
260	выражение в	5	1
261	момент как	1	1
262	в этой	10	1
263	что к	1	1
264	с их	6	1
265	в дальнейшем	2	1
266	элементов в	1	1
267	события и	2	1
268	есть чисто	1	1
269	и тот	1	1
270	важна не	1	1
271	конечно не	1	1
272	литературы в	2	1
273	и у	1	1
274	только на	1	1
275	перевести его	1	1
276	себя и	1	1
277	вследствие этого	2	1
278	этот момент	4	1
279	века к	1	1
280	и чисто	4	1
281	всеми ее	1	1
282	является не	1	1
283	этого процесса	3	1
284	и других	3	1
285	в теоретических	1	1
286	на эту	2	1
287	одно из	1	1
288	в понимании	2	1
289	никто не	2	1
290	в виде	1	1
291	в конце	2	1
292	на службу	4	1
293	привела к	1	1
294	только с	3	1
295	из него	1	1
296	подобно тому	2	1
297	с системой	1	1
298	на этом	1	1
299	его можно	1	1
300	людей и	1	1
301	идеологическое выражение	1	1
302	является нашей	1	1
303	входящих в	1	1
304	даже и	2	1
305	для того	1	1
306	к г	1	1
307	в особенности	5	1
308	в совершенно	1	1
309	на все	3	1
310	говорить не	1	1
311	имеет и	1	1
312	и здесь	1	1
313	его в	1	1
314	как к	2	1
315	к которому	1	1
316	свое идеологическое	1	1
317	в предисловии	2	1
318	мог иметь	1	1
319	как же	1	1
320	этом мы	1	1
321	само собою	1	1
322	для них	2	1
323	нужно сказать	3	1
324	о которых	1	1
325	не было	4	1
326	она и	1	1
327	далеко не	3	1
328	дидро в	1	1
329	из наиболее	2	1
330	функций и	1	1
331	не всегда	1	1
332	он и	1	1
333	как ни	1	1
334	уже у	1	1
335	долгое время	1	1
336	менее всего	3	1
337	автора и	2	1
338	сразу в	1	1
339	если не	1	1
340	вступает в	1	1
341	связь с	3	1
342	но если	1	1
343	себе в	2	1
344	которую мы	1	1
345	эти слова	1	1
346	художественного творчества	1	1
347	и особенно	3	1
348	ко всем	1	1
349	в такой	1	1
350	представление о	1	1
351	и глубоко	1	1
352	бы что	1	1
353	предисловии к	1	1
354	это произведение	2	1
355	и создавать	1	1
356	к этому	1	1
357	нашу задачу	1	1
358	такого рода	2	1
359	должно было	1	1
360	тому как	2	1
361	и вот	3	1
362	и там	1	1
363	времени не	1	1
364	в эпоху	13	1
365	и более	4	1
366	их в	3	1
367	для понимания	2	1
368	своего времени	2	1
369	где нет	1	1
370	необходимо чтобы	1	1
371	не создает	1	1
372	только то	2	1
373	существует только	1	1
374	идеологической жизни	1	1
375	в условиях	2	1
376	до конца	2	1
377	вплоть до	2	1
378	литературы как	1	1
379	но это	2	1
380	в начале	5	1
381	неразрывно связаны	1	1
382	строя и	1	1
383	была создана	1	1
384	вошла в	1	1
385	в то	6	1
386	как о	1	1
387	в какую-то	1	1
388	например у	3	1
389	одна из	4	1
390	произведений и	1	1
391	случаях когда	1	1
392	в изобразительных	1	1
393	связанная с	2	1
394	того чтобы	2	1
395	не существует	1	1
396	в разных	1	1
397	и становится	2	1
398	стадиях своего	1	1
399	того как	2	1
400	свою историческую	1	1
401	в самой	2	1
402	именно с	1	1
403	же время	6	1
404	лишь как	2	1
405	или как	1	1
406	наблюдения над	1	1
407	она никогда	1	1
408	находит свое	1	1
409	вообще в	1	1
410	из существеннейших	1	1
411	творчества но	2	1
412	потому что	1	1
413	связи с	2	1
414	своей статье	2	1
415	эти три	1	1
416	сложную систему	1	1
417	этом отношении	3	1
418	не вполне	1	1
419	остальные элементы	1	1
420	методом в	1	1
421	об этом	1	1
422	понимания и	1	1
423	и несколько	1	1
424	сказать что	6	1
425	стиль и	1	1
426	одного автора	1	1
427	равно как	1	1
428	мы здесь	2	1
429	и именно	1	1
430	не входит	1	1
431	и часто	1	1
432	во все	2	1
433	с его	5	1
434	следовательно не	1	1
435	всего в	1	1
436	вместе с	2	1
437	например в	1	1
438	по поводу	2	1
439	особенности и	1	1
440	него а	1	1
