N	2gram	Bakhtin_Pr_3	slovoVRo
1	и в	34	41
2	в нем	19	30
3	и т	8	28
4	то есть	1	26
5	т п	6	23
6	в романе	1	21
7	в роман	2	19
8	во всех	2	17
9	не только	10	16
10	и не	29	16
11	точки зрения	8	16
12	но и	12	16
13	а не	9	15
14	то же	14	14
15	и на	6	14
16	в то	12	14
17	и его	16	14
18	в пределах	6	14
19	может быть	19	14
20	не может	19	14
21	слова и	10	13
22	в сущности	11	13
23	в его	22	13
24	в этом	16	12
25	до конца	3	12
26	же время	12	12
27	как бы	27	12
28	так и	6	11
29	в узком	1	10
30	в большинстве	2	10
31	в той	2	10
32	узком смысле	1	10
33	слово в	2	10
34	себя в	1	9
35	все эти	4	9
36	таким образом	5	9
37	авторских интенций	1	9
38	той или	2	9
39	иной степени	1	9
40	или иной	2	9
41	чужим словом	1	9
42	как в	4	8
43	но в	16	8
44	на его	4	8
45	с точки	4	8
46	как мы	7	8
47	в особенности	1	8
48	или в	1	8
49	с чужим	1	8
50	слова в	7	8
51	прежде всего	15	8
52	отношение к	6	7
53	все же	7	7
54	стиля и	1	7
55	чужих слов	1	7
56	в слове	5	7
57	в своей	3	7
58	не в	9	7
59	вовсе не	11	7
60	с ним	8	7
61	зрения на	1	7
62	всех его	1	7
63	на фоне	1	7
64	все они	1	7
65	во всяком	5	7
66	того же	2	6
67	при этом	4	6
68	в плане	6	6
69	это не	5	6
70	в них	2	6
71	к своему	5	6
72	в отношении	9	6
73	слова как	2	6
74	оно не	1	6
75	только в	6	6
76	большинстве случаев	3	6
77	и даже	7	6
78	к чужому	4	6
79	а в	5	6
80	отношении к	7	6
81	на слушателя	2	5
82	в каждый	1	5
83	и к	12	5
84	в самом	8	5
85	он в	4	5
86	слушателя и	1	5
87	так сказать	2	5
88	т д	2	5
89	с другими	4	5
90	далеко не	3	5
91	всяком случае	5	5
92	все это	16	5
93	в основе	1	5
94	со своим	1	5
95	идеологического слова	1	5
96	и мир	2	5
97	к нему	14	5
98	слово как	1	5
99	как его	2	5
100	точек зрения	2	5
101	с другой	4	5
102	еще более	2	5
103	ту же	1	4
104	одним из	1	4
105	по преимуществу	1	4
106	на мир	1	4
107	в ней	3	4
108	меньшей степени	1	4
109	еще не	4	4
110	с его	6	4
111	за пределы	2	4
112	словом в	1	4
113	перед нами	1	4
114	и наконец	5	4
115	в которой	2	4
116	но именно	2	4
117	всех этих	2	4
118	не как	3	4
119	в каждом	3	4
120	и с	15	4
121	лишь в	5	4
122	входит в	2	4
123	как и	18	4
124	в их	1	4
125	речи в	2	4
126	том же	1	4
127	в процессе	1	4
128	и для	8	4
129	лежит в	2	4
130	с ее	3	4
131	ничего не	4	4
132	оценок и	1	4
133	о нем	2	4
134	прямо и	2	4
135	все его	2	4
136	большей или	1	4
137	один из	2	4
138	с одной	1	4
139	рядом с	4	4
140	или меньшей	1	4
141	и все	19	4
142	там где	7	4
143	и потому	2	4
144	мы сказали	1	4
145	у стерна	1	4
146	и от	5	4
147	и часто	1	4
148	быть и	2	4
149	другой стороны	3	4
150	каждое слово	2	4
151	также и	1	3
152	в первом	1	3
153	его же	1	3
154	зависимости от	1	3
155	данном случае	1	3
156	этого диалога	2	3
157	в своем	2	3
158	бы и	4	3
159	является лишь	1	3
160	в себе	6	3
161	его но	1	3
162	внутренней речи	4	3
163	вообще не	2	3
164	ни были	1	3
165	и сам	5	3
166	и может	1	3
167	и почти	2	3
168	его в	4	3
169	было бы	2	3
170	лишь на	2	3
171	рассказчика и	1	3
172	он не	15	3
173	и ее	2	3
174	которые в	2	3
175	на всю	2	3
176	она не	1	3
177	слово оно	1	3
178	никогда не	8	3
179	в разных	1	3
180	не могут	1	3
181	в других	1	3
182	к тому	5	3
183	авторское слово	2	3
184	в тонах	1	3
185	образом в	1	3
186	о том	2	3
187	и во	3	3
188	переходит в	2	3
189	нем и	1	3
190	все время	5	3
191	в него	3	3
192	того что	5	3
193	в том	3	3
194	словом и	3	3
195	поэтому и	1	3
196	бы ни	1	3
197	конечно не	2	3
198	и других	1	3
199	из них	5	3
200	его и	3	3
201	для него	13	3
202	так как	4	3
203	друг друга	2	3
204	у него	4	3
205	речь и	1	3
206	как такового	3	3
207	выходит за	2	3
208	в свою	1	3
209	не было	2	3
210	более того	2	3
211	но оно	1	3
212	не были	1	3
213	с этим	2	3
214	в данном	1	3
215	в чужих	3	3
216	и там	1	3
217	с этой	2	3
218	вне себя	2	3
219	в основном	1	3
220	лишь как	1	3
221	в большей	1	3
222	хотя бы	5	3
223	одной из	1	3
224	с ними	6	3
225	пародийная стилизация	1	3
226	из этого	1	3
227	а между	3	2
228	например в	2	2
229	на самом	11	2
230	то в	2	2
231	них как	1	2
232	в котором	3	2
233	слово у	1	2
234	мы уже	6	2
235	той же	2	2
236	а как	2	2
237	стиля в	3	2
238	время как	1	2
239	они были	1	2
240	мы и	2	2
241	свой предмет	2	2
242	конечно и	1	2
243	и заставляет	1	2
244	одного синтаксического	1	2
245	синтаксического целого	1	2
246	слово не	2	2
247	свою очередь	1	2
248	и то	3	2
249	между собой	1	2
250	столь же	2	2
251	по своему	3	2
252	в ее	3	2
253	он может	2	2
254	но не	4	2
255	литературная пародия	1	2
256	и речи	1	2
257	между словом	1	2
258	что они	6	2
259	сих пор	1	2
260	чужого слова	5	2
261	как к	4	2
262	своему предмету	6	2
263	хотя и	3	2
264	от этой	2	2
265	именно эта	1	2
266	сливается с	3	2
267	в целом	5	2
268	или во	1	2
269	не могла	1	2
270	а вовсе	2	2
271	одному из	1	2
272	как увидим	1	2
273	свои собственные	2	2
274	том и	1	2
275	и по	1	2
276	на этом	4	2
277	всех своих	1	2
278	одно и	1	2
279	те же	2	2
280	слов о	1	2
281	на все	1	2
282	слова все	1	2
283	его слово	4	2
284	глазами другого	1	2
285	этот стиль	2	2
286	его слова	3	2
287	нисколько не	2	2
288	был бы	2	2
289	том что	3	2
290	в эту	1	2
291	в этих	1	2
292	может лишь	1	2
293	монологическом высказывании	1	2
294	определяется прежде	1	2
295	но он	3	2
296	друг другу	4	2
297	и эти	1	2
298	войти в	2	2
299	в районе	1	2
300	даже в	5	2
301	заставляет его	1	2
302	тому что	2	2
303	на один	1	2
304	из него	1	2
305	такая же	2	2
306	голосов и	2	2
307	ни о	1	2
308	на протяжении	5	2
309	оно может	1	2
310	и самое	1	2
311	и о	1	2
312	два голоса	3	2
313	зрения не	1	2
314	так в	2	2
315	роль в	1	2
316	можно было	1	2
317	не с	2	2
318	из одного	1	2
319	и вообще	2	2
320	в построении	1	2
321	в монологическом	1	2
322	в другом	8	2
323	голоса в	2	2
324	свое произведение	1	2
325	можно сказать	1	2
326	или напротив	1	2
327	наконец в	3	2
328	слова по	1	2
329	речи героя	2	2
330	оставаясь в	1	2
331	и самая	1	2
332	здесь не	1	2
333	среди других	2	2
334	между тем	3	2
335	с которыми	2	2
336	где они	1	2
337	так что	5	2
338	же и	2	2
339	связи с	1	2
340	уже не	2	2
341	и у	5	2
342	или рассказчика	1	2
343	только на	4	2
344	в виде	4	2
345	характерно что	1	2
346	в одном	5	2
347	интенции автора	1	2
348	для того	1	2
349	в другой	2	2
350	именно как	1	2
351	до сих	1	2
352	чем он	1	2
353	с другом	2	2
354	а с	3	2
355	пародии на	1	2
356	романа но	1	2
357	с которым	7	2
358	жизнь в	1	2
359	между этими	1	2
360	что все	4	2
361	эти слова	3	2
362	своего слова	3	2
363	так же	8	2
364	стилистического анализа	1	2
365	в речах	8	2
366	диалогически как	1	2
367	в романах	3	2
368	и идеологической	1	2
369	со всею	2	2
370	друг с	2	2
371	рассказ в	2	2
372	должно быть	3	2
373	в различные	1	2
374	этом случае	2	2
375	того или	2	2
376	и слово	8	2
377	характерные для	1	2
378	как раз	4	2
379	ибо он	2	2
380	не является	2	2
381	одна из	1	2
382	всего произведения	1	2
383	и другим	1	2
384	художественная проза	1	2
385	потому что	12	2
386	ни было	4	2
387	от всякого	1	2
388	между ними	1	2
389	с ней	1	2
390	сказать что	2	2
391	бы его	4	2
392	и стилей	2	1
393	себя как	2	1
394	сделать его	2	1
395	в обычном	2	1
396	жил в	1	1
397	тех же	1	1
398	своей основной	1	1
399	такого слова	1	1
400	от самого	1	1
401	и до	1	1
402	из его	4	1
403	органически и	1	1
404	ведь и	3	1
405	конечно в	2	1
406	с таким	4	1
407	входящих в	1	1
408	самом рассказе	1	1
409	а напротив	1	1
410	которыми он	1	1
411	из всех	1	1
412	в несколько	1	1
413	со всех	1	1
414	героя на	2	1
415	или наоборот	1	1
416	свои акценты	1	1
417	ему ни	2	1
418	и ничего	1	1
419	и свой	2	1
420	что уже	1	1
421	образованного человека	1	1
422	скрещиваются между	1	1
423	приводят к	1	1
424	и фактически	1	1
425	но она	1	1
426	но даже	1	1
427	и со	2	1
428	над самим	1	1
429	своему смыслу	2	1
430	диалога который	1	1
431	как впрочем	1	1
432	начала в	1	1
433	случае в	1	1
434	и он	2	1
435	почти на	2	1
436	всех сторон	1	1
437	на другом	1	1
438	собой в	1	1
439	он был	1	1
440	свое слово	4	1
441	бы то	4	1
442	без всякого	1	1
443	и главное	1	1
444	не исчерпываются	1	1
445	его стиля	2	1
446	но как	4	1
447	силы и	1	1
448	в сторону	2	1
449	не входит	2	1
450	и нуждается	1	1
451	со всеми	2	1
452	не все	1	1
453	к слову	2	1
454	диалог не	2	1
455	и чужой	1	1
456	в общем	4	1
457	менее всего	1	1
458	отличие от	2	1
459	и место	1	1
460	можно прямо	1	1
461	один и	1	1
462	речах героев	1	1
463	определения и	1	1
464	характер и	3	1
465	своим словом	1	1
466	в одной	3	1
467	его стиль	1	1
468	преломления в	1	1
469	есть они	1	1
470	из уст	1	1
471	в значительной	1	1
472	выражение этого	1	1
473	по которому	2	1
474	очень трудно	1	1
475	самим предметом	1	1
476	непосредственной интенциональности	1	1
477	первых двух	1	1
478	в одних	1	1
479	и слова	2	1
480	в очень	1	1
481	могли бы	1	1
482	что по	1	1
483	его к	3	1
484	всего как	1	1
485	них он	2	1
486	в этот	2	1
487	в себя	1	1
488	в письмах	1	1
489	еще на	1	1
490	себе как	2	1
491	к другому	20	1
492	автор в	1	1
493	свой голос	2	1
494	бы не	2	1
495	еще далеко	2	1
496	близости к	1	1
497	в этой	1	1
498	чужое слово	2	1
499	и тот	1	1
500	говорит не	1	1
501	чем его	1	1
502	на то	1	1
503	голоса героя	3	1
504	вследствие этого	2	1
505	начинает звучать	1	1
506	очень велико	1	1
507	и если	2	1
508	только себя	2	1
509	к миру	1	1
510	бы через	1	1
511	что же?	1	1
512	речи то	1	1
513	он должен	2	1
514	пределах одного	2	1
515	к одному	3	1
516	слова которое	3	1
517	оно должно	2	1
518	полемики с	1	1
519	есть еще	1	1
520	и было	1	1
521	в диалогах	4	1
522	какой бы	1	1
523	и тона	1	1
524	в нее	1	1
525	не бывает	2	1
526	эта же	1	1
527	именно это	1	1
528	ни был	4	1
529	человека в	1	1
530	у жан-поля	1	1
531	значительной степени	1	1
532	бы они	2	1
533	взаимоориентации с	1	1
534	то ни	4	1
535	совпадают с	1	1
536	а затем	1	1
537	сознание и	1	1
538	бы быть	1	1
539	них не	1	1
540	косвенной речи	1	1
541	особенно в	2	1
542	может стать	1	1
543	и дает	1	1
544	в свой	1	1
545	которая в	1	1
546	таких которые	1	1
547	в жизни	2	1
548	только одно	1	1
549	ни в	4	1
550	но уже	1	1
551	ни одной	1	1
552	гл iv	1	1
553	что совершенно	1	1
554	этого не	3	1
555	и тон	3	1
556	и вне	1	1
557	несмотря на	1	1
558	мы видели	3	1
559	звучать как	1	1
560	на этот	1	1
561	как таковой	1	1
562	в один	1	1
563	и того	2	1
564	и становится	1	1
565	в еще	1	1
566	места в	1	1
567	во взаимодействии	1	1
568	таким же	1	1
569	как все	1	1
570	и без	2	1
571	здесь существенно	1	1
572	самого слова	1	1
573	с исключительною	1	1
574	мы говорили	1	1
575	не столько	1	1
576	ведь не	1	1
577	двух голосов	5	1
578	в отличие	2	1
579	в которых	2	1
580	он тоже	1	1
581	из области	1	1
582	сам же	1	1
583	в диалоге	5	1
584	нем он	1	1
585	на стиль	1	1
586	всякому слову	1	1
587	тем не	2	1
588	по крайней	3	1
589	и более	1	1
590	однако в	2	1
591	в устах	1	1
592	жив и	1	1
593	свой второй	1	1
594	же мы	1	1
595	время был	1	1
596	мир он	1	1
597	такого диалога	1	1
598	в тесной	1	1
599	лежит для	1	1
600	не менее	3	1
601	слово должно	1	1
602	слова довлеющего	1	1
603	литературной условности	2	1
604	явления с	1	1
605	самого начала	8	1
606	слово без	4	1
607	правда в	1	1
608	далек от	1	1
609	его внутренняя	2	1
610	к изучению	1	1
611	которого он	3	1
612	героев и	1	1
613	остановимся еще	2	1
614	языком и	1	1
615	во всякой	1	1
616	к такому	1	1
617	но только	2	1
618	того чтобы	1	1
619	только не	1	1
620	на котором	1	1
621	стиля его	1	1
622	эти голоса	1	1
623	но чаще	1	1
624	его новыми	1	1
625	и лишь	2	1
626	его отношение	4	1
627	слову и	1	1
628	интенциональности и	1	1
629	к концу	3	1
630	его можно	1	1
631	по своей	1	1
632	во всем	3	1
633	же он	2	1
634	его он	1	1
635	чужие слова	1	1
636	входят в	2	1
637	и позволяет	1	1
638	этом отношении	1	1
639	без исключения	3	1
640	остаются вне	1	1
641	к той	1	1
642	в стиле	3	1
643	среди них	1	1
644	стиль и	4	1
645	очень часто	2	1
646	героев из	1	1
647	отрешается от	1	1
648	есть только	3	1
649	поэтом и	1	1
650	его за	3	1
651	отличается от	2	1
652	всего в	1	1
653	этого и	2	1
654	его с	4	1
655	с одними	1	1
656	не дано	1	1
657	встречаются и	1	1
658	и свое	1	1
659	время он	1	1
660	должен быть	1	1
661	произведение должно	1	1
662	и это	4	1
663	в виду	3	1
664	же не	2	1
665	определяется его	1	1
666	внутренняя речь	3	1
667	для всего	1	1
668	они ни	1	1
669	словом к	1	1
670	с самого	8	1
671	приводит к	1	1
672	на свой	1	1
673	дано в	1	1
674	и совершенно	1	1
675	диалоге слово	1	1
676	слово о	7	1
677	что может	1	1
678	внутреннюю речь	4	1
679	каждого из	1	1
680	того и	1	1
681	и среди	1	1
682	принимая его	1	1
683	остаться в	1	1
684	но у	1	1
685	жизнь и	2	1
686	является в	1	1
687	в диалог	2	1
688	даны в	1	1
689	если бы	4	1
690	идеологическое слово	2	1
691	для этого	3	1
692	громадное значение	2	1
693	смысле и	1	1
694	находится в	2	1
695	тона и	2	1
696	сводится к	3	1
697	именно потому	2	1
698	только так	2	1
699	вне кругозора	2	1
700	и что	5	1
701	или на	1	1
702	романа мы	1	1
703	стилизация высокого	1	1
704	это было	3	1
705	того каждый	1	1
706	единого монологически	1	1
707	нуждается в	3	1
708	на одном	2	1
709	что и	5	1
710	ибо и	2	1
