N	3gram	Propp_Isto_2	slovoVRo
1	и т д	18	5
2	с одной стороны	3	4
3	с другой стороны	2	4
4	в зависимости от	1	3
5	до конца и	1	3
6	в этом случае	5	2
7	до сих пор	6	2
8	в другом случае	1	2
9	не только в	4	2
10	и то же	1	2
11	в других случаях	2	2
12	и кроме того	1	2
13	не только на	1	2
14	можно было бы	3	2
15	друг с другом	1	2
16	и в другом	1	2
17	одной и той	1	1
18	и той же	1	1
19	он действительно был	1	1
20	но это не	1	1
21	и так сказать	1	1
22	на своем пути	1	1
23	в отличие от	1	1
24	но и в	2	1
25	со всех сторон	4	1
26	каждый из этих	1	1
27	на задний план	1	1
28	мы имеем в	5	1
29	только в одном	1	1
30	так что они	1	1
31	во всех этих	2	1
32	и ничего не	2	1
33	так или иначе	1	1
34	и др все	1	1
35	не может быть	2	1
36	до наших дней	1	1
37	тем не менее	1	1
38	о том что	2	1
39	а в сущности	1	1
40	же и в	1	1
41	с самого начала	2	1
42	не только не	1	1
43	понимание того что	1	1
44	его к своей	1	1
45	и прежде всего	1	1
46	и не могут	1	1
47	мы видим что	5	1
48	для них и	1	1
49	в том что	5	1
