N	2gram	Losev_Prob_2	Formalny
1	т е	1	32
2	и не	37	30
3	вовсе не	37	28
4	и в	35	27
5	может быть	18	25
6	не может	13	24
7	так и	7	21
8	и его	1	19
9	в этом	17	18
10	таким образом	4	18
11	а не	10	17
12	самом деле	4	16
13	точки зрения	2	16
14	то же	5	15
15	в нем	1	15
16	на самом	4	14
17	как и	5	14
18	не в	2	12
19	если бы	4	12
20	и т	6	11
21	в самом	5	11
22	и от	3	11
23	не могут	4	10
24	место в	1	10
25	но и	16	10
26	в действительности	2	9
27	не только	24	9
28	лишь в	3	9
29	так как	7	9
30	так же	5	9
31	отнюдь не	5	8
32	как бы	4	8
33	при этом	3	8
34	входит в	2	8
35	ни в	6	8
36	как мы	5	8
37	в пределах	1	8
38	только в	14	8
39	как раз	8	8
40	то что	38	8
41	и все	5	8
42	что в	11	8
43	тем же	1	7
44	с тем	3	7
45	не менее	13	7
46	потому что	13	7
47	его в	3	7
48	между тем	1	7
49	в его	7	7
50	в том	12	7
51	для них	3	7
52	если мы	9	7
53	все это	4	7
54	совершенно не	2	7
55	в то	6	7
56	здесь и	1	6
57	еще не	10	6
58	но в	6	6
59	все эти	7	6
60	т д	6	6
61	и ее	2	6
62	всяком случае	10	6
63	и теперь	1	6
64	все время	1	6
65	было бы	8	6
66	в литературе	1	6
67	что он	4	6
68	с другой	6	6
69	вместе с	2	6
70	в данном	10	6
71	все же	8	6
72	и для	6	6
73	бы в	3	6
74	хотя бы	12	6
75	в своих	3	6
76	во всяком	13	6
77	в зависимости	2	5
78	зависимости от	2	5
79	совсем не	7	5
80	но не	4	5
81	в истории	3	5
82	независимо от	2	5
83	что именно	1	5
84	так сказать	1	5
85	в каждом	1	5
86	войти в	2	5
87	ни было	1	5
88	того чтобы	2	5
89	сводится к	2	5
90	если же	3	5
91	в ней	2	5
92	что они	3	5
93	в дальнейшем	1	5
94	никогда не	1	5
95	связи с	5	5
96	и их	3	5
97	друг друга	1	5
98	между которыми	2	5
99	тем что	4	5
100	и потому	1	5
101	тому как	3	5
102	что же	9	5
103	и формы	1	5
104	не является	7	5
105	в результате	4	5
106	другой стороны	5	5
107	можно говорить	3	4
108	не есть	33	4
109	мы не	7	4
110	он был	1	4
111	бы то	2	4
112	как в	1	4
113	и как	4	4
114	в целом	3	4
115	и те	1	4
116	но ведь	3	4
117	а вовсе	1	4
118	в корне	2	4
119	подобно тому	2	4
120	то ни	3	4
121	данном случае	5	4
122	в слове	3	4
123	том что	19	4
124	для данного	1	4
125	по себе	8	4
126	она не	3	4
127	в смысле	1	4
128	тогда когда	3	4
129	мы можем	6	4
130	и является	3	4
131	к тому	3	4
132	роль в	2	4
133	следовательно и	1	4
134	о том	18	4
135	как ее	1	4
136	слов и	1	4
137	же и	2	4
138	конечно не	2	4
139	уже в	3	4
140	только на	9	4
141	содержания и	5	4
142	каждый элемент	2	4
143	для того	3	4
144	со стороны	1	4
145	прежде всего	11	4
146	смысла и	2	4
147	до конца	1	4
148	в связи	5	4
149	как это	1	4
150	да и	10	4
151	слова и	4	4
152	между собой	5	4
153	обстоит дело	1	4
154	из этого	2	4
155	они не	1	4
156	одним из	1	3
157	же как	1	3
158	должна быть	1	3
159	мы уже	3	3
160	той же	2	3
161	мы и	6	3
162	в виду	8	3
163	литературы и	1	3
164	целое и	1	3
165	и на	5	3
166	в которых	1	3
167	столь же	1	3
168	время в	1	3
169	во всех	2	3
170	то мы	1	3
171	то он	1	3
172	а и	1	3
173	нет и	3	3
174	бы и	7	3
175	что это	1	3
176	формы в	1	3
177	в себе	5	3
178	не следует	1	3
179	и с	10	3
180	это не	1	3
181	и тем	4	3
182	ее в	1	3
183	как таковой	4	3
184	раз и	5	3
185	в этих	4	3
186	от его	2	3
187	и более	5	3
188	как от	1	3
189	тому что	3	3
190	случае в	1	3
191	в основе	3	3
192	для нас	9	3
193	этом отношении	1	3
194	же самое	6	3
195	оно не	3	3
196	только то	3	3
197	ясно что	8	3
198	еще в	2	3
199	никак не	11	3
200	и что	13	3
201	можно сказать	6	3
202	их в	4	3
203	в них	2	3
204	и следовательно	4	3
205	в него	2	3
206	она определяет	1	3
207	дело с	1	3
208	в какой	1	3
209	уже не	8	3
210	наука о	1	3
211	в конце	7	3
212	слово как	1	3
213	не о	6	3
214	у нас	18	3
215	не на	1	3
216	к его	1	3
217	она есть	1	3
218	в той	2	3
219	того что	12	3
220	к проблеме	1	3
221	является для	2	3
222	в условиях	2	3
223	о нем	2	3
224	лишь как	1	3
225	мы мыслим	1	3
226	сказать что	24	3
227	и эта	1	3
228	смысле слова	7	2
229	ту же	1	2
230	отношения к	1	2
231	чтобы не	2	2
232	в такой	2	2
233	он может	1	2
234	это и	3	2
235	нам кажется	2	2
236	к другому	1	2
237	отношения между	1	2
238	с таким	1	2
239	одним и	2	2
240	обойтись без	3	2
241	конструктивных элементов	2	2
242	бы например	1	2
243	язык как	3	2
244	совпадает с	2	2
245	говорить о	10	2
246	и со	1	2
247	с его	1	2
248	в общем	4	2
249	ведь мы	2	2
250	или иное	2	2
251	и речи	3	2
252	эта связь	2	2
253	в своем	4	2
254	стороны и	4	2
255	не являются	3	2
256	от этого	1	2
257	то в	1	2
258	бы не	3	2
259	из этих	3	2
260	учение о	2	2
261	в этой	9	2
262	е с	1	2
263	только один	3	2
264	смыслом и	1	2
265	вообще не	4	2
266	что она	4	2
267	перестает быть	3	2
268	всех этих	4	2
269	не значит	2	2
270	ведь не	1	2
271	из виду	1	2
272	на земле	1	2
273	какой бы	1	2
274	одной и	2	2
275	его от	2	2
276	что ни	1	2
277	возможно только	2	2
278	на этом	1	2
279	в основу	1	2
280	это значит	4	2
281	в чисто	1	2
282	людей между	3	2
283	входя в	1	2
284	на почве	1	2
285	этом смысле	5	2
286	ведь если	4	2
287	кажется что	1	2
288	он является	2	2
289	для чего	1	2
290	ни с	2	2
291	такой же	1	2
292	и тогда	1	2
293	том как	1	2
294	или точнее	3	2
295	к одной	1	2
296	но эта	3	2
297	оказалось бы	2	2
298	не требуется	1	2
299	необходимо чтобы	1	2
300	даже в	2	2
301	и очень	1	2
302	в отношении	4	2
303	как о	3	2
304	правда в	2	2
305	одна из	3	2
306	и притом	3	2
307	и именно	1	2
308	только не	3	2
309	отдельных частей	1	2
310	слова как	3	2
311	находятся в	1	2
312	тем не	12	2
313	в каком	4	2
314	отличается от	2	2
315	и это	5	2
316	с ее	1	2
317	как не	1	2
318	но при	2	2
319	здесь не	2	2
320	то или	3	2
321	и всякое	2	2
322	был бы	6	2
323	можно только	2	2
324	следовательно о	1	2
325	это только	3	2
326	является в	2	2
327	поэтому в	1	2
328	для этого	3	2
329	ничего не	10	2
330	знака и	15	2
331	совершенно неверно	1	2
332	что каждый	2	2
333	или на	1	2
334	языке как	1	2
335	и своей	1	2
336	и во	1	2
337	переходит в	1	2
338	мы ни	2	2
339	в языке	15	2
340	что и	2	2
341	и только	4	2
342	может иметь	2	2
343	предмета и	3	2
344	и действительно	2	2
345	поэтому и	1	2
346	самый смысл	1	2
347	не можем	4	2
348	языка как	2	2
349	является не	2	2
350	от других	1	2
351	в данной	1	2
352	ту или	1	2
353	совсем другое	1	2
354	говорить об	3	2
355	допустим что	2	2
356	сами по	2	2
357	содержание и	1	2
358	же является	1	2
359	имеется еще	1	2
360	от того	1	2
361	же деле	1	2
362	без всякой	5	2
363	и даже	11	2
364	или иной	5	2
365	в области	6	2
366	в каких	1	2
367	являются только	1	2
368	мы еще	3	2
369	и др	2	2
370	превращается в	1	2
371	самом же	1	2
372	а на	1	2
373	и самый	4	2
374	была бы	1	2
375	нет никаких	1	2
376	но оно	1	2
377	но уже	5	2
378	язык а	1	2
379	существуют в	1	2
380	с такой	1	2
381	мыслим и	1	2
382	быть только	3	2
383	но это	6	2
384	но для	1	2
385	она должна	2	2
386	в следующей	1	2
387	как система	1	2
388	в точном	1	2
389	сознания и	2	2
390	у них	1	2
391	конце концов	7	2
392	мы должны	3	2
393	к самому	1	2
394	одной из	1	2
395	слово в	2	2
396	но если	4	2
397	бы быть	1	2
398	эти элементы	2	2
399	к этому	1	2
400	в таком	11	2
401	знаком или	1	1
402	то на	2	1
403	не должны	1	1
404	языка с	1	1
405	в движение	1	1
406	таком случае	10	1
407	же нам	1	1
408	оно входит	1	1
409	сам по	1	1
410	и то	10	1
411	дело обстоит	1	1
412	стали бы	1	1
413	в чистой	1	1
414	для науки	1	1
415	и творчество	1	1
416	вещь не	1	1
417	и до	1	1
418	собой но	2	1
419	не имеют	1	1
420	ведь и	2	1
421	в какой-то	2	1
422	все те	1	1
423	собственном смысле	1	1
424	иметь место	1	1
425	и этот	3	1
426	входящих в	2	1
427	есть не	6	1
428	значения как	2	1
429	мы имеем	1	1
430	нас важно	1	1
431	нам в	2	1
432	а для	1	1
433	и понимать	1	1
434	оно есть	1	1
435	и говорят	1	1
436	ему в	1	1
437	этого термина	8	1
438	то это	3	1
439	и знака	1	1
440	общения в	1	1
441	и сводится	1	1
442	нас важны	1	1
443	так или	6	1
444	не имел	2	1
445	это возможно	2	1
446	быть никакого	1	1
447	определенный предмет	1	1
448	есть акт	1	1
449	так если	1	1
450	в литературоведении	1	1
451	тем как	1	1
452	а следовательно	1	1
453	тот или	5	1
454	а только	6	1
455	смысле мы	1	1
456	не входит	1	1
457	значение и	8	1
458	только тогда	3	1
459	и рассматривать	1	1
460	оно тоже	1	1
461	вообще как	1	1
462	должны были	3	1
463	иначе что	2	1
464	себе и	2	1
465	не просто	11	1
466	всему тому	1	1
467	оно является	2	1
468	и чем	1	1
469	из таких	1	1
470	сама по	4	1
471	один и	2	1
472	ни одна	1	1
473	знака с	1	1
474	и вовсе	6	1
475	его на	1	1
476	с этим	5	1
477	не это	1	1
478	и нет	1	1
479	кроме того	5	1
480	хотя и	3	1
481	было только	1	1
482	это определение	1	1
483	как таковое	1	1
484	касались только	1	1
485	или иную	1	1
486	очень многие	1	1
487	и конечно	2	1
488	и символическое	1	1
489	в литературном	1	1
490	наше сознание	2	1
491	в нашем	3	1
492	тоже не	7	1
493	в последнее	1	1
494	с их	1	1
495	данном контексте	1	1
496	остановиться на	1	1
497	им в	1	1
498	и тот	3	1
499	идет речь	2	1
500	предметов и	1	1
501	имеем в	2	1
502	иначе и	1	1
503	смысла о	1	1
504	на то	6	1
505	не могла	1	1
506	и если	3	1
507	если для	1	1
508	время и	2	1
509	все другие	2	1
510	брать в	1	1
511	он не	2	1
512	же именно	4	1
513	говорили в	2	1
514	на таком	1	1
515	котором мы	1	1
516	значение может	1	1
517	его значением	1	1
518	проблемы не	1	1
519	и по	3	1
520	между знаком	7	1
521	только некоторые	1	1
522	так например	1	1
523	а ведь	2	1
524	в нее	2	1
525	действительности на	1	1
526	но все	2	1
527	что является	1	1
528	самым простым	1	1
529	не будет	11	1
530	же не	1	1
531	если нет	1	1
532	значение в	4	1
533	ее части	1	1
534	а его	1	1
535	знает что	2	1
536	того или	7	1
