N	3gram	Ircho_Kome_1	formyVre
1	и т п	5	11
2	для того чтобы	1	7
3	не только в	1	5
4	в том же	1	4
5	то же время	4	4
6	в то же	4	4
7	как мы уже	1	4
8	в том числе	1	3
9	но и в	2	3
10	и прежде всего	1	3
11	в большинстве случаев	1	3
12	в том что	9	3
13	и т д	4	3
14	то же самое	2	2
15	до сих пор	2	2
16	потому что они	1	2
17	в этом отношении	3	2
18	в борьбе с	1	2
19	на протяжении всего	2	2
20	друг от друга	1	2
21	жизни но и	1	1
22	скорее можно говорить	1	1
23	в чем не	1	1
24	место уже в	1	1
25	другой стороны в	1	1
26	отношение к себе	1	1
27	и чаще всего	1	1
28	том что он	4	1
29	с собой на	1	1
30	и не только	1	1
31	здесь мы встречаем	2	1
32	в конце концов	4	1
33	что он не	1	1
34	в отличие от	1	1
35	по аналогии с	1	1
36	но он не	1	1
37	это вовсе не	1	1
38	он не мог	1	1
39	с тех пор	1	1
40	со всех сторон	1	1
41	с этой точки	1	1
42	вместе с тем	1	1
43	и у других	1	1
44	так как он	1	1
45	то время как	4	1
46	из того же	1	1
47	как и в	2	1
48	в данном случае	1	1
49	о которых мы	1	1
50	с одной стороны	3	1
51	можно говорить о	1	1
52	но при этом	1	1
53	обстоит дело с	1	1
54	для своего выражения	1	1
55	каждый из них	2	1
56	и в их	1	1
57	во всех отношениях	1	1
58	с другой стороны	5	1
59	в наибольшей степени	1	1
60	этой точки зрения	1	1
61	под открытым небом	1	1
62	ни в чем	1	1
63	первой из них	1	1
64	в то время	5	1
65	том что они	1	1
66	в тех же	2	1
67	о том что	3	1
68	в одном из	4	1
69	с самого начала	1	1
70	т п в	1	1
71	эта борьба и	1	1
72	до эпохи возрождения	1	1
73	в другом случае	1	1
74	и вернуться к	1	1
75	и художественного мышления	1	1
76	к тому что	1	1
77	или вовсе не	1	1
78	неизвестно кем и	1	1
79	как мы видели	1	1
