N	3gram	Vygotskiy__6	slovoVRo
1	не может быть	2	15
2	в отличие от	1	12
3	в пределах одного	1	7
4	в этом случае	2	6
5	с одной стороны	1	5
6	той или иной	1	5
7	по отношению к	10	4
8	во всех областях	1	4
9	в зависимости от	5	4
10	в том что	19	4
11	оно не может	2	3
12	и там где	2	3
13	с точки зрения	10	3
14	в этом отношении	3	3
15	в собственном смысле	1	3
16	в свою очередь	1	2
17	там где они	2	2
18	предмету и к	1	2
19	до сих пор	3	2
20	лишь тогда когда	1	2
21	на каждом шагу	1	2
22	не только в	1	2
23	тот факт что	1	2
24	включает в себя	1	2
25	не могут быть	2	2
26	один из важнейших	1	2
27	в связи с	2	2
28	для того чтобы	8	2
29	для всех этих	1	1
30	иначе обстоит дело	1	1
31	это не может	2	1
32	том что в	1	1
33	в своем собственном	1	1
34	имеет первостепенное значение	1	1
35	в том числе	1	1
36	том что оно	3	1
37	по самому своему	1	1
38	не может не	1	1
39	на первый план	1	1
40	но все это	1	1
41	языка но и	1	1
42	до известной степени	2	1
43	сами по себе	1	1
44	том числе и	1	1
45	и не может	2	1
46	на то что	4	1
47	в лучшем случае	1	1
48	он никогда не	1	1
49	их отношение к	1	1
50	и могут быть	1	1
51	чем перейти к	1	1
52	в процессе развития	1	1
53	сливается с ними	1	1
54	и не могут	1	1
55	что он не	1	1
56	это не значит	1	1
57	в этом направлении	1	1
58	это возможно только	1	1
59	с другой стороны	2	1
60	хотя и в	2	1
61	прежде чем перейти	1	1
62	мы видели что	3	1
63	в широком смысле	1	1
64	тем не менее	1	1
65	в научном мышлении	1	1
66	очень похоже на	1	1
67	друг к другу	3	1
68	в основе ее	1	1
69	чтобы прийти к	1	1
70	в процессе их	1	1
71	мы не можем	1	1
72	вообще не знает	1	1
73	как и в	1	1
74	выйти за пределы	1	1
75	до конца и	1	1
76	с самого начала	7	1
77	не только не	2	1
78	но в этом	1	1
79	не с точки	1	1
80	и ту же	1	1
81	чужой речи так	1	1
82	в другом случае	1	1
83	тех или иных	1	1
84	так и по	2	1
85	как мы видели	4	1
