N	2gram	Propp_Isto_2	Stilisti
1	и в	15	42
2	не только	18	27
3	как бы	6	27
4	прежде всего	5	22
5	хотя бы	2	17
6	то же	10	15
7	но и	14	15
8	и не	11	14
9	не может	5	12
10	может быть	17	12
11	мы уже	6	11
12	как и	2	11
13	отнюдь не	1	10
14	в этом	11	10
15	и как	1	10
16	как мы	1	10
17	мы должны	4	10
18	что мы	3	10
19	мы не	3	9
20	при этом	4	9
21	в то	1	9
22	то что	12	9
23	в ней	4	8
24	все же	9	8
25	в себе	4	8
26	таким образом	7	8
27	тем самым	2	8
28	и это	3	8
29	с тем	9	8
30	эти слова	3	8
31	что же	1	8
32	в зависимости	1	7
33	зависимости от	1	7
34	и на	4	7
35	в которой	2	7
36	было бы	5	7
37	так как	14	7
38	никогда не	15	7
39	потому что	9	7
40	того чтобы	2	7
41	ничего не	7	7
42	с его	1	7
43	только в	6	7
44	и его	3	7
45	мы можем	8	7
46	а не	5	7
47	во всех	2	6
48	в этой	4	6
49	на его	2	6
50	в нем	7	6
51	не в	7	6
52	в процессе	1	6
53	когда мы	2	6
54	так и	5	6
55	другими словами	4	6
56	и так	2	6
57	в свою	1	6
58	той же	2	5
59	уже в	2	5
60	в той	1	5
61	и наконец	5	5
62	и с	4	5
63	же мы	2	5
64	мы видели	2	5
65	и той	1	5
66	а в	12	5
67	в его	6	5
68	и следовательно	1	5
69	и их	2	5
70	слова в	2	5
71	вместе с	7	5
72	как это	3	5
73	и то	2	4
74	самом деле	2	4
75	и к	1	4
76	но в	6	4
77	в самом	1	4
78	что это	6	4
79	так сказать	2	4
80	уже не	1	4
81	можно было	5	4
82	его в	10	4
83	самого начала	2	4
84	на него	5	4
85	у нас	1	4
86	но все	5	4
87	к тому	5	4
88	на это	1	4
89	с самого	2	4
90	о том	3	4
91	того что	3	4
92	один из	8	4
93	мы видим	8	4
94	мы увидим	8	4
95	в качестве	3	4
96	если мы	1	4
97	о своей	2	4
98	связаны с	1	4
99	не просто	2	4
100	а с	2	4
101	и пр	7	4
102	к своему	1	4
103	не что	2	4
104	все это	3	4
105	не знаем	1	4
106	человека не	1	4
107	так же	13	4
108	на самом	2	3
109	еще не	9	3
110	видели что	3	3
111	ответ на	1	3
112	перед нами	2	3
113	если он	1	3
114	уже видели	4	3
115	их в	2	3
116	здесь мы	3	3
117	не будет	1	3
118	об этом	11	3
119	связанных с	1	3
120	это не	2	3
121	не мог	3	3
122	том что	7	3
123	что такое	1	3
124	что было	1	3
125	слово и	1	3
126	в разных	2	3
127	связи с	8	3
128	до того	1	3
129	да и	2	3
130	в виду	2	3
131	роль в	3	3
132	что у	2	3
133	мы в	2	3
134	и здесь	9	3
135	должно было	3	3
136	связь между	1	3
137	нуждается в	1	3
138	то мы	2	3
139	только на	1	3
140	из них	2	3
141	его и	4	3
142	в котором	5	3
143	в одном	5	3
144	но что	1	3
145	что и	6	3
146	и эта	1	3
147	в тех	2	3
148	этого слова	1	3
149	как только	1	3
150	этом случае	5	3
151	в целом	1	3
152	и для	2	3
153	для нас	4	3
154	главным образом	2	3
155	не знает	2	3
156	сказать что	2	3
157	что эти	4	2
158	и этот	1	2
159	его не	2	2
160	со всех	4	2
161	мы имеем	15	2
162	вопрос о	4	2
163	для наших	2	2
164	и он	1	2
165	иное как	2	2
166	но не	2	2
167	достаточно для	1	2
168	случай когда	1	2
169	должны были	8	2
170	как в	5	2
171	тех случаях	1	2
172	к чему	2	2
173	ни один	2	2
174	представляет собой	5	2
175	все эти	4	2
176	тому же	2	2
177	человек не	1	2
178	к миру	1	2
179	по своему	1	2
180	одной и	1	2
181	человек с	1	2
182	человека в	2	2
183	связанные с	1	2
184	и внутренняя	1	2
185	есть не	1	2
186	с этим	5	2
187	в жизни	2	2
188	не всегда	1	2
189	в этих	11	2
190	в своей	1	2
191	в которых	2	2
192	но эта	1	2
193	которые в	1	2
194	что иное	2	2
195	каждый из	1	2
196	в каком	1	2
197	приведенных нами	1	2
198	из всего	1	2
199	здесь не	2	2
200	в пределах	1	2
201	в дальнейшем	1	2
202	и когда	2	2
203	с собой	1	2
204	подойти к	2	2
205	с ним	1	2
206	к рассмотрению	2	2
207	почему же	1	2
208	к нему	5	2
209	в середине	1	2
210	не должен	4	2
211	в него	2	2
212	видим что	5	2
213	в том	6	2
214	тот же	1	2
215	одной из	4	2
216	что он	24	2
217	в какой	1	2
218	для всех	1	2
219	не будут	1	2
220	себе в	1	2
221	свое желание	1	2
222	в материале	1	2
223	для них	1	2
224	заметить что	2	2
225	тем что	4	2
226	нужно было	1	2
227	а на	1	2
228	и эту	1	2
229	миру и	1	2
230	к которому	5	2
231	не было	2	2
232	зависит от	2	2
233	до конца	1	2
234	должна была	1	2
235	в связи	5	2
236	связь с	4	2
237	нет ничего	2	2
238	и потому	1	2
239	теперь к	1	2
240	смысле этого	2	2
241	другого человека	1	2
242	материал для	1	2
243	останавливаться на	1	2
244	сих пор	7	2
245	но это	4	2
246	только одна	1	2
247	случаях когда	1	2
248	войти в	1	2
249	в точном	1	2
250	или в	2	2
251	но об	1	2
252	у них	1	2
253	ни к	1	2
254	несмотря на	1	2
255	этот вопрос	1	2
256	в частности	1	2
257	они еще	1	2
258	к этому	1	2
259	значения этого	1	1
260	брата и	1	1
261	мы начнем	1	1
262	можно говорить	1	1
263	также что	2	1
264	же как	5	1
265	относится и	1	1
266	увидим ниже	4	1
267	и понимает	1	1
268	народов у	1	1
269	к своей	1	1
270	его со	1	1
271	перед лицом	1	1
272	не имеют	1	1
273	отношений которые	1	1
274	общественных отношений	1	1
275	в их	3	1
276	нечто что	1	1
277	хлеб и	1	1
278	например в	2	1
279	точнее и	1	1
280	при анализе	1	1
281	теперь мы	1	1
282	превратилась в	1	1
283	бы что	1	1
284	этом не	1	1
285	еще до	2	1
286	в сущности	2	1
287	это всегда	1	1
288	говорить о	1	1
289	принадлежит к	2	1
290	но чаще	1	1
291	я не	2	1
292	держать себя	1	1
293	не происходит	3	1
294	они были	2	1
295	себе что	1	1
296	который может	1	1
297	одного человека	1	1
298	но этого	1	1
299	там и	1	1
300	одно мгновение	1	1
301	но как	1	1
302	и другие	4	1
303	не то	1	1
304	к которой	1	1
305	теряет свой	1	1
306	в сторону	1	1
307	связи и	1	1
308	явление которое	1	1
309	голосом и	1	1
310	или у	1	1
311	там где	1	1
312	в истории	1	1
313	как говорит	1	1
314	в подобных	1	1
315	в одной	4	1
316	дает нам	2	1
317	внутренняя жизнь	1	1
318	как нам	1	1
319	однако не	1	1
320	кроме того	2	1
321	и где	1	1
322	и есть	5	1
323	когда он	3	1
324	вопросом о	1	1
325	был связан	1	1
326	себе не	1	1
327	увидим что	3	1
328	ясно и	2	1
329	от этого	1	1
330	именно эта	1	1
331	происходило с	2	1
332	даже еще	1	1
333	в земной	1	1
334	за собой	1	1
335	со своей	1	1
336	указания на	1	1
337	возможно что	2	1
338	он в	3	1
339	из этих	3	1
340	о добродетели	1	1
341	будет сказано	1	1
342	еще один	1	1
343	остановиться на	1	1
344	имеем в	5	1
345	не могла	2	1
346	его но	1	1
347	все они	1	1
348	и если	2	1
349	есть такие	1	1
350	тем не	1	1
351	он не	8	1
352	ключ к	2	1
353	с новым	1	1
354	всех этих	3	1
355	с нашим	1	1
356	он должен	2	1
357	к одному	1	1
358	этого вопроса	1	1
359	как ненужные	1	1
360	в силу	2	1
361	сказал что	2	1
362	но вместе	1	1
363	так например	1	1
364	на то	3	1
365	в основу	1	1
366	этим самым	1	1
367	могла бы	2	1
368	в другом	9	1
369	при которой	1	1
370	уже знаем	3	1
371	без нее	1	1
372	должен был	3	1
373	за ним	1	1
374	но уже	1	1
375	человека на	1	1
376	он является	2	1
377	но по-видимому	1	1
378	с этой	1	1
379	о связи	2	1
380	сам с	1	1
381	как видно	1	1
382	характер и	1	1
383	и вне	1	1
384	иногда в	1	1
385	бы на	1	1
386	к тем	1	1
387	племени и	2	1
388	наших дней	1	1
389	это только	2	1
390	одна сторона	1	1
391	оказывается что	2	1
392	мы теперь	1	1
393	этой стадии	2	1
394	нельзя было	1	1
395	его мы	1	1
396	даже к	1	1
397	и эти	2	1
398	что этот	3	1
399	или если	1	1
400	происходит потому	1	1
401	стоит только	1	1
402	по себе	1	1
403	даже в	1	1
404	соответствует его	1	1
405	в одно	1	1
406	на один	2	1
407	с миром	1	1
408	не менее	1	1
409	но они	4	1
410	в таких	2	1
411	как можно	1	1
412	что эта	2	1
413	с которой	2	1
414	она не	5	1
415	в русской	5	1
416	того как	4	1
417	одна из	2	1
418	это нам	1	1
419	каждый день	1	1
420	так чтобы	1	1
421	чтобы стать	1	1
422	иметь в	2	1
423	здесь нас	1	1
424	только не	1	1
425	с одним	3	1
426	такой случай	1	1
427	на природу	1	1
428	должны поставить	1	1
429	к какому-нибудь	1	1
430	так называемый	2	1
431	входят в	1	1
432	тела и	1	1
433	к таким	2	1
434	и оно	1	1
435	если его	1	1
436	не могут	1	1
437	является вопрос	1	1
438	например на	1	1
439	было уже	1	1
440	все еще	2	1
441	поесть в	1	1
442	что при	5	1
443	если же	1	1
444	этом отрывке	1	1
445	должен быть	1	1
446	приходит к	1	1
447	не совсем	3	1
448	и о	1	1
449	а затем	2	1
450	всегда или	2	1
451	отношения и	1	1
452	без всякого	1	1
453	это позволяет	1	1
454	добродетели и	1	1
455	можно сделать	1	1
456	уже с	2	1
457	говорили что	2	1
458	с кем-нибудь	1	1
459	всей своей	1	1
460	целым рядом	1	1
461	этого как	1	1
462	здесь нет	2	1
463	в себя	3	1
464	или на	4	1
465	же эти	2	1
466	случай чрезвычайно	1	1
467	является в	1	1
468	наконец третья	1	1
469	он к	1	1
470	по мере	3	1
471	образом в	1	1
472	и кроме	1	1
473	именно потому	1	1
474	другом месте	2	1
475	хлеба но	1	1
476	это происходит	1	1
477	на вопрос	2	1
478	ли или	1	1
479	и что	6	1
480	мог бы	3	1
481	что его	1	1
482	с лицом	1	1
483	и во	1	1
484	образом мы	1	1
485	обладает но	1	1
486	с нашей	1	1
487	воздействия на	1	1
488	путь к	1	1
489	которое уже	1	1
490	этот момент	1	1
491	отметить что	1	1
492	непосредственно в	1	1
493	вслед за	1	1
494	тот момент	2	1
495	представления о	5	1
496	слова для	1	1
497	в каких	3	1
498	бросается в	1	1
499	и дает	2	1
500	с ними	2	1
501	мотивов к	1	1
502	с возникновением	1	1
503	исследования мы	1	1
504	и действительно	1	1
505	к нашему	1	1
506	ему и	1	1
507	и после	1	1
508	или его	2	1
509	эту связь	1	1
510	в эти	1	1
511	до наших	1	1
512	наших целей	2	1
513	так что	6	1
514	же и	3	1
515	к какому	1	1
516	испытание и	1	1
517	не можем	1	1
518	в нашей	2	1
519	его с	1	1
520	действия которые	2	1
521	свидетельствует о	1	1
522	является не	2	1
523	при помощи	2	1
524	по отношению	3	1
525	роль и	1	1
526	был бы	2	1
527	руки и	4	1
528	ни в	2	1
529	могло бы	1	1
530	чтобы выразить	1	1
531	так возникает	1	1
532	вовсе не	1	1
533	они сами	1	1
534	друг друга	1	1
535	у него	4	1
536	уже только	1	1
537	как вся	1	1
538	превращается в	2	1
539	животными или	1	1
540	в особенности	2	1
541	в другой	4	1
542	связан с	5	1
543	в исторической	1	1
544	со стороны	1	1
545	мы это	1	1
546	до сих	6	1
547	с другой	2	1
548	ладоши и	1	1
549	в ладоши	1	1
550	здесь в	2	1
551	придает им	1	1
552	такое же	1	1
553	нашем языке	1	1
554	ничем не	1	1
555	она является	1	1
556	понимать как	1	1
557	из героев	1	1
558	этот мотив	4	1
559	о чем	1	1
560	может иметь	1	1
561	и становятся	1	1
562	видели в	1	1
563	и одновременно	1	1
564	предположить что	3	1
565	он говорит	1	1
566	в течение	1	1
567	тому как	3	1
568	как к	1	1
569	дерево и	1	1
570	с изучением	1	1
571	в основном	2	1
572	весь ход	1	1
573	именно в	2	1
574	не будем	4	1
575	от социального	1	1
576	которые были	2	1
577	виду что	1	1
578	в более	1	1
579	только мы	1	1
580	обстановка и	1	1
581	и часто	2	1
582	указать на	1	1
583	в умении	1	1
584	и ушел	3	1
585	совершается в	2	1
586	этот материал	2	1
587	в результате	1	1
588	мира и	1	1
589	о котором	1	1
590	это как	1	1
591	слагается из	1	1
592	такое обращение	1	1
593	что в	12	1
594	который является	1	1
595	это так	2	1
596	всякого рода	1	1
597	еще более	1	1
598	чтобы его	1	1
599	в поле	1	1
600	будто бы	2	1
601	он станет	1	1
602	с другими	2	1
603	ее в	2	1
604	пока же	1	1
605	не обладает	3	1
606	и начали	1	1
607	но если	3	1
608	из тех	1	1
609	другой стороны	2	1
610	но чем	1	1
611	то хотя	1	1
612	в глаза	2	1
613	в иной	5	1
614	является и	1	1
615	отношению к	3	1
616	можно привести	3	1
617	это и	1	1
618	только о	1	1
619	людей но	1	1
620	на весах	1	1
621	наряду с	6	1
622	на лице	1	1
623	но еще	1	1
624	человека к	1	1
625	в таком	1	1
626	и вновь	1	1
627	социального положения	1	1
628	этот круг	1	1
