N	3gram	Bakhtin_Fr_5	Tvorches
1	то же время	9	7
2	в то же	9	7
3	по отношению к	1	3
4	до сих пор	3	3
5	не может быть	2	3
6	в первой части	3	2
7	в самом деле	1	2
8	в одной из	2	2
9	и в то	1	2
10	в отличие от	2	2
11	в известной мере	2	2
12	так же как	4	2
13	в лице ее	1	2
14	так и в	1	2
15	о том что	1	2
16	он еще не	1	2
17	в том что	6	2
18	это связано с	1	1
19	в другом месте	2	1
20	том что в	1	1
21	хотя и не	1	1
22	мы уже говорили	2	1
23	в г в	1	1
24	потому что в	1	1
25	дело в том	2	1
26	в том числе	4	1
27	о том как	2	1
28	сих пор еще	2	1
29	же как и	2	1
30	одним из древнейших	1	1
31	он ни был	1	1
32	другом месте в	1	1
33	например в романе	1	1
34	является одним из	1	1
35	нужно сказать что	2	1
36	можно было бы	2	1
37	и что в	1	1
38	но в то	5	1
39	в году в	1	1
40	в чем же	2	1
41	его а не	1	1
42	не только для	2	1
43	в свою очередь	1	1
44	той или иной	1	1
45	в связи с	5	1
46	к тому же	2	1
47	в стороне от	1	1
48	имеет у него	1	1
49	в то время	2	1
50	так например в	1	1
51	мы не можем	1	1
52	прежде всего его	1	1
53	ничего общего с	1	1
54	в конечном счете	1	1
55	именно потому что	1	1
56	том числе и	2	1
57	в ту эпоху	1	1
58	этот момент как	1	1
59	бы он ни	1	1
60	но это не	1	1
61	это не просто	1	1
62	и прежде всего	3	1
63	в конце жизни	2	1
64	мы не находим	1	1
65	как и в	1	1
66	одной из форм	1	1
67	на другой день	1	1
