N	3gram	Bakhtin_sl_2	Vladivir
1	в том что	4	10
2	тем не менее	1	9
3	о том что	1	8
4	с точки зрения	3	6
5	а также и	2	6
6	не может быть	15	6
7	более или менее	2	5
8	том что в	1	3
9	и в смысле	1	3
10	хотя бы и	2	3
11	во всяком случае	2	3
12	с одной стороны	5	3
13	в то же	4	3
14	в отличие от	12	3
15	как мы видели	1	3
16	иметь в виду	1	2
17	оно не может	3	2
18	также и в	1	2
19	одной стороны и	3	2
20	на первый план	1	2
21	в этом отношении	3	2
22	и в то	1	2
23	он никогда не	1	2
24	даже и не	1	2
25	эти три категории	1	2
26	в связи с	2	2
27	а не только	1	2
28	с другой стороны	1	2
29	то же время	4	2
30	те или иные	1	2
31	к нему и	1	2
32	на то что	1	2
33	не может не	1	1
34	а следовательно и	1	1
35	и этот свой	1	1
36	не с точки	1	1
37	и как мы	1	1
38	и не только	1	1
39	но оно не	1	1
40	том что он	1	1
41	может и не	1	1
42	в этом случае	6	1
43	то прежде всего	1	1
44	до сих пор	2	1
45	и естественные науки	1	1
46	такой же пустой	1	1
47	сама по себе	3	1
48	необходимо отметить что	2	1
49	сих пор не	2	1
50	и в дальнейшем	1	1
51	лишь при условии	1	1
52	как это было	1	1
53	здесь уже не	1	1
54	уже не только	1	1
55	перед нами не	1	1
56	этом отношении он	1	1
57	и не в	1	1
58	у него нет	2	1
59	как мы ее	1	1
60	и тем и	1	1
61	может быть и	2	1
62	не только в	2	1
63	он знает что	1	1
64	можно сказать так	1	1
65	только и не	1	1
66	никогда и ни	1	1
67	только с точки	1	1
68	есть не только	1	1
69	смысле не был	1	1
70	если они не	1	1
71	в последнем случае	1	1
72	в новое время	2	1
73	без учета этого	1	1
74	о которых мы	1	1
75	все то что	1	1
76	тем и другим	1	1
77	и ни в	1	1
78	мы не можем	1	1
79	и притом в	1	1
80	с самого начала	1	1
81	не только не	1	1
82	выдвигать на первый	1	1
83	той или иной	5	1
84	включает в себя	2	1
85	однако и здесь	1	1
86	в том числе	1	1
87	как не может	1	1
88	здесь входить в	1	1
89	как и вся	1	1
90	он не только	1	1
91	для того чтобы	2	1
92	не довлеет себе	1	1
93	то есть на	2	1
