N	2gram	Bakhtin_sl_1	StatiiOP
1	и в	41	44
2	в том	3	36
3	и т	28	30
4	том что	2	29
5	в этом	12	21
6	т д	5	21
7	вовсе не	7	19
8	не только	16	18
9	было бы	3	17
10	о том	3	17
11	а в	6	17
12	а не	15	16
13	и не	16	16
14	может быть	14	15
15	в данном	3	14
16	как в	8	13
17	можно было	2	13
18	не в	7	12
19	в этой	1	11
20	того чтобы	1	11
21	у нас	2	11
22	точки зрения	16	11
23	но в	8	10
24	для того	2	10
25	только в	6	10
26	но и	16	10
27	также и	3	9
28	как и	4	9
29	в отношении	6	9
30	в то	14	9
31	так и	11	9
32	если бы	1	9
33	того что	3	9
34	в его	13	9
35	т п	23	9
36	с другой	5	9
37	например в	2	8
38	во всех	17	8
39	все же	7	8
40	это не	6	8
41	из них	3	8
42	с точки	8	8
43	и его	14	8
44	не может	14	8
45	что они	2	7
46	в самом	5	7
47	таким образом	9	7
48	другой стороны	4	7
49	для нас	2	7
50	этом отношении	1	7
51	до сих	2	7
52	прежде всего	8	7
53	сих пор	2	7
54	сказать что	2	7
55	на самом	2	6
56	со стороны	1	6
57	из этих	3	6
58	в своей	7	6
59	и языка	1	6
60	потому что	2	6
61	данном случае	3	6
62	что и	1	6
63	всяком случае	5	6
64	так что	2	6
65	для него	3	6
66	именно в	3	6
67	дело в	1	6
68	в той	10	6
69	но это	1	6
70	хотя бы	3	6
71	во всяком	7	6
72	и то	2	5
73	то же	14	5
74	той же	2	5
75	в целом	2	5
76	все эти	9	5
77	в нем	30	5
78	и по	2	5
79	в слове	7	5
80	в котором	2	5
81	в которых	1	5
82	не менее	1	5
83	никогда не	3	5
84	могут быть	19	5
85	примеров из	1	5
86	так как	3	5
87	и даже	6	5
88	там где	4	5
89	что мы	1	5
90	все это	5	5
91	совершенно не	2	5
92	жизни и	1	5
93	так же	2	5
94	в которой	4	4
95	в основу	1	4
96	столь же	2	4
97	в новом	1	4
98	бы и	3	4
99	на то	1	4
100	что она	1	4
101	но если	1	4
102	случае в	1	4
103	дело не	2	4
104	же время	12	4
105	в ее	2	4
106	языка и	12	4
107	и что	1	4
108	заключается в	1	4
109	во втором	1	4
110	в качестве	3	4
111	же и	2	4
112	как раз	2	4
113	не было	3	4
114	на эту	1	4
115	в частности	2	4
116	как бы	12	4
117	тем более	1	4
118	еще более	5	4
119	или иного	2	4
120	того или	2	4
121	же как	2	3
122	того же	6	3
123	и без	1	3
124	конечно и	2	3
125	в ней	4	3
126	еще не	4	3
127	он был	1	3
128	но не	2	3
129	не все	1	3
130	или иное	1	3
131	в истории	3	3
132	с этим	3	3
133	как к	2	3
134	то в	2	3
135	точку зрения	3	3
136	эпохи и	2	3
137	в чужую	1	3
138	задний план	1	3
139	ведь и	1	3
140	не значит	1	3
