N	3gram	Vygotskiy__6	Russkaja
1	друг с другом	5	14
2	с точки зрения	10	9
3	в том что	19	7
4	на самом деле	1	6
5	для того чтобы	8	6
6	до сих пор	3	5
7	на то что	4	4
8	не может быть	2	4
9	не может не	1	3
10	в этом случае	2	3
11	в лучшем случае	1	3
12	вместе с тем	2	3
13	можно было бы	5	3
14	и не может	2	3
15	и то что	2	3
16	в данном случае	1	3
17	в конце концов	1	3
18	той или иной	1	3
19	точно так же	1	2
20	в настоящее время	1	2
21	точки зрения этой	1	2
22	в том и	1	2
23	только в том	1	2
24	что он не	1	2
25	в значительной мере	2	2
26	вся эта работа	1	2
27	тот факт что	1	2
28	не могут не	2	2
29	в этом направлении	1	2
30	том и в	1	2
31	по самому своему	1	2
32	и тем самым	5	2
33	друг от друга	1	2
34	в другом случае	1	2
35	к тому что	7	2
36	и в другом	1	2
37	и того же	4	1
38	но мы должны	1	1
39	в силу этого	1	1
40	состоит в том	2	1
41	что все что	1	1
42	зависит от того	1	1
43	в свою очередь	1	1
44	на том же	1	1
45	по отношению к	10	1
46	в самом деле	1	1
47	в том числе	1	1
48	то же самое	6	1
49	в том же	2	1
50	таким образом оказывается	1	1
51	так как оно	1	1
52	он не может	1	1
53	что он может	1	1
54	до известной степени	2	1
55	было бы показать	1	1
56	на упомянутой выше	1	1
57	лишь тогда когда	1	1
58	не может иметь	1	1
59	представить себе что	2	1
60	только то что	2	1
61	в этом отношении	3	1
62	том числе и	1	1
63	на этот вопрос	2	1
64	образом связаны друг	1	1
65	с другом в	1	1
66	но мы знаем	1	1
67	несмотря на то	2	1
68	естественно что он	1	1
69	то и другое	1	1
70	во всех областях	1	1
71	к выяснению того	1	1
72	бы показать что	1	1
73	понятий благодаря этому	1	1
74	смысле этого слова	1	1
75	самое большее что	1	1
76	и в этом	1	1
77	и как бы	1	1
78	те или другие	1	1
79	в связи с	2	1
80	сами в этом	1	1
81	эта точка зрения	1	1
82	друг к другу	3	1
83	сих пор мы	1	1
84	так же как	6	1
85	потому что они	1	1
86	в совершенно ином	1	1
87	потому что и	1	1
88	остается в силе	2	1
89	и все же	1	1
90	от того что	6	1
91	заключается в том	5	1
92	в этом и	1	1
93	тех или иных	1	1
94	содержат в себе	1	1
95	с самого начала	7	1
96	вопрос о том	1	1
97	в этом вопросе	2	1
98	одного и того	4	1
99	связаны друг с	1	1
100	в силе и	1	1
101	но и обратно	1	1
102	совершенно очевидно что	2	1
103	и ту же	1	1
104	неизбежно приводит к	1	1
105	именно в силу	1	1
106	будет в состоянии	1	1
107	тем не менее	1	1
108	по сравнению со	1	1
109	но совершенно очевидно	1	1
