N	2gram	Propp_Russ_2	Vladivir
1	и в	29	40
2	то что	5	28
3	не только	10	25
4	и не	1	25
5	том что	22	18
6	в том	22	18
7	но и	8	18
8	что в	22	17
9	в этом	11	16
10	в его	1	14
11	так что	4	14
12	не может	5	14
13	в виде	4	13
14	только в	1	13
15	в конце	1	12
16	а именно	3	12
17	сказать что	1	12
18	никогда не	2	11
19	потому что	5	11
20	таким образом	6	11
21	о том	9	11
22	в году	3	10
23	не просто	1	10
24	тем не	2	10
25	и его	1	10
26	то это	1	10
27	прежде всего	2	10
28	как раз	1	10
29	и потому	1	10
30	и то	2	9
31	уже не	4	9
32	что это	3	9
33	и с	10	9
34	в своей	2	9
35	не менее	2	9
36	под названием	2	9
37	как мы	3	8
38	в своем	1	8
39	в этой	3	8
40	не был	2	8
41	и что	5	8
42	а также	4	8
43	для него	1	8
44	может быть	13	8
45	а не	4	8
46	так же	4	8
47	хотя и	1	7
48	и как	2	7
49	и если	1	7
50	что все	1	7
51	с тем	6	7
52	как и	11	7
53	несмотря на	1	7
54	в то	2	7
55	там же	12	7
56	что и	2	7
57	того что	3	7
58	так как	13	7
59	вместе с	6	7
60	а в	9	7
61	в своих	2	7
62	и на	6	6
63	кроме того	2	6
64	не будет	1	6
65	во всем	2	6
66	и это	1	6
67	и от	3	6
68	так и	1	6
69	об этом	2	6
70	и здесь	1	6
71	и даже	1	6
72	но это	1	6
73	мы уже	1	5
74	в ней	1	5
75	совсем не	2	5
76	отнюдь не	1	5
77	более или	1	5
78	все эти	3	5
79	тому же	1	5
80	можно было	2	5
81	должно быть	2	5
82	или менее	1	5
83	но если	3	5
84	дело в	1	5
85	тем что	3	5
86	для нас	6	5
87	ничего не	1	5
88	у нас	4	5
89	ничего общего	1	5
90	еще в	2	5
91	с другой	2	5
92	в древнем	1	5
93	что он	1	5
94	только на	1	5
95	в одном	1	5
96	не было	2	5
97	в данном	6	5
98	в самом	1	4
99	то же	4	4
100	что если	1	4
101	и о	3	4
102	вопрос о	4	4
103	еще не	6	4
104	но не	5	4
105	все же	2	4
106	но в	5	4
107	на то	1	4
108	было бы	3	4
109	чем в	2	4
110	такой же	1	4
111	в котором	3	4
112	не имеет	3	4
113	учения о	1	4
114	то время	2	4
115	в глаза	2	4
116	не с	2	4
117	мог бы	1	4
118	утверждает что	1	4
119	при помощи	1	4
120	здесь в	2	4
121	а с	2	4
122	говорит о	2	4
123	до конца	3	4
124	и все	4	4
125	него в	1	4
126	как это	4	4
127	в течение	2	4
128	по существу	4	4
129	в основном	1	4
130	мы должны	1	4
131	есть и	1	4
132	же как	4	3
133	на самом	2	3
134	мы имеем	6	3
135	которое в	2	3
136	здесь не	1	3
137	не все	4	3
138	отличие от	3	3
139	независимо от	1	3
140	перед нами	1	3
141	уже в	1	3
142	из этих	2	3
143	в нем	1	3
144	при этом	6	3
145	но все	1	3
146	в качестве	3	3
147	это не	5	3
148	однако здесь	1	3
149	далеко не	4	3
150	не столько	2	3
151	в отличие	3	3
152	не в	4	3
153	что этот	1	3
154	что есть	1	3
155	того чтобы	6	3
156	и притом	1	3
157	сводится к	1	3
158	все то	2	3
159	в духе	1	3
160	оно не	1	3
161	в виду	2	3
162	то как	1	3
163	жизнь и	2	3
164	если бы	1	3
165	и вообще	1	3
166	находится в	1	3
167	настоящее время	1	3
168	к нему	4	3
169	что здесь	3	3
170	по этому	2	3
171	с одной	2	3
172	ни с	1	3
173	был бы	1	3
174	не так	1	3
175	всяком случае	1	3
176	церкви и	2	3
177	само собой	1	3
178	человека и	1	3
179	даже не	1	3
180	именно в	4	3
181	а наоборот	3	3
182	мы видели	7	3
183	одной стороны	2	3
184	как бы	18	3
185	и для	2	3
186	в настоящее	1	3
187	или не	1	3
188	же в	6	3
189	ее в	8	3
190	и эта	1	3
191	как на	1	3
192	в таком	4	3
193	во всяком	1	3
194	в этот	10	2
195	с таким	1	2
196	и за	1	2
197	по его	1	2
198	мы не	6	2
199	время как	1	2
200	на себя	2	2
201	мы и	1	2
202	ясными и	1	2
203	это время	2	2
204	он был	1	2
205	без которой	1	2
206	что его	1	2
207	данном случае	7	2
208	а и	2	2
209	природа в	1	2
210	во что	1	2
211	с этим	2	2
212	что касается	1	2
213	этом же	1	2
214	и наконец	1	2
215	от этого	1	2
216	в которой	2	2
217	остановиться на	1	2
218	но на	1	2
219	что она	3	2
220	и еще	2	2
221	не к	2	2
222	и по	3	2
223	в другом	1	2
224	те или	1	2
225	должен был	3	2
226	в это	1	2
227	на первый	3	2
228	в этих	3	2
229	себя внимание	1	2
230	к тем	1	2
231	можно найти	1	2
232	в их	2	2
233	выше мы	3	2
234	и более	1	2
235	как можно	2	2
236	что эта	1	2
237	она не	3	2
238	на него	1	2
239	иметь в	1	2
240	найти в	1	2
241	при всем	1	2
242	по своей	1	2
243	связи с	2	2
244	что на	2	2
245	он называет	1	2
246	в в	1	2
247	здесь нет	1	2
248	можно только	1	2
249	но у	1	2
250	что каждый	1	2
251	его в	8	2
252	жизнь но	1	2
253	бросается в	2	2
254	быть и	1	2
255	но с	1	2
256	о двух	1	2
257	в какой	1	2
258	и так	1	2
259	который в	1	2
260	не можем	2	2
261	то и	4	2
262	в д	1	2
263	из них	4	2
264	себе в	1	2
265	могло бы	1	2
266	здесь и	1	2
267	друг друга	3	2
268	только с	1	2
269	заметить что	2	2
270	для того	6	2
271	же деле	2	2
272	без всякой	1	2
273	самом же	2	2
274	не на	1	2
275	в европе	2	2
276	стороны и	1	2
277	если эти	1	2
278	в церкви	2	2
279	с этой	2	2
280	как например	3	2
281	внимания на	1	2
282	вошла в	1	2
283	сил то	2	2
284	в одно	1	2
285	не является	1	2
286	этом отношении	1	2
287	только что	1	2
288	другой стороны	1	2
289	но можно	2	2
290	совершенно не	2	2
291	из этого	2	2
292	же и	1	2
293	к этой	1	2
294	к этому	5	2
295	а между	1	1
296	с природой	1	1
297	можно говорить	1	1
298	также что	2	1
299	например в	1	1
300	рассматривается как	2	1
301	мы здесь	2	1
302	после ее	1	1
303	единстве и	1	1
304	это и	2	1
305	и есть	1	1
306	жизни по	1	1
307	этой теории	1	1
308	из самых	1	1
309	и была	1	1
310	та же	2	1
311	и сущность	1	1
312	представлением о	1	1
313	но она	2	1
314	что иное	2	1
315	представление о	5	1
316	которое не	1	1
317	магии и	1	1
318	иное как	2	1
319	во всех	3	1
320	одно мгновение	1	1
321	если в	1	1
322	очевидно что	2	1
323	нет и	1	1
324	отличаются от	1	1
325	и чем	1	1
326	что они	1	1
327	к сожалению	1	1
328	относится к	1	1
329	в поисках	1	1
330	течение всего	1	1
331	как в	7	1
