N	3gram	Bakhtin_Pr_4	slovoVRo
1	не может быть	8	15
2	в отличие от	3	12
3	с чужим словом	3	10
4	в пределах одного	6	7
5	в этом случае	1	6
6	в значительной степени	1	6
7	с одной стороны	1	5
8	к своему предмету	1	5
9	чужого слова в	3	5
10	той или иной	2	5
11	в большинстве случаев	8	5
12	по отношению к	5	4
13	то же время	5	4
14	но все же	1	4
15	в то же	5	4
16	в узком смысле	2	4
17	в отношении к	2	4
18	в том что	2	4
19	чужим словом и	2	4
20	в той или	1	3
21	с установкой на	1	3
22	с точки зрения	9	3
23	сама по себе	2	3
24	чужого слова и	3	3
25	в собственном смысле	1	3
26	но в то	2	3
27	так и в	1	3
28	одной стороны и	1	3
29	но прежде всего	1	2
30	и в сущности	2	2
31	а вовсе не	1	2
32	и наконец в	1	2
33	более или менее	3	2
34	до сих пор	8	2
35	в мировой литературе	1	2
36	хотя бы и	1	2
37	лишь тогда когда	1	2
38	не только и	1	2
39	может быть и	1	2
40	как мы сказали	3	2
41	словом и с	1	2
42	не только в	1	2
43	никогда не может	1	2
44	во всяком случае	1	2
45	своими корнями в	1	2
46	то есть от	2	2
47	сих пор не	2	2
48	к чужому слову	5	2
49	в связи с	1	2
50	как мы уже	2	2
51	во всех его	2	2
52	в языке как	1	2
53	в точном смысле	1	2
54	в этом его	1	1
55	а следовательно и	2	1
56	пространстве и времени	1	1
57	высказывания и потому	1	1
58	иначе обстоит дело	1	1
59	хотя и не	2	1
60	и не в	2	1
61	явления стилизация пародия	1	1
62	героя и в	1	1
63	отношения слова к	1	1
64	между двумя разными	1	1
65	чужую речь а	1	1
66	в одном слове	3	1
67	иметь в виду	1	1
68	значение чужого слова	1	1
69	в синтаксической конструкции	1	1
70	как один из	1	1
71	в известной степени	1	1
72	стилизация отличается от	1	1
73	и в поэзии	1	1
74	отношению к себе	1	1
75	мы уже сказали	2	1
76	и даже не	1	1
77	и все остальные	1	1
78	в этих случаях	2	1
79	также и в	1	1
80	для наших целей	2	1
81	в том числе	4	1
82	но здесь они	1	1
83	в средние века	1	1
84	том что он	1	1
85	поэтому при изучении	1	1
86	то есть к	1	1
87	людей и их	1	1
88	он дан в	1	1
89	не может не	1	1
90	с авторской речью	1	1
91	рядом с собой	2	1
92	мы говорили в	1	1
93	может стремиться к	1	1
94	и в то	1	1
95	сами по себе	2	1
96	но и в	2	1
97	между тем как	1	1
98	чужого слова о	1	1
99	в нем новые	1	1
100	чужого слова как	1	1
101	чужого слова от	1	1
102	том числе и	3	1
103	но конечно не	2	1
104	и не может	7	1
105	отношение к слову	1	1
106	рано или поздно	1	1
107	более глубокое и	1	1
108	чужого слова на	1	1
109	обстоит дело в	1	1
110	дистанции без преломления	1	1
111	чужое слово и	4	1
112	чужим словом в	3	1
113	даже и не	1	1
114	он никогда не	1	1
115	конечно не в	2	1
116	слова не входят	1	1
117	в каждом новом	1	1
118	чужого слова с	2	1
119	века и в	1	1
120	на этой почве	1	1
121	его смысла и	1	1
122	одним из главных	1	1
123	перед нами уже	2	1
124	нем новые стороны	1	1
125	еще раз подчеркнуть	1	1
126	его роль в	1	1
127	по себе еще	2	1
128	не сливается с	1	1
129	в той же	1	1
130	как это возможно	1	1
131	рассказ от автора	1	1
132	но во всем	1	1
133	и без всякого	1	1
134	это возможно в	1	1
135	в нем не	1	1
136	в одно высказывание	2	1
137	то перед нами	4	1
138	чужой речи и	1	1
139	его и нет	1	1
140	с другой стороны	3	1
141	как чужое слово	2	1
142	и с чужим	1	1
143	объектности чужого слова	2	1
144	большинстве случаев в	1	1
145	в широком смысле	1	1
146	неразрывно связано с	1	1
147	о том что	2	1
148	и чужое слово	1	1
149	без дистанции без	1	1
150	не менее чем	1	1
151	стилизация пародия сказ	1	1
152	здесь не только	1	1
153	между этими двумя	1	1
154	между стилизацией и	1	1
155	большей или меньшей	2	1
156	романа и в	1	1
157	сознания и слова	1	1
158	как и в	3	1
159	при этом такое	1	1
160	отношения к чужому	2	1
161	в нем двух	1	1
162	может быть весьма	2	1
163	с самого начала	1	1
164	от автора и	2	1
165	в пределах одной	1	1
166	единого и единственного	1	1
167	но в этом	1	1
168	даже не столько	1	1
169	средние века и	1	1
170	не с точки	1	1
171	типы и разновидности	1	1
172	раз подчеркнуть что	1	1
173	язык в его	1	1
174	только и даже	1	1
175	объединить в себе	1	1
176	и ту же	1	1
177	что как раз	1	1
178	а во второй	1	1
179	мы не знаем	1	1
180	в романах достоевского	4	1
181	роль в романе	1	1
182	о которых мы	1	1
183	значительной степени определяется	1	1
184	слово героя и	1	1
185	и в нем	1	1
186	до некоторой степени	1	1
187	к чужому голосу	1	1
188	речь как бы	1	1
189	снова и снова	1	1
190	о нем он	1	1
191	одну и ту	1	1
192	все это не	1	1
193	в процессе его	1	1
194	в одном высказывании	1	1
195	выходят за пределы	2	1
196	чужой акцент и	1	1
197	в результате их	1	1
198	конечно далеко не	1	1
199	мы увидим что	2	1
200	одна из самых	1	1
201	различным может быть	1	1
202	не решенным и	1	1
203	свой предмет как	1	1
204	эти явления стилизация	1	1
205	выражения себя и	1	1
