N	3gram	Medvedev_V_1	Myslijsy
1	в том что	5	16
2	только тогда когда	1	7
3	и то же	1	5
4	по отношению к	7	5
5	заключает в себе	1	5
6	по крайней мере	2	5
7	одно и то	1	5
8	не в том	2	5
9	а в том	1	5
10	то же время	5	5
11	от того что	2	5
12	в то же	5	5
13	вместе с тем	3	4
14	с другой стороны	8	4
15	но и в	1	4
16	в то время	1	4
17	не только в	2	4
18	более или менее	6	3
19	до сих пор	1	3
20	что он не	1	3
21	с одной стороны	2	3
22	в свою очередь	1	3
23	и т д	14	3
24	только в том	2	3
25	в том смысле	1	3
26	для того чтобы	3	3
27	не может быть	8	3
28	и может быть	1	2
29	а между тем	1	2
30	подобно тому как	2	2
31	и в каждой	1	2
32	в том же	1	2
33	том что оно	1	2
34	в таком случае	1	2
35	того что мы	1	2
36	в этом отношении	13	2
37	и т п	9	2
38	вместе с этим	1	2
39	в том чтобы	2	2
40	не могут быть	1	2
41	именно в том	1	2
42	не только не	2	2
43	можно сказать что	4	2
44	к тому что	3	2
45	сама по себе	1	2
46	почти то же	1	2
47	то все же	1	1
48	и связанное с	1	1
49	одной стороны и	2	1
50	том смысле что	1	1
51	в чем же	2	1
52	противном случае он	1	1
53	а потому и	1	1
54	равно как и	4	1
55	не говоря уже	1	1
56	одной из этих	1	1
57	в самом деле	1	1
58	как увидим ниже	1	1
59	что для него	1	1
60	то же самое	1	1
61	т д само	1	1
62	в силу того	1	1
63	не подлежит сомнению	1	1
64	говоря уже о	1	1
65	сами по себе	1	1
66	между собою в	1	1
67	что все эти	1	1
68	каждой из этих	2	1
69	с ними в	1	1
70	в противном случае	2	1
71	со всех сторон	1	1
72	своего развития в	1	1
73	есть то что	1	1
74	в том случае	1	1
75	вне себя и	1	1
76	в целом и	1	1
77	то время как	1	1
78	в данном случае	1	1
79	очевидно что не	1	1
80	того что не	1	1
81	не об этом	1	1
82	не имели бы	1	1
83	свойственна не только	1	1
84	и главным образом	2	1
85	так или иначе	1	1
86	носит в себе	2	1
87	предмета в его	1	1
88	один из его	1	1
89	бросается в глаза	1	1
90	не могут иметь	1	1
91	художественного произведения и	1	1
92	в каждом отдельном	2	1
93	только то что	2	1
94	у него в	1	1
95	таким образом в	2	1
96	а вместе с	1	1
97	между тем такая	1	1
98	о том что	3	1
99	ничего общего с	1	1
100	и художественное произведение	1	1
101	идеи и образа	1	1
102	в каждой из	1	1
103	в художественном произведении	4	1
104	человека и если	1	1
105	образом потому что	1	1
106	после того как	1	1
107	таким образом и	1	1
108	по этому поводу	7	1
109	из них не	2	1
110	для его художественного	2	1
111	в стороне вопрос	1	1
112	все то что	1	1
113	д само собою	1	1
114	к тому же	1	1
115	могло бы быть	1	1
116	том что и	1	1
