N	2gram	Bakhtin_Fr_7	Mirosoze
1	может быть	4	30
2	не только	5	29
3	и в	41	28
4	не может	3	28
5	но и	9	25
6	а не	2	25
7	он не	4	24
8	в этом	15	20
9	не было	3	18
10	у него	6	17
11	не в	9	16
12	потому что	5	16
13	в ней	5	15
14	в своей	3	15
15	переходит в	1	15
16	человека и	1	14
17	и есть	3	14
18	он был	3	14
19	никогда не	2	14
20	до конца	2	14
21	человека в	2	13
22	в нем	7	13
23	и это	5	12
24	в самом	1	11
25	для него	6	11
26	и не	7	11
27	в своем	9	10
28	человек не	1	10
29	было бы	4	10
30	бога и	1	10
31	что в	9	10
32	в мире	3	10
33	прежде всего	11	10
34	что он	3	10
35	и потому	3	10
36	и все	14	10
37	те которые	1	9
38	с тем	1	9
39	но он	4	9
40	и его	9	9
41	не есть	2	9
42	в его	12	9
43	к человеку	2	9
44	из самых	3	8
45	человеке и	1	8
46	в глубине	1	8
47	в котором	1	8
48	но не	1	8
49	в человеке	2	8
50	человека человек	1	8
51	не был	1	7
52	менее всего	1	7
53	но в	8	7
54	в себе	11	7
55	в конце	8	7
56	к нему	5	7
57	того что	2	7
58	нет ничего	1	7
59	должна быть	1	6
60	и на	4	6
61	он сам	1	6
62	в которой	2	6
63	в этой	13	6
64	свобода и	1	6
65	все в	1	6
66	только в	6	6
67	он уже	1	6
68	вместе с	5	6
69	все это	10	6
70	в том	11	6
71	в глубину	1	5
72	это не	6	5
73	как и	14	5
74	что есть	2	5
75	у нас	1	5
76	не могут	1	5
77	человека на	1	5
78	то что	8	5
79	и человека	1	5
80	на поверхности	1	5
81	мира и	4	5
82	отношения к	1	4
83	в христианском	1	4
84	это и	1	4
85	есть не	2	4
86	xix века	1	4
87	отношение к	2	4
88	за пределы	1	4
89	увидим что	1	4
90	чем его	1	4
91	чем у	1	4
92	не как	1	4
93	и по	3	4
94	в них	7	4
95	в этих	2	4
96	точки зрения	5	4
97	в их	3	4
98	в которых	2	4
99	есть путь	1	4
100	к концу	1	4
101	она не	1	4
102	что и	5	4
103	один из	1	4
104	уже не	2	4
105	уже в	5	4
106	а в	5	4
107	тем что	3	4
108	но человек	1	4
109	был в	2	4
110	и там	1	4
111	с этой	1	4
112	от него	1	4
113	не знает	3	4
114	вряд ли	1	3
115	его не	1	3
116	не была	1	3
117	и мира	2	3
118	с его	2	3
119	с этим	2	3
120	этого мира	1	3
121	и еще	2	3
122	на том	2	3
123	и вот	2	3
124	на этом	5	3
125	и с	4	3
126	то есть	20	3
127	его в	3	3
128	в жизни	1	3
129	для них	1	3
130	не мог	2	3
131	том что	4	3
132	человека есть	1	3
133	мира не	1	3
134	не имеет	3	3
135	ничего не	4	3
136	к тому	2	3
137	этот путь	1	3
138	в ее	1	3
139	особенно в	2	3
140	с собой	1	3
141	учение о	2	3
142	только и	1	3
143	все его	3	3
144	в него	1	3
145	себя в	1	3
146	одно из	1	3
147	не так	1	3
148	и их	3	3
149	так как	3	3
150	что человек	1	3
151	человека а	1	3
152	поверхности земли	1	3
153	в мир	1	3
154	для человека	1	3
155	должно быть	4	3
156	от человека	1	3
157	интерес к	2	3
158	в свете	3	3
159	мы увидим	1	3
160	есть и	3	3
161	одним из	1	2
162	также и	2	2
163	не остается	1	2
164	проникает в	3	2
165	а как	1	2
166	он знает	2	2
167	динамично все	1	2
168	мир не	2	2
169	движение в	8	2
170	время как	1	2
171	в виду	4	2
172	нем все	1	2
173	по отношению	2	2
174	себе и	1	2
175	человеку и	1	2
176	человек может	2	2
177	в истории	1	2
178	в центре	1	2
179	как в	5	2
180	к новому	2	2
181	все же	1	2
182	и как	2	2
183	и к	5	2
184	от этого	3	2
185	и у	5	2
186	он в	1	2
187	все эти	13	2
188	бога в	1	2
189	с их	1	2
190	как он	2	2
191	к миру	1	2
192	с ней	1	2
193	легенды о	3	2
194	него и	1	2
195	через все	2	2
196	мира сего	1	2
197	в ином	1	2
198	чем в	1	2
199	место в	4	2
200	чистилище и	1	2
201	оказывается что	3	2
202	мысли и	1	2
203	природу и	1	2
204	возвращается к	1	2
205	глубину в	1	2
206	на земле	4	2
207	в то	10	2
208	в основе	1	2
209	по своей	1	2
210	и сама	2	2
211	не принадлежит	1	2
212	в каком	1	2
213	рая в	1	2
214	есть только	1	2
215	всего в	5	2
216	должен быть	2	2
217	смысле в	1	2
218	и от	8	2
219	и что	1	2
220	различие между	1	2
221	и когда	1	2
222	с ним	2	2
223	о нем	3	2
224	о своей	1	2
225	о том	6	2
226	и кровь	1	2
227	и во	2	2
228	и те	3	2
229	показывает как	1	2
230	легенде о	1	2
231	движения в	2	2
232	у всех	1	2
233	и она	1	2
234	о своих	1	2
235	мы видим	6	2
236	мир этот	1	2
237	жизни и	3	2
238	так называемый	2	2
239	никто не	10	2
240	ведь это	1	2
241	нет никаких	1	2
242	была еще	1	2
243	отношению к	2	2
244	даже и	1	2
245	момент в	4	2
246	в свой	1	2
247	мы еще	1	2
248	и самый	1	2
249	связано с	2	2
250	на этот	1	2
251	его как	2	2
252	о чем	1	2
253	он и	1	2
254	по своему	2	2
255	в той	3	2
256	как бы	7	2
257	вокруг которого	2	2
258	и нет	1	2
259	в начале	1	2
260	его образ	1	2
261	в более	4	2
262	и для	5	2
263	она может	1	2
264	человека это	1	2
265	человека образ	1	2
266	бы в	2	2
267	конце концов	4	2
268	в свою	3	2
269	сказать что	1	2
270	к этому	5	2
271	все что	4	2
272	глубине его	1	1
273	ту же	2	1
274	и то	2	1
275	и ценностей	1	1
276	на самом	2	1
277	между двумя	1	1
278	к другому	1	1
279	и до	6	1
280	был и	1	1
281	вокруг человека	1	1
282	с темой	1	1
283	из всех	2	1
284	мы имеем	2	1
285	мы не	2	1
286	все уже	1	1
287	и проклятие	1	1
288	начинается с	2	1
289	слово о	1	1
290	и новых	2	1
291	этот был	1	1
292	и через	1	1
293	но она	1	1
294	что иное	1	1
295	принадлежит к	1	1
296	я не	3	1
297	бы ни	1	1
298	он принимал	1	1
299	ему в	1	1
300	есть совершенно	1	1
301	о судьбе	1	1
302	меньше чем	1	1
303	еще не	2	1
304	бы еще	1	1
305	за это	1	1
306	иное как	1	1
307	себя а	1	1
308	мир мир	1	1
309	человек выходит	1	1
310	во всех	3	1
311	мне все	1	1
312	не без	1	1
313	природы и	1	1
314	не свободное	1	1
315	то мы	1	1
316	не знала	1	1
317	самом деле	1	1
318	к которой	1	1
319	и всякий	1	1
320	тех же	1	1
321	для других	1	1
322	него все	1	1
323	иногда и	1	1
324	он пишет	1	1
325	отличие от	1	1
326	что они	1	1
327	мира в	4	1
328	стало быть	1	1
329	что во	1	1
330	в одной	2	1
331	и высшее	1	1
332	его на	1	1
333	что человеческая	1	1
334	как к	1	1
335	средневекового человека	3	1
336	он ведет	1	1
337	кто не	1	1
338	говорит что	2	1
339	его к	3	1
340	в каком-то	1	1
341	силе и	1	1
342	он дал	1	1
343	от бога	1	1
344	есть для	1	1
345	из души	1	1
346	процесса не	1	1
347	переходит на	1	1
348	роль в	2	1
349	говорят о	1	1
350	имеем в	2	1
351	ее как	1	1
352	эпохи возрождения	1	1
353	в первых	1	1
354	эти и	1	1
355	силой и	1	1
356	в чистилище	4	1
357	в силу	1	1
358	с таким	1	1
359	в плане	5	1
360	его от	1	1
361	момент когда	1	1
362	что сам	1	1
363	значительной степени	2	1
364	в каждом	1	1
365	и чистым	1	1
366	в состоянии	2	1
367	и чтобы	1	1
368	на все	1	1
369	это было	2	1
370	от одного	1	1
371	центральное место	1	1
372	с начала	2	1
373	свой рост	1	1
374	после этого	1	1
375	которым он	3	1
376	и рядом	1	1
377	стремительном движении	1	1
378	и вся	3	1
379	которой он	2	1
380	с такой	1	1
381	данте и	1	1
382	дома с	1	1
383	литература и	1	1
