N	3gram	Vygotskiy__2	Stilisti
1	в то же	2	9
2	в зависимости от	1	7
3	то же время	2	7
4	для того чтобы	13	7
5	мы никогда не	1	5
6	с точки зрения	10	5
7	того или иного	2	5
8	и то же	1	4
9	то же самое	6	4
10	одно и то	1	4
11	то что мы	1	4
12	в свою очередь	2	4
13	с самого начала	1	4
14	на самом деле	5	3
15	в этом случае	1	3
16	во всех своих	1	3
17	но и в	1	3
18	заключает в себе	2	3
19	то или иное	1	3
20	в конце концов	3	3
21	и тем самым	1	3
22	само собой разумеется	1	2
23	та же самая	1	2
24	и той же	4	2
25	и в сознании	1	2
26	той же самой	2	2
27	никогда не сумеем	2	2
28	вместе с тем	1	2
29	не было бы	1	2
30	в этом отношении	5	2
31	только потому что	2	2
32	зависимости от того	1	2
33	но при этом	1	2
34	все больше и	1	2
35	одни и те	2	2
36	в действительной жизни	1	2
37	и в основе	1	2
38	не может быть	8	2
39	есть не что	1	2
40	не что иное	1	2
41	связи с этим	1	2
42	о том что	4	2
43	и те же	2	2
44	что иное как	1	2
45	можно сказать что	1	2
46	с тем и	1	2
47	больше и больше	1	2
48	в связи с	1	2
49	к тому что	2	2
50	мы видим что	2	2
51	одной и той	4	2
52	не так как	1	2
53	то все же	1	1
54	и того же	1	1
55	до наших дней	1	1
56	иметь дело с	3	1
57	по себе не	1	1
58	не в самом	1	1
59	как только мы	2	1
60	более или менее	1	1
61	так как в	2	1
62	в самом деле	11	1
63	т.д что же	1	1
64	до сих пор	5	1
65	и во всех	1	1
66	и тем что	2	1
67	на минуту не	1	1
68	и та же	1	1
69	и вообще не	1	1
70	и т.д что	1	1
71	несмотря на свою	1	1
72	можно было бы	4	1
73	на этот вопрос	2	1
74	которые в действительной	1	1
75	по крайней мере	1	1
76	в наши дни	1	1
77	своих действующих лиц	1	1
78	на его форме	1	1
79	жизни и в	1	1
80	вновь и вновь	1	1
81	как говорит один	1	1
82	в литературном произведении	1	1
83	приходится иметь дело	3	1
84	тому или иному	2	1
85	с другими формами	1	1
86	говорит один из	1	1
87	точки зрения и	1	1
88	по сравнению с	2	1
89	на это не	1	1
90	тем не менее	4	1
91	что относится к	1	1
92	как материал для	1	1
93	ни на минуту	1	1
94	благодаря тому что	1	1
95	отчетливых и ясных	1	1
96	один из героев	1	1
97	чтобы убедиться в	1	1
98	при всем желании	1	1
99	он сказал что	1	1
100	одна и та	1	1
101	и вот это	1	1
102	тем что его	2	1
103	следует искать в	1	1
104	же самое и	1	1
105	в том насколько	1	1
106	не остается ничего	2	1
107	бросается в глаза	1	1
108	таким образом в	2	1
109	не только ее	1	1
110	само по себе	3	1
111	всего того что	1	1
112	обстановкой в которой	1	1
113	и характер его	1	1
114	и никогда не	2	1
115	между тем в	1	1
116	в конечном счете	3	1
117	не только не	1	1
118	и не может	2	1
119	не только на	1	1
120	до какой степени	1	1
121	кому приходится иметь	1	1
122	речи но и	1	1
123	мы имеем в	1	1
124	с другой стороны	2	1
125	только в том	4	1
126	бы каждый раз	1	1
127	одного и того	1	1
128	и как всякий	1	1
129	в том что	17	1
130	именно потому что	1	1
131	как и в	2	1
132	к одному и	1	1
133	что при этом	2	1
134	мы увидим что	1	1
135	в жизни и	2	1
136	тот факт что	1	1
