N	3gram	Vinokur_St_1	FransuaR
1	о том что	11	5
2	то же время	4	5
3	в то же	4	5
4	в другом месте	1	4
5	в самом деле	5	4
6	с одной стороны	2	4
7	в той же	2	4
8	сих пор еще	1	3
9	в этом отношении	7	3
10	во втором случае	2	3
11	до сих пор	7	3
12	сказать что в	3	2
13	с точки зрения	8	2
14	и вовсе не	1	2
15	в первой книге	1	2
16	и то что	2	2
17	со всеми его	1	2
18	в данном случае	6	2
19	это прежде всего	2	2
20	а также и	2	2
21	во всех этих	1	2
22	жизни и смерти	1	2
23	но и в	2	2
24	с другой стороны	6	2
25	таким образом в	1	2
26	нужно сказать что	4	2
27	в том что	17	2
28	несколько слов о	1	1
29	и говорить о	1	1
30	по отношению к	3	1
31	эту тему в	2	1
32	в обоих случаях	1	1
33	в момент рождения	1	1
34	в той или	1	1
35	том что в	3	1
36	о котором говорит	1	1
37	дело в том	4	1
38	в которых он	1	1
39	в настоящее время	1	1
40	и по отношению	1	1
41	свидетельствует о том	1	1
42	а главное он	1	1
43	о том как	1	1
44	что же касается	3	1
45	находим и в	2	1
46	в одной из	1	1
47	в лучшем случае	1	1
48	и стремление к	1	1
49	на этот вопрос	1	1
50	никогда не было	1	1
51	говорит о том	2	1
52	некоторые из них	1	1
53	только то что	1	1
54	в этой области	5	1
55	и тем же	2	1
56	как раз в	2	1
57	но в то	2	1
58	плоть от плоти	1	1
59	одним глазом на	1	1
60	в его время	1	1
61	в конце концов	1	1
62	прежде всего его	1	1
63	смысле этого слова	1	1
64	как и вообще	1	1
65	можно было видеть	1	1
66	то что он	1	1
67	в развитии этой	1	1
68	в целом ряде	1	1
69	для того чтобы	10	1
70	не может быть	5	1
71	одним и тем	2	1
72	в зависимости от	1	1
73	в то время	2	1
74	заключается в том	3	1
75	после того как	1	1
76	в одном из	1	1
77	как мы говорим	1	1
78	не только в	4	1
79	каждом из этих	1	1
80	той или иной	1	1
81	но все же	3	1
82	за то что	3	1
83	есть такое место	1	1
84	ни о каком	1	1
85	всех трех случаях	1	1
86	а с другой	1	1
87	в каждом из	1	1
88	для правильного понимания	1	1
89	того времени эти	1	1
90	во всех трех	2	1
91	том что он	1	1
92	нечего и говорить	1	1
93	что и в	4	1
