N	3gram	Losev_Prob_5	formyVre
1	то же время	1	9
2	в то же	1	6
3	в связи с	7	5
4	для того чтобы	2	5
5	как раз в	1	4
6	в том числе	2	4
7	по отношению к	2	3
8	до сих пор	2	3
9	в этом отношении	1	3
10	может быть только	3	3
11	до нас в	2	3
12	в нем не	1	3
13	не может быть	2	3
14	в то время	3	3
15	но все же	2	2
16	в чем не	1	2
17	дело в том	2	2
18	равно как и	2	2
19	также и в	2	2
20	как раз и	1	2
21	с точки зрения	8	2
22	не было и	1	2
23	жизни в ее	1	2
24	друг на друга	1	2
25	но и в	2	2
26	ни в чем	1	2
27	том числе и	1	2
28	вместе с тем	3	2
29	и в частности	3	2
30	то время как	3	2
31	человеческой жизни в	1	2
32	не только в	1	2
33	с одной стороны	3	2
34	а также и	1	2
35	связи с этим	1	2
36	с самого начала	1	2
37	той или иной	1	2
38	в том что	8	2
39	к тому же	1	2
40	я хотя и	1	1
41	все в нем	1	1
42	точки зрения которого	1	1
43	а вовсе не	1	1
44	чтобы покончить с	1	1
45	и до сих	1	1
46	в самом деле	1	1
47	во всем мире	1	1
48	так и его	1	1
49	здесь конечно не	1	1
50	потому что не	1	1
51	в других областях	1	1
52	мы находим в	2	1
53	не входит в	1	1
54	как мы увидим	1	1
55	и в дальнейшем	1	1
56	дошедших до нас	1	1
57	а как раз	1	1
58	и для того	1	1
59	в положительном смысле	1	1
60	выступает здесь не	1	1
61	в значительной мере	2	1
62	смысле слова он	1	1
63	у него нет	1	1
64	в это время	2	1
65	в данном случае	2	1
66	у нас и	2	1
67	но в то	1	1
68	с собою на	1	1
69	тот факт что	1	1
70	так и в	1	1
71	и в этом	1	1
72	своей жизни в	1	1
73	и как бы	1	1
74	во всяком случае	2	1
75	в новое время	3	1
76	было бы не	1	1
77	и в том	1	1
78	xvii и xviii	1	1
79	бросается в глаза	1	1
80	то есть только	1	1
81	в теогоническом процессе	1	1
82	по существу и	1	1
83	и все же	1	1
84	его борьбе с	1	1
85	о том что	9	1
86	то есть в	1	1
87	во времени и	1	1
88	что он должен	1	1
89	в эпоху эллинизма	2	1
90	и все прочие	1	1
91	цели и в	1	1
92	числе и в	1	1
93	сама по себе	1	1
94	времени и пространстве	1	1
95	в его борьбе	1	1
96	для нас не	2	1
97	конечно прежде всего	1	1
