N	2gram	Tiupa_Vved_1	Myshleni
1	в том	10	33
2	том что	7	27
3	точки зрения	1	26
4	то что	6	20
5	в этом	21	19
6	того что	6	17
7	не только	20	15
8	и в	13	15
9	таким образом	4	14
10	что в	3	14
11	человеческой речи	1	12
12	того чтобы	1	12
13	и т.д	5	12
14	что он	1	12
15	в самом	2	11
16	в процессе	1	11
17	мы не	4	10
18	в целом	3	10
19	было бы	4	10
20	но и	19	10
21	мы можем	2	10
22	в сущности	1	9
23	в своем	5	9
24	о том	5	9
25	связи с	1	9
26	может быть	18	9
27	что мы	2	9
28	не может	7	9
29	не является	3	9
30	не в	6	8
31	никогда не	4	8
32	так и	8	8
33	если бы	7	8
34	и что	1	8
35	едва ли	3	7
36	на основе	1	7
37	он не	3	7
38	высшей степени	2	7
39	в высшей	2	7
40	по себе	2	7
41	к тому	6	7
42	и т.п	9	7
43	тот же	1	7
44	с одной	5	7
45	потому что	5	7
46	одной стороны	5	7
47	как бы	4	7
48	и не	12	7
49	во всяком	1	7
50	как известно	1	6
51	самом деле	3	6
52	в зависимости	1	6
53	зависимости от	1	6
54	по отношению	7	6
55	в этой	1	6
56	в истории	1	6
57	мы должны	1	6
58	и к	2	6
59	что это	1	6
60	отношение между	1	6
61	как он	2	6
62	на то	1	6
63	как и	11	6
64	мы видели	2	6
65	всяком случае	1	6
66	в отношении	1	6
67	как мы	3	6
68	в виду	1	6
69	но в	6	6
70	по своей	3	6
71	если мы	1	6
72	вовсе не	1	6
73	с другой	5	6
74	к которому	2	6
75	на этот	1	6
76	в частности	13	6
77	вместе с	1	6
78	как это	1	6
79	в связи	1	6
80	сказать что	1	6
81	то же	5	5
82	полагает что	1	5
83	уже в	1	5
84	приводит к	2	5
85	речью и	1	5
86	это не	6	5
87	и ошибок	1	5
88	во всей	1	5
89	можно было	2	5
90	и даже	1	5
91	и их	1	5
92	и др	1	5
93	с помощью	1	5
94	отношению к	7	5
95	все что	3	5
96	переход от	1	4
97	из того	1	4
98	хотя бы	1	4
99	из этих	3	4
100	конечном счете	1	4
101	как в	4	4
102	все же	6	4
103	могли бы	1	4
104	от речи	1	4
105	том чтобы	2	4
106	что все	1	4
107	в них	2	4
108	к которым	1	4
109	несмотря на	1	4
110	в своей	5	4
111	от его	1	4
112	к этому	2	4
113	их в	2	4
114	даже в	1	4
115	не имеет	2	4
116	того как	1	4
117	и его	5	4
118	в совершенно	1	4
119	и с	2	4
120	в конечном	1	4
121	мы видим	1	4
122	только в	6	4
123	который в	2	4
124	в качестве	8	4
125	в начале	3	4
126	как раз	2	4
127	а с	2	4
128	прежде всего	7	4
129	так же	1	4
130	все это	1	4
131	для нас	2	4
132	а в	6	4
133	по поводу	2	4
134	на самом	4	3
135	идет о	1	3
136	и до	1	3
137	для которого	3	3
138	мы имеем	5	3
139	рассматривается как	1	3
140	и ее	1	3
141	процесс развития	1	3
142	он сам	1	3
143	точка зрения	3	3
144	должны были	2	3
145	что они	1	3
146	бы и	4	3
147	он в	1	3
148	все эти	1	3
149	но на	2	3
150	что она	1	3
151	при этом	26	3
152	что у	1	3
153	состоит в	10	3
154	и по	3	3
155	об этом	4	3
156	те же	2	3
157	лишь в	2	3
158	с другими	1	3
159	о которых	1	3
160	во время	1	3
161	новейшие исследования	1	3
162	в которых	1	3
163	из которых	1	3
164	вытекает из	1	3
165	этом отношении	4	3
166	в основе	3	3
167	детей в	2	3
168	числе и	1	3
169	для себя	1	3
170	данном случае	6	3
171	действия и	1	3
172	которое мы	1	3
173	и сам	1	3
174	с собой	1	3
175	с ним	3	3
176	в игре	1	3
177	взрослого человека	1	3
178	и только	1	3
179	значение в	1	3
180	но не	5	3
181	в следующем	1	3
182	вернуться к	1	3
183	из них	1	3
184	для него	3	3
185	отличие от	2	3
186	со стороны	5	3
187	в отличие	2	3
188	что для	1	3
189	только что	1	3
190	а не	15	3
191	и особенно	1	3
192	в данном	13	3
193	не существует	2	3
194	или в	1	3
195	в результате	3	3
196	и все	4	3
197	того же	1	3
198	чем это	1	3
199	к этой	1	3
200	не можем	2	3
201	тем самым	5	3
202	том числе	1	3
203	они не	1	3
204	речь идет	1	2
205	также и	4	2
206	увидим ниже	1	2
207	в котором	8	2
208	той же	1	2
209	из всех	1	2
210	и само	1	2
211	он как	1	2
212	оба эти	1	2
213	говорить о	2	2
214	принадлежит к	3	2
215	в их	1	2
216	и самого	1	2
217	столь же	1	2
218	во всех	2	2
219	то он	2	2
220	друг от	1	2
221	которые не	1	2
222	еще один	1	2
223	отнюдь не	7	2
224	в течение	1	2
225	наряду с	2	2
226	стороны и	1	2
227	перед нами	6	2
