N	4gram	Voloshinov_1	Marksizm
1	в то же время	1	8
2	но в то же	1	5
3	бы то ни было	3	4
4	на самом же деле	1	3
5	одно и то же	2	3
6	с одной стороны и	2	2
7	какой бы то ни	1	2
8	не может быть и	2	2
9	ни в коем случае	1	2
10	так как если бы	4	2
11	все более и более	1	2
12	одним и тем же	1	2
13	но тем не менее	2	1
14	в коем случае нельзя	1	1
15	группы к которой принадлежит	1	1
16	дело в том что	4	1
17	по себе в своей	1	1
18	социальной группы к которой	1	1
19	и не может быть	1	1
20	внутренней и внешней речи	1	1
21	той социальной группы к	1	1
22	ни на один миг	1	1
23	не может быть понято	1	1
24	как мы уже сказали	1	1
25	бы они ни были	1	1
26	сами по себе в	1	1
27	каких бы то ни	1	1
28	бы оно ни было	1	1
29	более или менее широким	1	1
