N	3gram	Bakhtin_Fr_4	Narrotol
1	в данном случае	1	8
2	не только в	2	6
3	в том что	1	5
4	к тому же	1	5
5	в соответствии с	1	4
6	то же время	8	4
7	в то же	8	4
8	не может быть	1	4
9	подобно тому как	3	3
10	в этом отношении	1	3
11	для того чтобы	3	3
12	о том что	2	2
13	то же самое	1	2
14	что у нее	1	2
15	до сих пор	1	2
16	в отличие от	1	2
17	но и в	3	2
18	и т.п и	1	2
19	одно и то	1	2
20	как раз в	1	2
21	и то же	1	2
22	в связи с	1	2
23	дело в том	1	2
24	они и не	1	2
25	в свою очередь	1	2
26	можно сказать что	1	2
27	что одно и	1	2
28	не только внешней	1	1
29	и того же	1	1
30	что каждый из	1	1
31	более или менее	3	1
32	как она есть	1	1
33	в том числе	3	1
34	один и тот	2	1
35	в этой двойной	1	1
36	с другой стороны	3	1
37	с точки зрения	2	1
38	и не может	1	1
39	как и все	5	1
40	том случае если	1	1
41	и в то	4	1
42	до известной степени	1	1
43	и со стороны	1	1
44	в той же	1	1
45	как мы увидим	1	1
46	и то что	1	1
47	как будто он	1	1
48	есть на самом	1	1
49	однако он и	1	1
50	в том случае	1	1
51	может быть и	1	1
52	мужем об этом	1	1
53	к нему в	1	1
54	в самом начале	1	1
55	в первый раз	1	1
56	мы не знаем	1	1
57	с одной стороны	2	1
58	и тот же	2	1
59	же время они	1	1
60	а с другой	1	1
61	и как бы	1	1
62	к одному из	1	1
63	то же слово	1	1
64	хотя они и	1	1
65	и т.п в	2	1
66	к этому времени	1	1
67	в конечном счете	1	1
68	что один из	1	1
69	том числе и	2	1
70	одного и того	1	1
71	она есть на	1	1
72	и в конечном	1	1
73	на самом деле	1	1
74	мы уже знаем	1	1
75	быть и не	1	1
76	на этот раз	1	1
77	как мы видели	2	1
