N	4gram	Losev_Prob_3	VeschiIm
1	бы то ни было	3	9
2	не что иное как	4	8
3	т д и т	4	7
4	д и т д	4	7
5	и т д и	4	7
6	одно и то же	3	5
7	есть не что иное	4	5
8	дело в том что	2	2
9	но если это так	1	2
10	с этой точки зрения	1	2
11	то это значит что	2	2
12	заключается в том что	2	2
13	если это так то	1	2
14	или по крайней мере	4	1
15	самой по себе без	1	1
16	и тем не менее	3	1
17	т д все это	1	1
18	как и во всяком	1	1
19	может быть и речи	1	1
20	не каких бы то	1	1
21	одного и того же	1	1
22	мы еще не знали	1	1
23	что бы то ни	1	1
24	можно только то что	1	1
25	чего бы то ни	2	1
26	тут все дело заключается	1	1
27	в отрыве от всего	1	1
28	еще и потому что	1	1
29	и т д в	1	1
30	ни в каком случае	2	1
31	это и значит что	1	1
32	имеет никакого отношения к	1	1
33	и т д все	1	1
34	речь идет о смысловом	1	1
35	в то время как	4	1
36	взятый сам по себе	2	1
37	тоже никуда не годится	1	1
38	ведь всякий согласится что	1	1
39	не может быть и	1	1
40	отрыве от всего прочего	1	1
41	в том что он	1	1
42	до сих пор мы	1	1
43	не имеет никакого отношения	1	1
44	тут не может быть	1	1
45	не только то что	1	1
46	когда имеется в виду	1	1
47	ничего общего ни с	1	1
48	каких бы то ни	1	1
49	в том смысле что	3	1
50	это не значит что	1	1
51	и как бы ни	1	1
52	ни с чем не	1	1
53	также и то что	4	1
54	не может быть никакого	1	1
55	когда мы говорим что	1	1
