N	3gram	Bakhtin_Fr_4	Hudozhes
1	о том что	2	9
2	то же время	8	8
3	в то же	8	8
4	в том что	1	6
5	с точки зрения	2	3
6	в этом отношении	1	3
7	но в то	1	3
8	в связи с	1	3
9	мы уже знаем	1	2
10	до сих пор	1	2
11	как раз в	1	2
12	не только в	2	2
13	так и от	1	2
14	не может быть	1	2
15	в конечном счете	1	2
16	и в конце	1	1
17	уже знаем что	1	1
18	в чем не	1	1
19	как было сказано	1	1
20	на самом деле	1	1
21	а как к	1	1
22	то же самое	1	1
23	одной стороны и	1	1
24	что у нее	1	1
25	в одной из	1	1
26	том случае если	1	1
27	и в то	4	1
28	и на него	1	1
29	с самого начала	3	1
30	до известной степени	1	1
31	котором только что	1	1
32	а также в	1	1
33	более или менее	3	1
34	на самом же	2	1
35	в таком же	1	1
36	в отличие от	1	1
37	как и все	5	1
38	есть на самом	1	1
39	как она есть	1	1
40	на них и	1	1
41	в том случае	1	1
42	в это время	1	1
43	себя в зеркале	1	1
44	в узком смысле	2	1
45	он вовсе не	1	1
46	предыдущей главы мы	1	1
47	же время это	1	1
48	в первый раз	1	1
49	именно в этой	1	1
50	в конце концов	4	1
51	вокруг себя атмосферу	1	1
52	выступает в форме	1	1
53	а также и	1	1
54	так и в	1	1
55	и существенное различие	1	1
56	к одному из	1	1
57	это своего рода	2	1
58	мы уже говорили	5	1
59	самом же деле	2	1
60	того что у	1	1
61	в данном случае	1	1
62	ни в чем	1	1
63	именно с того	1	1
64	узком смысле слова	1	1
65	в свою очередь	1	1
66	положительных и отрицательных	2	1
67	с того что	1	1
68	создают вокруг себя	1	1
69	она есть на	1	1
70	за то что	1	1
71	мы не знаем	1	1
72	все же не	1	1
73	с одной стороны	2	1
74	же как мы	1	1
75	так и по	1	1
76	в литературе в	1	1
77	на первый взгляд	1	1
