N	3gram	Bakhtin_Pr_1	KulturaY
1	с точки зрения	15	16
2	в самом деле	2	11
3	для того чтобы	2	11
4	можно было бы	3	10
5	до сих пор	2	8
6	в том что	7	8
7	в зависимости от	3	7
8	в данном случае	2	4
9	и в этом	3	4
10	зависимости от того	1	3
11	на самом деле	3	3
12	того или иного	1	3
13	можно говорить о	1	3
14	было бы сказать	1	3
15	в том чтобы	1	3
16	не только в	1	3
17	с другой стороны	2	3
18	не может быть	3	3
19	так и в	1	3
20	о том что	2	3
21	смысле этого слова	1	2
22	по отношению к	11	2
23	как раз и	1	2
24	в отличие от	2	2
25	только то что	2	2
26	было бы привести	1	2
27	в своей статье	1	2
28	в первом случае	1	2
29	точки зрения на	1	2
30	в известном смысле	1	2
31	не в том	1	2
32	не могут быть	1	2
33	тем более что	1	2
34	что и в	1	2
35	которая как раз	1	1
36	потому что он	2	1
37	на этот вопрос	1	1
38	точка зрения на	2	1
39	хотя и не	1	1
40	что она не	2	1
41	то ни стало	1	1
42	а вовсе не	1	1
43	в этом смысле	9	1
44	то же самое	1	1
45	во что бы	1	1
46	они не могут	1	1
47	они нуждаются в	1	1
48	все же что	1	1
49	и не может	2	1
50	и в то	3	1
51	на минуту не	1	1
52	но для того	1	1
53	бы то ни	3	1
54	не могло бы	1	1
55	что все эти	1	1
56	уже само по	1	1
57	по крайней мере	2	1
58	дано в психологической	1	1
59	не только не	1	1
60	с этой точки	1	1
61	в сущности на	1	1
62	точки зрения их	1	1
63	может быть и	1	1
64	было до сих	1	1
65	хотя бы и	2	1
66	что бы то	1	1
67	если же мы	1	1
68	в то время	2	1
69	как на основную	1	1
70	так же как	1	1
71	не потому что	2	1
72	слова а в	1	1
73	заключается в том	2	1
74	можно говорить об	1	1
75	и не могут	1	1
76	не столько в	1	1
77	это не только	1	1
78	ни на минуту	1	1
79	по природе своей	1	1
80	в противном случае	1	1
81	по себе еще	2	1
82	то что он	1	1
83	а не как	3	1
84	это не значит	2	1
85	тем или иным	1	1
86	во всяком случае	3	1
87	в том отношении	1	1
88	они уже не	3	1
89	этой точки зрения	1	1
90	от того в	1	1
91	а в том	1	1
92	тому как в	1	1
93	то же время	7	1
94	мы не можем	1	1
95	создается впечатление что	1	1
96	как бы находятся	1	1
97	само по себе	2	1
98	слова можно говорить	1	1
99	выходит за пределы	2	1
100	но все же	1	1
101	том отношении что	1	1
102	в самой форме	1	1
103	а вместе с	1	1
104	в то же	7	1
105	в одном из	2	1
106	и в той	1	1
107	к тому что	1	1
108	тех или иных	1	1
109	себе еще не	2	1
110	самого последнего времени	1	1
111	точек зрения и	1	1
112	именно потому что	2	1
113	именно в том	2	1
114	до самого последнего	1	1
