N	4gram	Vygotskiy__4	Dialekti
1	одно и то же	6	4
2	одна и та же	1	4
3	не что иное как	1	3
4	в то время как	1	3
5	в том смысле что	1	3
6	и та же вещь	1	3
7	если принять во внимание	1	2
8	не говоря уже о	1	2
9	в том что он	1	1
10	нельзя сомневаться в том	1	1
11	принять во внимание что	1	1
12	с одной стороны и	2	1
13	в том отношении что	1	1
14	между тем и другим	1	1
15	точно так же как	1	1
16	сомневаться в том что	1	1
17	которые не могут быть	1	1
18	не содержит в себе	1	1
19	мы можем сказать что	1	1
20	так же как и	4	1
21	заключается в том что	13	1
22	в том смысле как	1	1
23	том смысле что они	1	1
24	что одна и та	1	1
25	одних и тех же	1	1
26	по одному тому что	1	1
27	все более и более	2	1
