N	2gram	Bakhtin_Fr_5	UchenyiS
1	и в	45	14
2	а не	4	10
3	не только	14	10
4	прежде всего	10	8
5	и не	15	8
6	не может	5	7
7	вот почему	1	7
8	в этом	14	7
9	то что	2	7
10	может быть	2	6
11	то же	11	5
12	и только	2	5
13	все это	7	5
14	хотя бы	2	5
15	перестает быть	2	5
16	но и	10	4
17	в их	4	4
18	в конечном	1	4
19	конечном счете	1	4
20	в этой	6	4
21	конечно не	2	4
22	вряд ли	1	3
23	это не	3	3
24	было бы	2	3
25	как и	10	3
26	для этого	1	3
27	в частности	1	3
28	в своей	3	3
29	и т.д	2	3
30	и формы	1	3
31	в то	11	3
32	все же	2	3
33	но в	14	3
34	формы в	1	3
35	истории литературы	1	3
36	же время	9	3
37	в области	1	3
38	у нас	1	3
39	для него	3	3
40	не как	1	3
41	не о	1	3
42	что все	2	2
43	одним из	5	2
44	и с	10	2
45	и через	1	2
46	до сих	3	2
47	а как	1	2
48	это было	4	2
49	самом деле	5	2
50	форму и	1	2
51	превращается в	2	2
52	мы не	4	2
53	о чем	3	2
54	на эту	2	2
55	если бы	1	2
56	ничего не	4	2
57	как таковой	1	2
58	не столько	2	2
59	если не	1	2
60	должна была	1	2
61	том что	7	2
62	надо было	1	2
63	художественном творчестве	1	2
64	нас в	2	2
65	с его	7	2
66	но не	4	2
67	в сторону	2	2
68	не все	1	2
69	в его	13	2
70	по существу	3	2
71	что и	7	2
72	более чем	1	2
73	сих пор	3	2
74	но это	5	2
75	в том	10	2
76	это уже	1	2
77	с проблемой	1	2
78	и для	3	2
79	что он	6	2
80	в себе	1	2
81	формы и	1	2
82	в самом	4	2
83	между тем	2	2
84	и у	5	2
85	только в	4	2
86	не в	7	2
87	для всех	3	2
88	и является	1	2
89	все они	4	2
90	в системе	2	2
91	этом отношении	5	2
92	его и	1	2
93	бы и	1	2
94	всех этих	6	2
95	не могут	2	2
96	в конце	7	2
97	же самое	2	2
98	не случайно	1	2
99	как раз	5	2
100	тем что	1	2
101	что она	3	2
102	таким образом	8	2
103	и это	4	1
104	об этом	4	1
105	поэзии и	1	1
106	же как	4	1
107	связанных с	3	1
108	в этот	2	1
109	то есть	25	1
110	значительной мере	1	1
111	данном случае	2	1
112	своими собственными	1	1
113	в период	2	1
114	и прежде	3	1
115	было сделать	1	1
116	происходит уже	1	1
117	и быть	1	1
118	было и	1	1
119	из самых	1	1
120	в произведении	1	1
121	идет не	1	1
122	возвращается в	1	1
123	в пределах	2	1
124	это для	1	1
125	и др	8	1
126	она все	1	1
127	из первых	1	1
128	сам автор	1	1
129	что для	1	1
130	никогда не	1	1
131	так и	6	1
132	по его	1	1
133	той же	4	1
134	относится к	2	1
135	отсюда и	1	1
136	до конца	1	1
137	с тем	2	1
138	место и	1	1
139	он знает	2	1
140	обращение к	1	1
141	со своими	1	1
142	была уже	1	1
143	дан в	1	1
144	он становится	1	1
145	и даже	4	1
146	и форм	1	1
147	и слово	2	1
148	их образы	1	1
149	можно сказать	2	1
150	смысле и	1	1
151	никогда и	1	1
152	стороны в	1	1
153	в г	2	1
154	о нем	1	1
155	но использование	1	1
156	этой же	1	1
157	тех кто	1	1
158	как на	4	1
159	приводит к	1	1
160	о том	4	1
161	нельзя свести	1	1
162	в ней	8	1
163	и потому	1	1
164	почти не	2	1
165	в котором	1	1
166	только для	2	1
167	и что	2	1
168	он был	7	1
169	все его	1	1
170	в различных	2	1
171	в значительной	2	1
172	признать что	1	1
173	в течение	3	1
174	в той	1	1
175	он может	1	1
176	в данном	2	1
177	этих слов	2	1
178	бы в	4	1
179	переходит в	2	1
180	того что	3	1
181	в которых	3	1
182	их в	1	1
183	нового в	1	1
184	друг с	2	1
185	в наиболее	2	1
186	на его	1	1
187	само же	1	1
188	что этот	1	1
189	нет и	2	1
190	другое произведение	1	1
191	шаг к	1	1
192	за пределы	1	1
193	на то	1	1
194	него не	2	1
195	и вся	1	1
196	еще один	2	1
197	его как	4	1
198	еще раз	1	1
199	независимо от	2	1
200	его на	1	1
201	в своем	11	1
202	что с	1	1
203	которой и	1	1
204	что ему	1	1
205	оно по	1	1
206	и все	7	1
207	того как	1	1
208	тот же	1	1
209	на своем	1	1
210	верно но	1	1
211	этого конечно	1	1
212	не существует	1	1
213	которое мы	1	1
214	верно и	1	1
215	себя на	1	1
216	больше чем	2	1
217	это то	1	1
218	он пытается	1	1
219	не было	3	1
220	он в	2	1
221	тогда когда	1	1
222	в качестве	2	1
223	но именно	2	1
224	тем более	1	1
225	вообще в	1	1
226	построения и	1	1
227	начала и	1	1
228	мировоззрения и	1	1
229	краткий срок	4	1
230	что по	1	1
231	литературы в	1	1
232	точно и	1	1
233	далеко не	1	1
234	ее как	1	1
235	из природы	1	1
236	и всей	1	1
237	в процессе	1	1
238	в виде	1	1
239	в нем	10	1
240	связанные с	3	1
241	с другом	2	1
242	месте в	1	1
243	он не	6	1
244	где бы	1	1
245	о которой	1	1
246	сказать что	4	1
247	вводится в	1	1
248	отношении очень	1	1
249	они в	1	1
250	очень часто	4	1
251	одно из	2	1
252	он и	3	1
253	в современном	1	1
254	что под	1	1
255	правда не	1	1
256	в свое	1	1
257	но он	3	1
258	у него	4	1
259	является одним	1	1
260	мы можем	2	1
261	успехом и	1	1
262	ее в	1	1
263	находит себе	1	1
264	и эта	1	1
265	это в	2	1
266	что при	1	1
267	к этому	2	1
268	что в	12	1
269	в таком	1	1
270	этот путь	2	1
