N	3gram	Ircho_Kome_1	Problemy
1	то же время	4	10
2	в то же	4	10
3	с самого начала	1	8
4	в отношении к	1	7
5	по отношению к	3	6
6	во всяком случае	2	4
7	на протяжении всего	2	4
8	и прежде всего	1	4
9	а между тем	1	3
10	бы то ни	2	3
11	то ни было	2	3
12	в высшей степени	1	3
13	в конце концов	4	3
14	отношение к себе	1	3
15	с другой стороны	5	3
16	вы думаете что	1	3
17	к тому же	5	3
18	смысле этого слова	1	2
19	и к тому	1	2
20	сам по себе	1	2
21	в отличие от	1	2
22	можно было бы	1	2
23	что все это	1	2
24	на этот раз	1	2
25	которого он в	1	2
26	и все это	1	2
27	подобно тому как	1	2
28	в большинстве случаев	1	2
29	как мы уже	1	2
30	в том что	9	2
31	именно потому что	2	2
32	сплошь да рядом	1	1
33	и ненависть к	1	1
34	чтобы не сказать	1	1
35	в чем не	1	1
36	или хотя бы	1	1
37	раз в жизни	1	1
38	время от времени	1	1
39	в чем же	1	1
40	к нему с	1	1
41	том что он	4	1
42	в том же	1	1
43	может и не	1	1
44	что же касается	1	1
45	до сих пор	2	1
46	вместе с тем	1	1
47	что он не	1	1
48	это вовсе не	1	1
49	он не мог	1	1
50	со всех сторон	1	1
51	и у других	1	1
52	к тому что	1	1
53	в значительной степени	1	1
54	то время как	4	1
55	между тем с	1	1
56	в данном случае	1	1
57	до конца и	1	1
58	как будто бы	1	1
59	в его произведениях	1	1
60	каждый из них	2	1
61	во всех отношениях	1	1
62	но и не	1	1
63	и в том	1	1
64	потому что они	1	1
65	в то время	5	1
66	почти каждый из	1	1
67	как и в	2	1
68	большей или меньшей	1	1
69	из них он	1	1
70	о том что	3	1
71	мы не найдем	1	1
72	где он с	1	1
73	ни в одном	1	1
74	ни в чем	1	1
75	друг от друга	1	1
76	тем не менее	1	1
77	героев правда в	1	1
78	как мы видели	1	1
79	для того чтобы	1	1
80	то же самое	2	1
81	в этом отношении	3	1
