N	3gram	Vygotskiy__4	Vvedenie
1	для того чтобы	5	20
2	в том что	31	12
3	о том что	3	12
4	в этом смысле	8	8
5	не может быть	1	8
6	тем не менее	1	8
7	до сих пор	1	6
8	в самом деле	6	6
9	к выводу что	2	6
10	в том чтобы	2	5
11	с другой стороны	8	5
12	что иное как	1	4
13	по отношению к	1	4
14	в этом случае	3	4
15	в этом отношении	7	4
16	можно было бы	5	4
17	в данном случае	2	4
18	не только в	1	4
19	по сравнению с	3	4
20	во всяком случае	3	4
21	само по себе	1	4
22	не что иное	1	4
23	с одной стороны	9	4
24	в том виде	2	3
25	одной стороны и	2	3
26	в собственном смысле	7	3
27	с тем что	3	3
28	вместе с тем	3	3
29	вопрос о том	1	3
30	в том отношении	1	3
31	заключается в том	14	3
32	том отношении что	1	3
33	можно сказать что	1	3
34	но все же	1	3
35	как мы видели	2	3
36	в свое время	2	3
37	на том что	1	2
38	что в этом	1	2
39	состоит в том	3	2
40	и той же	4	2
41	не говоря уже	1	2
42	подобно тому как	2	2
43	то же самое	7	2
44	по своему значению	3	2
45	с точки зрения	11	2
46	принять во внимание	1	2
47	точно так же	3	2
48	и со стороны	1	2
49	в конце концов	1	2
50	на задний план	1	2
51	смысле этого слова	7	2
52	не могут быть	2	2
53	самом деле как	1	2
54	в связи с	3	2
55	но вместе с	2	2
56	в целом ряде	2	2
57	на вопрос о	1	2
58	а также и	1	2
59	и что следовательно	1	2
60	в этих случаях	1	2
61	как мы уже	3	2
62	одной и той	4	2
63	может быть в	1	2
64	в большей степени	1	2
65	было бы понять	1	1
66	и того же	5	1
67	не может не	2	1
68	по себе не	1	1
69	мы говорим о	1	1
70	но как мы	1	1
71	одном и том	1	1
72	мы имеем дело	1	1
73	потому что в	1	1
74	прежде всего в	1	1
75	показывает что в	1	1
76	как один из	1	1
77	на самом деле	1	1
78	слова или выражения	1	1
79	в настоящее время	2	1
80	бы сказать что	3	1
81	в том же	1	1
82	том виде в	1	1
83	точки зрения между	1	1
84	не могли не	1	1
85	говоря уже о	1	1
86	мы должны сейчас	1	1
87	к образованию понятий	1	1
88	в отличие от	2	1
89	в истории языка	1	1
90	по тому же	1	1
91	но и в	2	1
92	потому что и	1	1
93	только в том	2	1
94	только то что	1	1
95	и т.д и	1	1
96	совершенно ясно что	1	1
97	находит свое выражение	1	1
98	заключает в себе	1	1
99	виде в каком	1	1
100	то что этот	1	1
101	имеем дело с	1	1
102	действительно по своему	1	1
103	собой не что	1	1
104	с этой точки	4	1
105	как если бы	1	1
106	том виде как	1	1
107	и то что	4	1
108	в зависимости от	1	1
109	одно и то	6	1
110	и тогда когда	2	1
111	тот факт что	1	1
112	так же как	5	1
113	точки зрения совершенно	2	1
114	имеет еще и	1	1
115	то ни было	1	1
116	и том же	1	1
117	и то же	6	1
118	ничего не может	1	1
119	приходит к выводу	1	1
120	не иначе как	1	1
121	бы то ни	1	1
122	уже и в	1	1
123	собственном смысле слова	1	1
124	логической точки зрения	2	1
125	и как они	1	1
126	о котором мы	1	1
127	когда мы говорим	1	1
128	тем что в	1	1
129	с полным основанием	2	1
130	речь идет об	1	1
131	этой точки зрения	4	1
132	в целом но	1	1
133	может быть не	1	1
134	как уже сказано	4	1
135	самом деле то	1	1
136	то обстоятельство что	3	1
137	имел в виду	1	1
138	этом смысле нельзя	1	1
139	одной из основных	1	1
140	имея в виду	1	1
141	в свою очередь	2	1
142	собственном смысле этого	4	1
143	с самого начала	1	1
144	заключенное в нем	1	1
145	так как в	2	1
146	что обе эти	1	1
147	если принять во	1	1
148	только тогда когда	1	1
149	было бы назвать	2	1
150	одного и того	5	1
151	после того как	1	1
152	отсюда ясно что	1	1
153	но во всяком	1	1
154	что различие между	1	1
155	к тому что	1	1
156	было бы сказать	1	1
157	том что уже	1	1
158	например когда мы	1	1
159	и в результате	2	1
160	отступают на задний	1	1
161	только с помощью	1	1
