N	2gram	Voloshinov_1	Myshleni
1	в том	4	42
2	том что	5	35
3	с помощью	9	31
4	в процессе	4	27
5	таким образом	21	25
6	в развитии	4	25
7	в этом	13	24
8	точки зрения	13	24
9	в качестве	2	21
10	и в	15	20
11	что в	6	19
12	заключается в	1	18
13	в основе	3	17
14	то же	7	16
15	не только	5	15
16	то что	10	15
17	что они	1	14
18	у ребенка	2	13
19	как мы	10	13
20	процесс образования	1	12
21	что ребенок	1	12
22	при этом	7	12
23	может быть	13	12
24	с другой	1	12
25	потому что	4	12
26	с точки	10	11
27	в его	9	11
28	так же	1	11
29	в целом	2	11
30	мы должны	7	11
31	и то	2	10
32	на основе	1	10
33	в истории	3	10
34	в себе	4	10
35	в отношении	2	10
36	своего развития	1	10
37	того что	2	10
38	мы видим	1	10
39	только в	6	10
40	если мы	5	10
41	так как	9	10
42	того же	1	9
43	и другие	2	9
44	и как	1	9
45	как и	6	9
46	между тем	2	9
47	что и	2	9
48	тот же	5	9
49	с одной	1	9
50	слова в	1	9
51	одной стороны	1	9
52	ребенка и	1	9
53	как это	1	9
54	но и	4	9
55	и тем	1	8
56	было бы	6	8
57	тогда когда	1	8
58	и что	3	8
59	вместе с	4	8
60	и не	16	8
61	самом деле	7	7
62	собственном смысле	1	7
63	один и	2	7
64	и тот	2	7
65	в своей	9	7
66	они являются	1	7
67	ребенка не	1	7
68	могут быть	6	7
69	того чтобы	2	7
70	в собственном	2	7
71	развития ребенка	1	7
72	тем что	1	7
73	этом отношении	2	7
74	а не	2	7
75	что мы	2	7
76	как бы	11	7
77	же как	1	6
78	в самом	6	6
79	той же	2	6
80	и на	3	6
81	этот процесс	4	6
82	одно и	1	6
83	те же	4	6
84	мы видели	5	6
85	к тому	4	6
86	его в	8	6
87	что он	8	6
88	уже в	1	6
89	и между	1	6
90	не может	13	6
91	слово в	1	6
92	сказать что	6	6
93	мы имели	1	5
94	мы уже	5	5
95	между собой	4	5
96	друг на	1	5
97	как в	3	5
98	с этим	6	5
99	все же	5	5
100	перед нами	1	5
101	и к	7	5
102	увидим что	4	5
103	все эти	9	5
104	на то	1	5
105	одной и	1	5
106	это не	2	5
107	на друга	1	5
108	и того	1	5
109	только не	1	5
110	и его	15	5
111	не является	3	5
112	никогда не	7	5
113	так и	10	5
114	если бы	3	5
115	о том	1	5
116	мы можем	12	5
117	для того	1	5
118	слова и	2	5
119	что такое	3	5
120	тем же	1	4
121	этой теории	1	4
122	видим таким	1	4
123	в своем	2	4
124	его к	1	4
125	в нашем	3	4
126	как он	1	4
127	как они	1	4
128	и с	7	4
129	на первый	1	4
130	и при	3	4
131	по сравнению	1	4
132	и той	1	4
133	которые в	1	4
134	не в	4	4
135	тому что	3	4
136	на один	2	4
137	возникает в	1	4
138	что с	1	4
139	из основных	2	4
140	сходство с	1	4
141	что оно	2	4
142	роль в	6	4
143	в детском	1	4
144	и только	4	4
145	все время	4	4
146	в сознании	3	4
147	по выражению	1	4
