N	2gram	Bakhtin_sl_1	Myshleni
1	в том	3	42
2	том что	2	35
3	с помощью	1	31
4	в процессе	4	27
5	таким образом	9	25
6	в этом	12	24
7	точки зрения	16	24
8	в качестве	3	21
9	и в	41	20
10	заключается в	1	18
11	в основе	5	17
12	то же	14	16
13	не только	16	15
14	что они	2	14
15	мышления и	1	14
16	как мы	8	13
17	в их	4	12
18	при этом	6	12
19	может быть	14	12
20	с другой	5	12
21	потому что	2	12
22	с точки	8	11
23	в его	13	11
24	так же	2	11
25	этого слова	1	11
26	в целом	2	11
27	и то	2	10
28	в истории	3	10
29	в себе	3	10
30	в отношении	6	10
31	того что	3	10
32	мы видим	2	10
33	только в	6	10
34	если мы	2	10
35	так как	3	10
36	того же	6	9
37	и другие	1	9
38	могли бы	1	9
39	как и	4	9
40	между тем	2	9
41	что и	1	9
42	тот же	1	9
43	с одной	4	9
44	слова в	8	9
45	одной стороны	4	9
46	другой стороны	4	9
47	но и	16	9
48	и тем	2	8
49	было бы	3	8
50	и что	1	8
51	вместе с	1	8
52	и не	16	8
53	в результате	3	8
54	один и	1	7
55	и тот	1	7
56	в своей	7	7
57	и более	1	7
58	с другом	2	7
59	могут быть	19	7
60	того чтобы	1	7
61	этом отношении	1	7
62	а не	15	7
63	что мы	1	7
64	как бы	12	7
65	друг с	2	7
66	же как	2	6
67	в самом	5	6
68	той же	2	6
69	и на	14	6
70	одно и	2	6
71	те же	2	6
72	мы видели	1	6
73	к одному	1	6
74	по своей	1	6
75	к тому	3	6
76	можно было	2	6
77	его в	3	6
78	не может	14	6
79	такого рода	2	6
80	слово в	10	6
81	сказать что	2	6
82	мы уже	2	5
83	между собой	2	5
84	как в	8	5
85	с этим	3	5
86	все же	7	5
87	перед нами	4	5
88	целый ряд	1	5
89	и к	5	5
90	в действительности	1	5
91	все эти	9	5
92	на то	1	5
93	одной и	1	5
94	это не	6	5
95	и того	1	5
96	только не	1	5
97	и его	14	5
98	не является	2	5
99	никогда не	3	5
100	так и	11	5
101	если бы	1	5
102	о том	3	5
103	для того	2	5
104	в частности	2	5
105	слова и	13	5
106	в сущности	13	4
107	в своем	3	4
108	его к	1	4
109	нами в	2	4
110	формами мышления	1	4
111	и те	2	4
112	и с	4	4
113	с этой	3	4
114	и той	2	4
115	которые в	3	4
116	не в	7	4
117	тому что	2	4
118	на один	2	4
119	одному и	2	4
120	роль в	2	4
121	на том	2	4
122	и только	1	4
123	все время	3	4
124	словом и	3	4
125	в сознании	2	4
126	из них	3	4
127	друг друга	3	4
128	по своему	2	4
129	новые и	1	4
130	в смысле	4	4
131	и для	4	4
132	для нас	2	4
133	между ними	2	4
134	к этому	2	4
135	во всяком	7	4
136	этой точки	1	4
137	как известно	1	3
138	почти всегда	3	3
139	не имеют	1	3
140	с таким	1	3
141	приводят к	1	3
142	в виду	1	3
143	столь же	2	3
144	а только	1	3
145	в настоящем	1	3
146	но в	8	3
147	в которой	4	3
148	в этой	1	3
149	на его	8	3
150	он пользуется	3	3
151	на этом	2	3
152	что все	2	3
153	различие между	1	3
154	со всеми	1	3
155	на все	2	3
156	и других	3	3
157	ни в	1	3
158	чем в	1	3
159	в один	1	3
160	между различными	1	3
161	в этих	2	3
162	к истории	1	3
163	мы говорили	1	3
164	слова к	1	3
165	не менее	1	3
166	в другую	1	3
167	во всем	1	3
168	связи с	2	3
169	не могут	3	3
170	оно может	2	3
171	приводит к	1	3
172	литературному языку	3	3
173	должно быть	2	3
174	является в	1	3
175	и во	3	3
176	один из	4	3
177	одной из	3	3
178	но не	2	3
179	в какой	1	3
180	всяком случае	5	3
181	одни и	1	3
182	между отдельными	1	3
183	себя в	9	3
184	так что	2	3
185	слова не	1	3
186	эти понятия	1	3
187	из одной	1	3
188	но что	1	3
189	от того	1	3
190	со стороны	1	3
191	нас в	2	3
192	на этот	1	3
193	именно в	3	3
194	же слово	3	3
195	самое слово	1	3
196	по существу	3	3
197	этом случае	2	3
198	в условиях	2	3
199	формы и	3	3
200	и от	4	3
201	бы в	1	3
202	основе их	2	3
203	связей и	1	3
204	совершенно не	2	3
205	в виде	2	3
206	на предмет	4	2
207	одним из	4	2
208	также и	3	2
209	связана с	2	2
210	относятся к	1	2
211	ту же	4	2
212	выражается в	1	2
213	мы имеем	1	2
214	при анализе	1	2
215	неизбежно приводит	1	2
216	что уже	1	2
217	они могут	7	2
218	место в	1	2
219	между этими	2	2
220	мы и	2	2
221	зависимости от	3	2
222	в ней	4	2
223	какой степени	1	2
224	отличие от	1	2
225	не просто	1	2
226	и речи	2	2
227	между словом	2	2
228	которые не	1	2
229	по которому	1	2
230	стороны и	1	2
231	отдельных конкретных	1	2
232	слова он	1	2
233	из этих	3	2
