N	3gram	Propp_Isto_7	Myshleni
1	в том что	4	17
2	вместе с тем	1	10
3	так же как	4	6
4	в зависимости от	1	5
5	можно было бы	1	5
6	с одной стороны	4	5
7	в связи с	1	5
8	тем не менее	4	5
9	что и в	2	5
10	ни один из	1	4
11	то и другое	1	4
12	то время как	2	4
13	же как и	1	4
14	в то время	2	4
15	это значит что	1	4
16	с тем и	1	4
17	о том что	5	3
18	состоит в том	1	3
19	независимо от того	1	3
20	что мы знаем	1	3
21	с другой стороны	8	3
22	мы видели что	1	3
23	как мы видели	1	3
24	таким образом что	1	2
25	только потому что	1	2
26	этой точки зрения	3	2
27	по отношению к	1	2
28	только в том	1	2
29	как мы увидим	1	2
30	то что в	3	2
31	совершенно так же	1	2
32	мы условно называем	1	2
33	что они имеют	1	2
34	которую мы условно	1	2
35	в этом и	2	2
36	не может быть	3	2
37	с этой точки	3	2
38	так и в	2	2
39	как мы уже	1	2
40	как и в	2	2
41	в другом месте	1	1
42	задачи связанные с	1	1
43	не в состоянии	1	1
44	при помощи которых	1	1
45	мы видим таким	1	1
46	это вытекает из	1	1
47	выше мы видели	1	1
48	даже там где	2	1
49	более или менее	1	1
50	с достаточной ясностью	1	1
51	связь между собой	1	1
52	то же самое	1	1
53	о том как	1	1
54	в этом случае	1	1
55	с точки зрения	1	1
56	связь может быть	1	1
57	до сих пор	2	1
58	но и у	1	1
59	бы то ни	1	1
60	должно быть с	1	1
61	мы можем видеть	1	1
62	в свете наших	1	1
63	во всех этих	6	1
64	очень глубокие корни	1	1
65	этого может быть	1	1
66	увидим дальше что	1	1
67	точно так же	2	1
68	на которые ссылается	1	1
69	он не мог	1	1
70	может быть распространено	1	1
71	как если бы	1	1
72	ту или иную	1	1
73	сказать что в	1	1
74	так как он	2	1
75	мы увидим дальше	1	1
76	здесь мы видим	1	1
77	вопросу о том	1	1
78	и что в	1	1
79	в самом начале	1	1
80	в данном случае	3	1
81	не в его	1	1
82	в том чтобы	2	1
83	один из них	1	1
84	не только в	5	1
85	то ни было	1	1
86	все же не	1	1
87	на которой он	1	1
88	склонен думать что	1	1
89	так как это	1	1
90	имеем дело с	1	1
91	и даже там	1	1
92	всем этом мы	1	1
93	в связи со	1	1
94	не только у	1	1
95	это означает что	1	1
96	мы увидим ниже	1	1
97	в этом же	1	1
98	но тем не	2	1
99	мы не можем	2	1
100	эта связь может	1	1
101	во всем этом	1	1
102	должен быть поставлен	1	1
103	видим таким образом	1	1
104	не стоят в	1	1
105	прямой связи с	1	1
106	как и сам	1	1
107	но все эти	1	1
108	здесь мы имеем	2	1
109	к тому что	1	1
110	одна из этих	2	1
111	но мы уже	1	1
112	сама по себе	1	1
113	приводит нас к	1	1
114	всех этих случаях	6	1
115	мы увидим что	2	1
