N	3gram	Vinokur_St_3	Formalny
1	с точки зрения	4	13
2	то же время	3	8
3	в то же	3	8
4	и т д	2	8
5	более или менее	1	6
6	на самом деле	1	6
7	до сих пор	2	6
8	в свою очередь	1	6
9	не может быть	5	5
10	с одной стороны	2	4
11	во всяком случае	4	4
12	и т п	6	4
13	прежде всего в	3	3
14	в лучшем случае	1	3
15	в своей статье	1	3
16	и не в	2	2
17	и в частности	1	2
18	в применении к	1	2
19	в том чтобы	2	2
20	и в этом	2	2
21	в связи с	3	2
22	все более и	2	2
23	более и более	2	2
24	у нас не	1	2
25	т е как	1	2
26	связи с этим	1	2
27	не только не	1	2
28	как мы видели	1	2
29	произведение должно было	1	1
30	состоит в том	3	1
31	в чем же	1	1
32	нас не было	1	1
33	между прочим и	1	1
34	не говоря уже	1	1
35	и может быть	1	1
36	в этом смысле	4	1
37	должно было бы	1	1
38	не может не	1	1
39	тот или иной	1	1
40	говоря уже о	1	1
41	в том что	11	1
42	нам известна только	1	1
43	но и в	2	1
44	в этом отношении	4	1
45	точки зрения ее	1	1
46	на почве этого	1	1
47	с этой точки	1	1
48	вместе с тем	1	1
49	а кроме того	1	1
50	в своих ранних	1	1
51	которая существует в	1	1
52	и если в	1	1
53	по существу это	1	1
54	значительно отличается от	1	1
55	не теряя своей	1	1
56	так или иначе	1	1
57	чуждые друг другу	1	1
58	с другой стороны	4	1
59	точки зрения своей	1	1
60	между тем как	2	1
61	этой точки зрения	1	1
62	от того что	1	1
63	в самом начале	1	1
64	с самого начала	2	1
65	т п в	1	1
66	не менее в	1	1
67	в том отношении	1	1
68	но все же	2	1
69	том отношении что	1	1
70	заключается в том	2	1
71	каждой из них	1	1
72	к тому что	2	1
73	в следующих словах	1	1
74	в предисловии к	2	1
75	тем не менее	2	1
76	у нас только	1	1
