1	потому что	25	49
2	для нас	16	31
3	то есть	34	30
4	и в	44	24
5	в душе	1	23
6	может быть	28	23
7	то что	23	20
8	и не	35	19
9	а не	18	18
10	в том	21	18
11	что в	8	16
12	по себе	25	15
13	не только	14	15
14	того же	2	14
15	было бы	8	13
16	при этом	4	13
17	в слове	2	13
18	не в	13	13
19	мы можем	6	12
20	то же	13	12
21	но не	3	12
22	не может	7	12
23	вместе с	2	11
24	что мы	8	11
25	если бы	3	11
26	только в	19	11
27	таким образом	9	11
28	что и	9	11
29	мы не	7	11
30	для него	3	10
31	так что	12	10
32	как в	5	10
33	тогда когда	1	10
34	в себе	8	10
35	так как	9	10
36	но и	10	9
37	как бы	9	9
38	в нем	9	9
39	вовсе не	37	9
40	точно так	3	9
41	то и	5	9
42	независимо от	1	9
43	а только	5	8
44	том что	12	8
45	могут быть	2	8
46	в этом	17	8
47	а в	5	8
48	более или	1	8
49	или менее	1	8
50	и на	1	8
51	в одно	1	8
52	не могут	1	7
53	между собою	2	7
54	во всяком	9	7
55	сами по	6	7
56	с этим	2	7
57	зрения и	1	7
58	во всех	2	7
59	тем что	4	7
60	как и	10	7
61	всяком случае	6	7
62	прежде всего	3	7
63	быть может	1	7
64	того что	8	7
65	в чем	4	7
66	и того	1	6
67	не есть	35	6
68	только как	1	6
69	есть только	4	6
70	что если	1	6
71	не имеет	9	6
72	по поводу	2	6
73	с другой	7	6
74	и как	3	6
75	связи с	8	6
76	тем не	10	6
77	и т	13	6
78	не было	5	6
79	в то	9	6
80	заметить что	1	6
81	этого слова	5	6
82	одного и	1	6
83	в одном	1	6
84	не можем	1	6
85	и только	6	6
86	же в	3	5
87	или не	1	5
88	в которой	2	5
89	от того	2	5
90	есть не	5	5
91	по крайней	5	5
92	с ним	7	5
93	только для	1	5
94	в них	1	5
95	мертвых душ	2	5
96	в природе	2	5
97	с другими	3	5
98	на то	3	5
99	бы ни	1	5
100	что не	1	5
101	бы не	1	5
102	а и	1	5
103	не менее	10	5
104	уже в	3	5
105	так и	10	5
106	из них	2	5
107	для того	1	5
108	а потому	1	5
109	слова в	1	5
110	крайней мере	5	5
111	о том	6	5
112	все же	6	5
113	представляется нам	1	5
114	что они	5	5
115	то все	1	4
116	от их	1	4
117	из этих	1	4
118	уже не	7	4
119	между прочим	2	4
120	они не	1	4
121	от него	2	4
122	и если	6	4
123	души и	1	4
124	и другое	1	4
125	никогда не	6	4
126	если не	3	4
127	и сами	2	4
128	что он	9	4
129	которые могут	1	4
130	в нее	1	4
131	что хотя	1	4
132	тем самым	5	4
133	в котором	2	4
134	образом в	1	4
135	время как	4	4
136	во время	1	4
137	что оно	2	4
138	еще не	5	4
139	до сих	2	4
140	для самого	2	4
141	сам по	6	4
142	в самом	3	4
143	с одной	2	4
144	там где	1	4
145	то время	4	4
146	и что	7	4
147	сих пор	2	4
148	том смысле	3	4
149	себе не	2	4
150	с тем	5	4
151	но в	12	4
152	подобно тому	1	4
153	как он	1	4
154	указания на	3	4
155	в таком	5	4
156	нам на	2	3
157	только тогда	2	3
158	есть нечто	8	3
159	в языке	1	3
160	быть не	1	3
161	мы называем	1	3
162	хотя и	5	3
163	в ней	5	3
164	только по	1	3
165	это будет	4	3
166	слова а	2	3
167	языка и	4	3
168	то это	10	3
169	одной стороны	1	3
170	же что	1	3
171	что на	1	3
172	них не	1	3
173	что это	3	3
174	например в	1	3
175	о которых	3	3
176	его не	2	3
177	и для	2	3
178	бы быть	3	3
179	о которой	1	3
180	в самой	2	3
181	оно не	1	3
182	и все	3	3
183	мы говорим	4	3
184	и во	2	3
185	что она	1	3
186	которых мы	1	3
187	к другим	1	3
188	только что	2	3
189	и у	2	3
190	на нас	2	3
191	как на	2	3
192	смысле этого	1	3
193	тем же	2	3
194	б не	1	3
195	относится к	1	3
196	его в	3	3
197	и тогда	3	3
198	не как	1	3
199	и тем	9	3
200	значит то	1	3
201	себе в	1	3
202	той же	1	3
203	и от	9	3
204	во многих	1	3
205	далеко не	1	3
206	так например	1	3
207	нужно будет	1	3
208	на него	1	3
209	то не	1	3
210	от них	1	3
211	не так	3	3
212	т д	13	3
213	не с	1	3
214	слова и	3	3
215	в каком	4	3
216	и то	14	3
217	и притом	4	3
218	если мы	16	3
219	которое мы	5	3
220	в целом	6	3
221	которые мы	3	3
222	но это	8	3
223	с чем	2	3
224	и при	2	3
225	и вообще	8	3
226	что для	3	3
227	мог бы	1	3
228	и может	2	3
229	ни было	3	3
230	которые не	1	3
231	мы в	4	3
232	том как	2	3
233	только от	1	3
234	но мы	1	3
235	в этих	2	3
236	мысли в	1	3
237	имеет для	1	3
238	это не	9	3
239	но даже	4	3
240	собственное значение	1	2
241	когда это	2	2
242	само по	3	2
243	то мы	1	2
244	ничем не	2	2
245	связанные с	1	2
246	не имеют	4	2
247	могли бы	4	2
248	это было	2	2
249	не знали	2	2
250	указание на	1	2
251	а то	3	2
252	того самого	1	2
253	для их	1	2
254	мы находим	7	2
255	и поэтому	1	2
256	заключение в	1	2
257	что ни	1	2
258	с общим	1	2
259	а с	2	2
260	все эти	7	2
261	слова но	1	2
262	совсем не	2	2
263	что с	1	2
264	и его	5	2
265	указывают на	1	2
266	к таким	1	2
267	на память	1	2
268	в нашей	2	2
269	в собственном	1	2
270	и здесь	5	2
271	того чтобы	1	2
272	с нею	2	2
273	а это	3	2
274	перестает быть	1	2
275	все это	5	2
276	даже при	1	2
277	как это	2	2
278	а скорее	1	2
279	и есть	5	2
280	когда мы	15	2
281	как оно	3	2
282	не столько	2	2
283	внимание на	1	2
284	для обозначения	1	2
285	к этому	1	2
286	самый предмет	1	2
287	что только	1	2
288	такого же	2	2
289	сказать что	16	2
290	или по	4	2
291	вне себя	1	2
