N	3gram	Bakhtin_Fr_3	Formalny
1	не может быть	2	10
2	в связи с	4	10
3	в самом языке	1	7
4	с точки зрения	1	7
5	в этом отношении	2	7
6	и в этом	1	5
7	то же время	6	5
8	в то же	6	5
9	во всяком случае	1	5
10	как мы видели	2	4
11	в высшей степени	1	4
12	на самом деле	3	3
13	как раз и	1	3
14	и не может	1	3
15	но и в	2	3
16	может быть и	1	3
17	в своей статье	1	3
18	в значительной степени	2	3
19	с другой стороны	1	3
20	связи с этим	1	3
21	для того чтобы	3	3
22	прежде всего в	1	2
23	на первый план	1	2
24	в отличие от	3	2
25	что в нем	1	2
26	в применении к	1	2
27	и в этой	1	2
28	между этими двумя	1	2
29	с самого начала	1	2
30	при известных условиях	1	2
31	но все же	1	2
32	и прежде всего	3	2
33	в том что	1	2
34	как мы знаем	1	2
35	высшей степени характерно	1	1
36	мы знаем что	1	1
37	что иное как	1	1
38	но как раз	1	1
39	и ее требования	1	1
40	мы видели является	1	1
41	многочисленные примеры из	1	1
42	и здесь не	1	1
43	что в основе	1	1
44	менее всего может	1	1
45	прежде всего на	1	1
46	они не способны	1	1
47	раз и не	1	1
48	и до сих	1	1
49	и в особенности	1	1
50	в настоящее время	1	1
51	но даже и	1	1
52	в этом случае	1	1
53	в отрыве от	1	1
54	потому что не	1	1
55	до сих пор	4	1
56	и в других	2	1
57	вот его выводы	1	1
58	как мы увидим	1	1
59	же время не	1	1
60	во всех этих	1	1
61	в собственном смысле	1	1
62	ничего не говорят	1	1
63	для этого прежде	1	1
64	с исторической точки	1	1
65	в поэтических произведениях	1	1
66	слова мы имеем	1	1
67	вместе с ними	1	1
68	остановимся прежде всего	1	1
69	в общем правильно	1	1
70	это может быть	1	1
71	этого прежде всего	1	1
72	в особенности в	1	1
73	в данном случае	2	1
74	каждый из этих	1	1
75	всяком случае его	1	1
76	в том чтобы	1	1
77	но в то	4	1
78	в более широком	1	1
79	однако и здесь	1	1
80	в книге о	1	1
81	все дело в	1	1
82	смысле этого слова	1	1
83	в той же	4	1
84	становится еще более	1	1
85	с помощью которого	1	1
86	прежде всего необходимо	3	1
87	именно в таком	1	1
88	в большей или	2	1
89	или меньшей степени	2	1
90	это и есть	1	1
91	то что он	1	1
92	бы то ни	1	1
93	мы не найдем	1	1
94	что они не	1	1
95	а не бытовой	1	1
96	только то что	1	1
97	есть не что	1	1
98	языка но и	1	1
99	языке но в	1	1
100	имеем в виду	1	1
101	его здесь не	1	1
102	большей или меньшей	3	1
103	его отношение к	2	1
104	в свою очередь	1	1
105	но все эти	1	1
106	или во всяком	1	1
107	мы имеем в	1	1
108	исторической точки зрения	1	1
109	в направлении к	1	1
110	в его целом	1	1
111	в узком смысле	1	1
112	не что иное	1	1
113	всего может быть	1	1
114	в последнем счете	1	1
115	как и в	2	1
116	что и в	1	1
117	ради нее самой	1	1
