N	4gram	Vygotskiy__1	Dialekti
1	одно и то же	2	4
2	в то же время	1	4
3	или по крайней мере	1	2
4	с одной стороны и	1	2
5	и с другой стороны	1	2
6	и в то же	1	2
7	дело в том что	1	1
8	с другой стороны в	1	1
9	с точки зрения той	1	1
10	не сама по себе	1	1
11	стать на точку зрения	1	1
12	одной и той же	2	1
13	той или иной теории	1	1
14	ни в какой мере	1	1
15	в то время как	4	1
16	потому что он не	1	1
17	и в этом отношении	1	1
18	все больше и больше	1	1
19	не содержат в себе	1	1
20	друг с другом в	2	1
21	в какой мере не	1	1
