N	2gram	Propp_Morf_1	Myslijsy
1	потому что	3	49
2	для нас	2	31
3	и в	13	24
4	может быть	52	23
5	то что	8	20
6	и не	12	19
7	в том	6	18
8	а не	11	18
9	что в	8	16
10	не только	4	15
11	при этом	1	13
12	не в	3	13
13	было бы	3	13
14	то же	7	12
15	но не	4	12
16	мы можем	2	12
17	не может	14	12
18	мы не	8	11
19	таким образом	21	11
20	если бы	2	11
21	что и	7	11
22	что мы	2	11
23	только в	2	11
24	тогда как	2	10
25	как в	3	10
26	в себе	1	10
27	для него	1	10
28	так что	1	10
29	так как	16	10
30	независимо от	3	9
31	вовсе не	4	9
32	но и	4	9
33	как бы	3	9
34	точно так	1	9
35	и на	1	8
36	в этом	14	8
37	более или	2	8
38	том что	4	8
39	или менее	2	8
40	могут быть	16	8
41	а в	7	8
42	в чем	1	7
43	во всех	4	7
44	с этим	11	7
45	мысль о	1	7
46	как и	3	7
47	между собою	2	7
48	всяком случае	2	7
49	того как	2	7
50	или же	6	7
51	не могут	4	7
52	прежде всего	9	7
53	тем что	4	7
54	того что	3	7
55	во всяком	2	7
56	и т	41	6
57	между двумя	1	6
58	и как	5	6
59	в состоянии	1	6
60	тем не	5	6
61	в то	3	6
62	не имеет	2	6
63	связи с	10	6
64	между тем	5	6
65	на другие	2	6
66	не можем	1	6
67	в одном	1	6
68	заметить что	8	6
69	с другой	8	6
70	в ряду	1	6
71	не есть	1	6
72	а и	3	5
73	что они	2	5
74	все остальные	1	5
75	все же	7	5
76	бы не	1	5
77	на то	2	5
78	не от	2	5
79	не менее	5	5
80	и наоборот	4	5
81	так и	6	5
82	о том	2	5
83	с другими	1	5
84	а потому	1	5
85	из них	3	5
86	от того	3	5
87	в них	1	5
88	для того	2	5
89	что не	1	5
90	и их	2	5
91	приводит в	1	5
92	только для	1	5
93	или не	3	5
94	же в	2	5
95	в которой	3	5
96	время как	3	4
97	еще не	3	4
98	одним словом	1	4
99	но в	2	4
100	уже не	2	4
101	из этих	1	4
102	только один	1	4
103	главным образом	4	4
104	в нее	1	4
105	то все	1	4
106	с тем	2	4
107	такой же	1	4
108	сих пор	1	4
109	между прочим	1	4
110	они не	1	4
111	для меня	1	4
112	подобно тому	6	4
113	одна из	4	4
114	должны быть	1	4
115	в некоторых	3	4
116	то время	3	4
117	и что	2	4
118	в животных	3	4
119	что он	4	4
120	с одной	1	4
121	которые могут	1	4
122	в других	3	4
123	до сих	1	4
124	там где	5	4
125	если не	1	4
126	тому как	5	4
127	от него	1	4
128	во время	6	4
129	в таком	1	4
130	вряд ли	2	3
131	например в	2	3
132	и то	1	3
133	есть нечто	3	3
134	но она	1	3
135	то это	3	3
136	не совсем	1	3
137	при таких	1	3
138	что его	2	3
139	если в	5	3
140	со стороны	3	3
141	которые не	1	3
142	помнить что	1	3
143	хотя и	3	3
144	что это	1	3
145	в целом	3	3
146	во многих	1	3
147	подобным образом	1	3
148	что она	2	3
149	т д	39	3
150	слова а	1	3
151	так например	3	3
152	могла бы	4	3
153	и может	1	3
154	его не	1	3
155	них не	1	3
156	на все	1	3
157	его в	2	3
158	это не	6	3
159	и тем	2	3
160	кажется что	1	3
161	о которых	1	3
162	далеко не	5	3
163	и тогда	1	3
164	в этих	13	3
165	и при	1	3
166	но во	1	3
167	ни было	2	3
168	быть не	1	3
169	бы быть	1	3
170	и притом	1	3
