N	3gram	Tiupa_Lite_3	Komedia
1	в том что	4	9
2	и т п	1	5
3	с другой стороны	2	5
4	к тому же	5	5
5	в одном из	2	4
6	то же время	7	4
7	в то же	7	4
8	по отношению к	4	3
9	в этом отношении	5	3
10	с одной стороны	4	3
11	едва ли не	1	3
12	о том что	4	3
13	не говоря уже	4	2
14	во второй половине	1	2
15	то же самое	2	2
16	говоря уже о	3	2
17	но и в	2	2
18	в первую очередь	1	2
19	а то и	1	2
20	в первой половине	2	2
21	то ни было	2	2
22	бы то ни	2	2
23	до самого конца	1	2
24	на то что	2	2
25	что иное как	1	1
26	хотя и не	1	1
27	в последнюю очередь	1	1
28	но и не	2	1
29	состоит в том	2	1
30	и к тому	1	1
31	более или менее	1	1
32	отношение к себе	1	1
33	подобно тому как	2	1
34	в том числе	3	1
35	в соответствии с	3	1
36	с этой точки	1	1
37	и не только	1	1
38	что по мнению	1	1
39	вместе с тем	1	1
40	как будто бы	1	1
41	у него не	1	1
42	не в последнюю	1	1
43	в году он	1	1
44	с тех пор	1	1
45	на мой взгляд	1	1
46	как и положено	1	1
47	в значительной степени	1	1
48	в самом начале	1	1
49	хотел сказать и	1	1
50	в данном случае	4	1
51	себя в этой	1	1
52	не только в	2	1
53	но при этом	1	1
54	в отличие от	5	1
55	так или иначе	2	1
56	том что они	1	1
57	а вслед за	1	1
58	однако в начале	1	1
59	и в том	1	1
60	этой точки зрения	1	1
61	и вот в	1	1
62	в первые десятилетия	1	1
63	одного из них	1	1
64	не что иное	1	1
65	может и не	1	1
66	по аналогии с	1	1
67	друг от друга	1	1
68	еще в начале	1	1
69	к тому что	1	1
70	в отношении к	1	1
71	тем не менее	1	1
72	одном из своих	1	1
73	для того чтобы	1	1
74	может быть в	1	1
75	для современного читателя	1	1
76	и других поэтов	1	1
