N	4gram	Losev_Dial_2	StatiiOP
1	в то же время	3	4
2	это не значит что	2	3
3	в том отношении что	1	2
4	и т д и	2	2
5	в данном случае в	1	2
6	заключается в том что	1	2
7	т д и т	2	1
8	что бы то ни	1	1
9	в одних и тех	1	1
10	о том что в	1	1
11	и т д в	1	1
12	ни в каком случае	2	1
13	и в то же	1	1
14	я бы сказал что	1	1
15	говорить о том что	1	1
16	в то время как	3	1
17	в каком случае не	1	1
18	что то или иное	1	1
19	именно в том что	1	1
20	д и т д	2	1
21	нечего и говорить о	1	1
22	и говорить о том	1	1
23	одно из двух или	1	1
24	в том что он	1	1
25	во что бы то	1	1
26	вопрос о том что	1	1
27	но это не значит	1	1
28	так же как и	1	1
29	и в том и	1	1
30	в том смысле что	3	1
31	в том смысле как	1	1
32	не выходя за пределы	2	1
33	на тему о том	1	1
34	вовсе не в том	1	1
35	бы то ни стало	1	1
36	не говоря уже о	2	1
37	одних и тех же	1	1
