N	3gram	Tiupa_Anal_2	Myslijsy
1	по отношению к	4	8
2	в том что	6	7
3	в этом случае	4	5
4	по крайней мере	3	5
5	не может быть	1	5
6	до такой степени	1	5
7	о том что	6	5
8	а между тем	1	4
9	то же самое	1	4
10	и то что	2	4
11	и в этом	4	4
12	можно сказать что	1	4
13	на то что	2	4
14	тем не менее	3	4
15	внимание на то	1	3
16	с точки зрения	2	3
17	то же время	2	3
18	не только не	2	3
19	в то же	2	3
20	не в состоянии	1	2
21	что иное как	1	2
22	подобно тому как	3	2
23	то и другое	1	2
24	в таком случае	2	2
25	хотя бы и	1	2
26	до известной степени	1	2
27	сами по себе	1	2
28	в этих случаях	1	2
29	в том смысле	1	2
30	между тем как	1	2
31	на этот вопрос	1	2
32	в данном случае	5	2
33	мы имеем дело	3	2
34	так или иначе	1	2
35	то что она	1	2
36	а в том	1	2
37	то есть в	2	2
38	не что иное	1	2
39	и тот же	1	2
40	том смысле что	1	1
41	указывает на внутреннюю	1	1
42	одним и тем	1	1
43	со всех сторон	1	1
44	я от него	1	1
45	языка то есть	1	1
46	но и не	1	1
47	имеем дело не	1	1
48	но и в	1	1
49	в этом отношении	3	1
50	точно так же	1	1
51	в эту минуту	1	1
52	а тем более	1	1
53	сказать что в	1	1
54	бы и в	1	1
55	тогда как в	2	1
56	при мысли о	1	1
57	мы видим как	1	1
58	дело не с	1	1
59	и тем же	1	1
60	из виду что	1	1
61	в нас самих	1	1
62	с одной стороны	4	1
63	в связи с	1	1
64	как один из	1	1
65	это не так	1	1
66	имеем дело с	1	1
67	сказать и о	1	1
68	бы это было	1	1
69	в свою очередь	1	1
70	то что все	1	1
71	носит в себе	1	1
72	с другой стороны	2	1
73	но если бы	1	1
74	в свое время	1	1
75	есть не что	1	1
76	же самое что	1	1
77	заключается в том	1	1
78	нашего времени в	2	1
79	и в самом	2	1
80	имеет в своем	1	1
81	речь идет о	1	1
82	не менее в	1	1
83	состоит именно в	1	1
84	никоим образом не	1	1
85	которые могут быть	1	1
86	во второй половине	1	1
87	к тому что	1	1
88	они могут быть	1	1
89	дело не в	1	1
90	зрения в двух	1	1
91	такой степени что	1	1
92	почти то же	1	1
93	том что одно	1	1
94	как и в	3	1
95	но в качестве	1	1
