N	3gram	Tiupa_Hudo_1	Problema
1	по отношению к	8	19
2	и т п	8	13
3	не может быть	2	11
4	с точки зрения	3	6
5	в отличие от	1	5
6	в высшей степени	1	5
7	в данном случае	1	4
8	в конечном счете	2	4
9	на самом деле	1	3
10	в самом деле	4	3
11	в этом смысле	1	3
12	в иных случаях	1	3
13	можно было бы	4	3
14	отношению к содержанию	1	3
15	может быть только	1	3
16	с одной стороны	1	3
17	то же время	8	3
18	в том что	6	3
19	в то же	8	3
20	тем не менее	3	3
21	в чем не	1	2
22	то же самое	1	2
23	ни в чем	1	2
24	и в то	1	2
25	не только в	2	2
26	того или иного	2	2
27	так и в	1	2
28	в этом отношении	3	2
29	формы и содержания	1	2
30	переводит его в	1	1
31	а между тем	1	1
32	становится только в	1	1
33	к себе самому	2	1
34	в свою очередь	1	1
35	здесь прежде всего	1	1
36	в том и	1	1
37	как-то транскрибировать этический	1	1
38	о том как	2	1
39	одной стороны и	1	1
40	отношения автора к	1	1
41	до сих пор	2	1
42	до известной степени	1	1
43	сами по себе	1	1
44	должен как-то транскрибировать	1	1
45	транскрибировать этический момент	1	1
46	что все эти	1	1
47	вследствие того что	1	1
48	на самом же	1	1
49	овладевает путем сопереживания	1	1
50	с тем что	1	1
51	на то что	2	1
52	несмотря на то	1	1
53	в равной мере	2	1
54	может быть найден	1	1
55	в значительной степени	2	1
56	этический момент которым	1	1
57	не в его	1	1
58	но в то	3	1
59	нет дела до	1	1
60	а также и	1	1
61	в равной степени	1	1
62	и в этом	1	1
63	не в том	2	1
64	равной мере и	1	1
65	в связи с	3	1
66	в нем не	1	1
67	в том смысле	1	1
68	в следующей главе	3	1
69	которым созерцание овладевает	1	1
70	в том как	1	1
71	самом же деле	1	1
72	не чем иным	1	1
73	в свое время	1	1
74	ничего не узнаем	1	1
75	факторов художественного впечатления	1	1
76	а в том	1	1
77	момент которым созерцание	1	1
78	в узком смысле	1	1
79	нет и быть	1	1
80	чем иным как	1	1
81	становится возможным не	1	1
82	та или иная	3	1
83	и т д	3	1
84	и в самом	3	1
85	у толстого например	1	1
86	но именно поэтому	1	1
87	и быть не	1	1
88	к тому что	4	1
89	в первом случае	1	1
90	если бы не	1	1
91	созерцание овладевает путем	1	1
92	она не может	1	1
93	как и в	3	1
94	должен обратиться к	1	1
95	произведение не в	1	1
