N	2gram	Tiupa_Hudo_2	NovoeSre
1	а не	14	17
2	и в	28	16
3	не может	4	16
4	и не	18	11
5	что в	5	9
6	в том	15	8
7	жизни и	6	8
8	он не	4	8
9	в этом	13	7
10	в новой	1	7
11	может быть	8	7
12	не будет	2	7
13	как и	11	7
14	высшей степени	1	6
15	с его	5	6
16	не в	13	6
17	никогда не	5	6
18	лишь в	2	6
19	но это	1	6
20	не знает	1	6
21	с ее	5	5
22	в ней	3	5
23	и к	2	5
24	не только	11	5
25	в жизни	8	5
26	все это	3	5
27	в нем	3	5
28	не во	2	4
29	о том	12	4
30	жизни к	1	4
31	в них	3	4
32	то что	6	4
33	это не	6	4
34	прежде всего	3	4
35	не было	6	4
36	и потому	1	4
37	не менее	5	4
38	и для	2	4
39	и все	7	4
40	потому что	2	4
41	с другой	3	3
42	в ее	18	3
43	человека и	3	3
44	еще не	3	3
45	во всех	1	3
46	за пределы	1	3
47	наряду с	5	3
48	как в	5	3
49	подобно тому	4	3
50	в мире	7	3
51	но и	9	3
52	это было	2	3
53	не означает	1	3
54	в своей	6	3
55	к жизни	1	3
56	тому как	4	3
57	она не	5	3
58	не существует	1	3
59	жизни не	2	3
60	в основе	2	3
61	жизни в	7	3
62	в духе	2	3
63	истории не	1	3
64	к тому	7	3
65	сказать что	2	3
66	и это	3	2
67	же как	2	2
68	это и	1	2
69	переходе от	1	2
70	время как	1	2
71	роль в	2	2
72	можно было	3	2
73	так и	8	2
74	времени и	1	2
75	мы не	1	2
76	мира и	1	2
77	и с	6	2
78	я не	7	2
79	жизни как	5	2
80	и что	1	2
81	и на	3	2
82	времени в	1	2
83	должно было	1	2
84	но не	4	2
85	к богу	1	2
86	в свои	1	2
87	все время	3	2
88	хотя и	1	2
89	каждого человека	1	2
90	но в	2	2
91	который в	2	2
92	все эти	1	2
93	с одной	3	2
94	себя в	8	2
95	в себе	9	2
96	уже не	10	2
97	вернуться к	1	2
98	не могла	5	2
99	том чтобы	1	2
100	у него	5	2
101	что она	7	2
102	и заключается	1	2
103	что все	3	2
104	нет и	1	2
105	и даже	1	2
106	на уровне	1	2
107	и т.п	1	2
108	бытия в	1	2
109	личность в	3	2
110	духовной жизни	1	2
111	и было	2	2
112	для чего	1	2
113	том что	19	2
114	вместе с	2	2
115	так же	3	2
116	место в	2	2
117	мысли и	2	2
118	одной стороны	3	2
119	такого рода	1	2
120	другой стороны	1	2
121	обращение к	1	2
122	по существу	1	2
123	не могли	1	2
124	в духовной	1	2
125	ни одна	1	2
126	как будто	4	2
127	как это	7	2
128	но для	1	2
129	в то	6	2
130	одна из	2	2
131	мысли в	1	2
132	того чтобы	4	2
133	жизнью в	1	2
134	и от	2	2
135	хотя бы	2	2
136	все они	3	2
137	а в	6	2
138	в будущем	1	2
139	когда мы	1	2
140	сама жизнь	1	2
141	можно назвать	1	2
142	из ее	1	2
143	ночь не	2	1
144	и через	1	1
145	становится в	1	1
146	людей в	2	1
147	неспособность к	1	1
148	для себя	6	1
149	характер и	2	1
150	к небытию	1	1
151	перед лицом	1	1
152	по преимуществу	3	1
153	приводит к	2	1
154	и про	1	1
155	может идти	1	1
156	с собой	2	1
157	на нее	1	1
