N	3gram	Bakhtin_fo_2	Myslijsy
1	в том что	3	16
2	и то же	1	5
3	одно и то	1	5
4	то же время	4	5
5	в то же	4	5
6	вместе с тем	1	4
7	с другой стороны	1	4
8	но и в	3	4
9	в то время	1	4
10	не только в	5	4
11	то есть не	1	4
12	до сих пор	2	3
13	что он не	1	3
14	с одной стороны	1	3
15	в свою очередь	1	3
16	и т д	3	3
17	только в том	1	3
18	для того чтобы	7	3
19	не может быть	1	3
20	что и в	1	3
21	и в каждой	1	2
22	том что он	1	2
23	в том же	4	2
24	в этом отношении	2	2
25	и т п	11	2
26	вместе с этим	1	2
27	именно в том	1	2
28	как и в	1	2
29	как бы ни	1	2
30	можно сказать что	1	2
31	к тому что	1	2
32	форма в которой	1	2
33	и в поэзии	2	1
34	а не за	1	1
35	в чем не	1	1
36	равно как и	2	1
37	мы уже сказали	3	1
38	на самом деле	1	1
39	в себе самом	1	1
40	мы видели в	1	1
41	так что в	1	1
42	то же самое	2	1
43	с этим в	1	1
44	сих пор еще	1	1
45	и как он	1	1
46	сами по себе	2	1
47	и та же	2	1
48	рано или поздно	1	1
49	и говорить о	1	1
50	для чего не	1	1
51	значении этого слова	1	1
52	со всех сторон	1	1
53	так как все	1	1
54	в человеческой жизни	1	1
55	же что и	1	1
56	сводится к тому	1	1
57	то время как	1	1
58	с такою же	1	1
59	в данном случае	1	1
60	каждый из этих	1	1
61	к вопросу о	3	1
62	для него самого	1	1
63	так и на	1	1
64	он не знает	1	1
65	одна и та	2	1
66	было бы не	1	1
67	потому что они	2	1
68	не в смысле	3	1
69	деле может быть	1	1
70	что то же	1	1
71	а вместе с	1	1
72	те же что	1	1
73	не исчерпываются все	1	1
74	или что то	1	1
75	его жизни и	1	1
76	он как мы	1	1
77	на свое место	1	1
78	о том что	1	1
79	есть и было	2	1
80	это значит что	2	1
81	в его сущности	1	1
82	друг от друга	2	1
83	тем более что	2	1
84	как мы уже	4	1
85	с другом и	1	1
86	еще одну черту	1	1
87	один из многих	1	1
88	таким образом и	1	1
89	друг с другом	4	1
90	или вовсе не	1	1
91	что есть и	1	1
92	что уже есть	1	1
93	с нею в	1	1
94	на первый взгляд	1	1
95	свое место в	1	1
96	как мы видели	1	1
97	вне связи с	1	1
