N	3gram	Bakhtin_Pr_1	Problema
1	в настоящее время	1	16
2	тем не менее	3	12
3	и т д	1	6
4	в этом смысле	3	5
5	в данном случае	4	5
6	с одной стороны	3	5
7	в связи с	1	5
8	того или иного	2	5
9	с другой стороны	4	5
10	то же самое	2	5
11	до сих пор	1	4
12	говоря уже о	1	4
13	на то что	1	4
14	в то же	3	4
15	в том что	3	4
16	не говоря уже	1	4
17	что иное как	1	3
18	то есть не	1	3
19	одной стороны и	1	3
20	на первый план	2	3
21	хотя бы и	1	3
22	если бы не	1	3
23	но и в	2	3
24	и в частности	2	3
25	не есть ни	1	3
26	и в этом	1	3
27	не может быть	11	3
28	бы не было	1	3
29	есть не что	1	3
30	можно сказать что	2	3
31	не что иное	1	3
32	не во всех	2	2
33	или хотя бы	1	2
34	на самом деле	3	2
35	в самом деле	3	2
36	имеется в виду	1	2
37	сами по себе	1	2
38	бы то ни	3	2
39	но можно ли	1	2
40	можно было бы	3	2
41	может быть только	3	2
42	то или иное	2	2
43	может быть и	1	2
44	для того чтобы	2	2
45	не только в	2	2
46	едва ли кто-нибудь	1	2
47	в области смысла	1	2
48	то есть только	1	2
49	не совпадает с	2	2
50	это и есть	1	2
51	та или иная	1	2
52	и независимо от	1	2
53	то что не	1	2
54	то есть в	1	2
55	вопрос о том	1	2
56	подобно тому как	1	2
57	и прежде всего	5	2
58	ни от чего	1	2
59	есть то на	1	2
60	не было этого	1	2
61	мы еще не	1	2
62	и для всякой	1	1
63	ли мы в	1	1
64	отнюдь не в	1	1
65	в какой мере	2	1
66	то ни стало	1	1
67	иметь в виду	1	1
68	а вовсе не	1	1
69	дает нам право	1	1
70	и не вполне	1	1
71	далеко не все	1	1
72	от чего не	1	1
73	мы ничего не	1	1
74	также и в	1	1
75	еще не вполне	1	1
76	чем иным как	1	1
77	что не имеет	1	1
78	о том как	1	1
79	или если угодно	1	1
80	а в том	1	1
81	и как можно	1	1
82	несмотря на то	1	1
83	едва ли может	1	1
84	не может обойтись	1	1
85	во что бы	1	1
86	может быть определен	1	1
87	но далеко не	1	1
88	именно как слово	1	1
89	и не может	2	1
90	то есть вне	1	1
91	между тем как	5	1
92	на самом же	1	1
93	в этом отношении	2	1
94	то что в	1	1
95	как мы уже	1	1
96	что и здесь	1	1
97	и потому в	1	1
98	и тем не	1	1
99	в известной мере	1	1
100	как таковое в	1	1
101	ни в какой	1	1
102	конечно не следует	1	1
103	и в то	2	1
104	то есть они	1	1
105	что бы то	1	1
106	то время как	1	1
107	не чем иным	1	1
108	но как только	1	1
109	то ни было	2	1
110	что у нас	1	1
111	как говорится в	1	1
112	содержания и формы	1	1
113	и ничего не	1	1
114	в нашем случае	1	1
115	во всех отношениях	1	1
116	при этом условии	1	1
117	только в его	1	1
118	форма не может	2	1
119	то есть чисто	2	1
120	самом же деле	1	1
121	слова правда в	1	1
122	да и не	1	1
123	или другими словами	1	1
124	в то время	1	1
125	так и в	2	1
126	тем самым и	1	1
127	здесь не может	1	1
128	мы здесь не	2	1
129	к выводу что	1	1
130	и есть именно	1	1
131	именно то что	1	1
132	хотя бы в	1	1
133	и тем самым	2	1
134	но отнюдь не	7	1
135	в истории философии	1	1
136	в его чисто	2	1
137	языка как такового	1	1
138	той или иной	2	1
139	философия с ее	1	1
140	также и на	1	1
141	в его отличии	1	1
142	в другом случае	1	1
143	есть перестает быть	1	1
144	в узком смысле	1	1
145	с самим собою	1	1
146	и в его	1	1
147	то есть перестает	1	1
148	в свое время	1	1
