N	3gram	Ircho_Kome_2	formyVre
1	то же время	3	9
2	и т п	2	8
3	в то же	3	6
4	и в то	1	5
5	в связи с	3	5
6	для того чтобы	4	5
7	в том числе	3	4
8	по отношению к	3	3
9	до сих пор	2	3
10	до нас в	1	3
11	в нем не	2	3
12	не может быть	1	3
13	в то время	3	3
14	но все же	1	2
15	одних и тех	2	2
16	само собой разумеется	1	2
17	в соответствии с	1	2
18	с точки зрения	1	2
19	в отличие от	2	2
20	наряду с этим	1	2
21	но и в	1	2
22	том числе и	1	2
23	вместе с тем	4	2
24	и тех же	2	2
25	же что и	1	2
26	то время как	2	2
27	не только в	1	2
28	с одной стороны	2	2
29	по сравнению с	1	2
30	и для себя	1	2
31	связи с этим	1	2
32	с самого начала	1	2
33	но все эти	1	2
34	той или иной	1	2
35	в том что	5	2
36	к тому же	10	2
37	и в помине	1	2
38	по этому вопросу	1	1
39	прежде всего они	1	1
40	и во всех	1	1
41	и во всяком	1	1
42	не могла обойтись	1	1
43	в самом деле	1	1
44	не похож на	1	1
45	в том же	1	1
46	все его поступки	1	1
47	же время он	1	1
48	тех случаях когда	1	1
49	это время и	1	1
50	на первый план	1	1
51	мы находим в	1	1
52	жизни и быта	1	1
53	в той же	2	1
54	дошедших до нас	1	1
55	эти три типа	1	1
56	что в нем	1	1
57	основе его лежит	1	1
58	вместе с ними	1	1
59	так как он	1	1
60	в это время	2	1
61	все это время	1	1
62	в тех случаях	1	1
63	в полном виде	1	1
64	в самом начале	2	1
65	в основе его	1	1
66	таким образом и	1	1
67	в один ряд	1	1
68	так и в	1	1
69	на второй план	1	1
70	во всяком случае	2	1
71	дошедшие до нас	1	1
72	и в том	1	1
73	сих пор не	1	1
74	в свою очередь	1	1
75	на протяжении всего	1	1
76	о том что	4	1
77	то что не	1	1
78	к выводу что	1	1
79	и в самом	1	1
80	дошедший до нас	1	1
81	но в этом	1	1
82	на римской почве	1	1
83	и в литературе	1	1
84	он имеет в	1	1
85	из дому чтобы	1	1
86	в философии и	1	1
87	времени в этом	1	1
88	в человеческую жизнь	1	1
89	друг с другом	2	1
