N	3gram	Vinokur_Ku_2	Myshleni
1	в том что	10	17
2	вместе с тем	2	10
3	мы могли бы	1	7
4	заключается в том	1	7
5	для того чтобы	8	7
6	в отличие от	2	6
7	так же как	2	6
8	с самого начала	1	6
9	в зависимости от	4	5
10	можно было бы	9	5
11	с одной стороны	1	5
12	в связи с	3	5
13	тем не менее	5	5
14	то время как	1	4
15	смысле этого слова	1	4
16	во всяком случае	5	4
17	в то время	1	4
18	о том что	1	3
19	состоит в том	1	3
20	сами по себе	1	3
21	в этом отношении	3	3
22	по сравнению с	1	3
23	в последнее время	1	3
24	с другой стороны	7	3
25	то обстоятельство что	7	3
26	на то что	2	3
27	могли бы сказать	1	3
28	как мы видели	1	3
29	только потому что	6	2
30	этой точки зрения	2	2
31	и той же	1	2
32	в этом смысле	5	2
33	с помощью которого	1	2
34	только в том	2	2
35	и то что	1	2
36	потому что оно	1	2
37	на основе такого	1	2
38	то что мы	1	2
39	в известном смысле	1	2
40	не может быть	4	2
41	того или иного	2	2
42	с этой точки	2	2
43	в свою очередь	2	2
44	само по себе	5	2
45	одной и той	1	2
46	с помощью этого	1	2
47	как и в	1	2
48	и в сфере	1	2
49	том что в	1	1
50	что иное как	1	1
51	всего этого процесса	1	1
52	и том же	1	1
53	могут рассматриваться как	1	1
54	в виду не	1	1
55	этого процесса как	1	1
56	прежде всего тем	1	1
57	так или иначе	2	1
58	как это имеет	1	1
59	состоящий в том	1	1
60	влечет за собой	1	1
61	в этом случае	2	1
62	с точки зрения	8	1
63	принять во внимание	1	1
64	до сих пор	1	1
65	но и у	1	1
66	тот или иной	1	1
67	что мы имеем	1	1
68	хотя бы и	2	1
69	сам по себе	1	1
70	первого же момента	1	1
71	бы то ни	1	1
72	не имеет никакого	1	1
73	ту же мысль	1	1
74	к тому чтобы	1	1
75	от того чтобы	1	1
76	ни в каком	1	1
77	речи так как	1	1
78	том или ином	1	1
79	точно так же	3	1
80	одном и том	1	1
81	таким же образом	1	1
82	так как оно	1	1
83	не что иное	1	1
84	в этой области	4	1
85	в данном случае	1	1
86	не потому что	1	1
87	в том чтобы	1	1
88	не только в	4	1
89	то ни было	1	1
90	мы не знаем	1	1
91	в пределах своего	1	1
92	и все его	1	1
93	мы будем иметь	1	1
94	в значительной степени	1	1
95	всего тем что	1	1
96	основной вывод этого	1	1
97	не могут быть	1	1
98	приводит к тому	1	1
99	все более и	1	1
100	потому что она	1	1
101	что же представляет	1	1
102	но только в	1	1
103	понимать то что	1	1
104	и в том	2	1
105	не только у	1	1
106	в совершенно ином	1	1
107	что в самом	1	1
108	этого слова и	1	1
109	есть не что	1	1
110	связи с этим	1	1
111	не только потому	2	1
112	должен быть поставлен	1	1
113	ничего общего с	1	1
114	в связь с	1	1
115	и в самом	2	1
116	более и более	1	1
117	не выходит за	1	1
118	помощью которого оно	1	1
119	это имеет место	1	1
120	к тому что	1	1
121	именно в силу	2	1
122	в результате этого	2	1
123	сама по себе	1	1
124	к вопросу о	2	1
125	не могут рассматриваться	1	1
126	по сравнению со	1	1
127	отношении его к	1	1
128	ничего принципиально нового	1	1
129	в высокой степени	1	1
130	в конце концов	3	1
131	с первого же	2	1
