N	2gram	Trubetskoy_1	Komedia
1	и в	14	26
2	и не	19	14
3	к тому	7	12
4	так и	1	12
5	тому же	1	11
6	может быть	9	11
7	в том	17	11
8	в этом	17	10
9	но и	10	10
10	столь же	1	9
11	том что	9	9
12	если бы	6	9
13	вместе с	4	9
14	что в	4	9
15	ясно что	2	8
16	было бы	5	8
17	и на	5	7
18	не только	9	7
19	на себя	2	7
20	что и	3	7
21	из них	3	7
22	еще не	3	6
23	в своем	6	6
24	о том	7	6
25	в нем	5	6
26	таким образом	11	6
27	в то	10	6
28	того чтобы	8	6
29	потому что	5	6
30	во время	2	6
31	то что	13	6
32	в которой	1	5
33	что он	6	5
34	так что	2	5
35	в истории	1	5
36	с этим	2	5
37	для того	6	5
38	ни в	2	5
39	на основании	2	5
40	с тем	6	5
41	и с	7	5
42	больше чем	2	5
43	хоть и	1	5
44	один из	1	5
45	в качестве	3	5
46	к этому	1	5
47	в самом	3	4
48	что это	3	4
49	из этих	3	4
50	как и	4	4
51	в этих	2	4
52	место в	2	4
53	тому что	2	4
54	не менее	1	4
55	не по	1	4
56	как будто	2	4
57	как мы	1	4
58	что у	1	4
59	можно было	4	4
60	за то	2	4
61	его в	4	4
62	между тем	5	4
63	в его	4	4
64	только в	5	4
65	в начале	2	4
66	так как	4	4
67	у него	2	4
68	в последние	5	4
69	на этот	1	4
70	что для	3	4
71	прежде всего	8	4
72	в руках	1	4
73	в частности	2	4
74	как это	1	4
75	все же	4	4
76	и для	6	4
77	и от	2	4
78	одной из	3	4
79	точки зрения	11	4
80	речь идет	2	3
81	тех же	1	3
82	в котором	2	3
83	то же	11	3
84	в их	4	3
85	надо было	1	3
86	вопрос о	5	3
87	того же	1	3
88	в ней	2	3
89	что его	1	3
90	во всех	5	3
91	но не	4	3
92	по отношению	2	3
93	что касается	1	3
94	но в	2	3
95	со своей	1	3
96	в этой	4	3
97	друг другу	2	3
98	но все	1	3
99	человека в	1	3
100	могла бы	1	3
101	но если	3	3
102	надо признать	3	3
103	в самой	1	3
104	же время	10	3
105	связи с	3	3
106	что на	1	3
107	многие из	1	3
108	обеих сторон	2	3
109	к нему	2	3
110	себя в	4	3
111	для всех	6	3
112	мы знаем	1	3
113	и их	1	3
114	представить себе	2	3
115	друг друга	3	3
116	мы можем	2	3
117	тем что	3	3
118	даже не	2	3
119	не было	3	3
120	в связи	1	3
121	из которых	5	3
122	отношению к	1	3
123	да и	3	3
124	с этой	1	3
125	все это	6	3
126	или в	3	3
127	в положение	2	3
128	для нас	2	3
129	а в	5	3
130	в своей	5	3
131	жизни и	4	3
132	том числе	1	3
133	не может	22	3
134	и т	3	2
135	и есть	2	2
136	и за	1	2
137	мы не	1	2
138	говорить о	3	2
139	то это	3	2
140	он был	1	2
141	бы то	4	2
142	в ее	1	2
143	если в	6	2
144	силу этого	1	2
145	отнюдь не	7	2
146	идет о	1	2
147	в одной	1	2
148	целый ряд	2	2
149	что по	1	2
150	имеет в	1	2
151	от этого	1	2
152	ни одна	3	2
153	роль в	1	2
154	двух других	1	2
155	и если	7	2
156	не следует	1	2
157	всех остальных	1	2
158	он не	5	2
159	в принципе	1	2
160	в силу	2	2
161	внешней политики	1	2
162	что ни	1	2
163	то ни	4	2
164	об этом	1	2
165	в глазах	2	2
166	это не	1	2
167	как видно	1	2
168	не всегда	1	2
169	в один	1	2
170	всяком случае	6	2
171	бы к	1	2
172	представление о	1	2
173	признать что	6	2
174	нельзя отрицать	1	2
175	не в	4	2
176	в конце	3	2
177	вовсе не	1	2
178	даже в	1	2
179	одна из	3	2
180	не является	1	2
181	с другом	14	2
182	если у	1	2
183	в духе	1	2
184	всего в	1	2
185	на это	2	2
186	от которой	1	2
187	и это	1	2
188	как не	1	2
189	с самого	1	2
190	и что	2	2
191	похож на	1	2
192	в мире	4	2
193	отрицать что	1	2
194	в состав	1	2
195	и во	3	2
196	и все	1	2
