N	3gram	Voloshinov_1	Psycholo
1	совершенно ясно что	1	14
2	в том что	4	9
3	не может быть	7	8
4	в самом деле	1	7
5	о том что	1	7
6	во всяком случае	1	6
7	в зависимости от	2	5
8	то время как	1	5
9	в то время	1	5
10	этой точки зрения	3	5
11	подобно тому как	1	5
12	с другой стороны	2	5
13	с одной стороны	2	5
14	мы никогда не	2	4
15	так же как	1	4
16	как и в	1	4
17	в художественном произведении	3	3
18	до сих пор	3	3
19	ни в какой	1	3
20	по самому существу	1	3
21	в конечном счете	1	3
22	то что я	1	2
23	более или менее	1	2
24	в настоящее время	2	2
25	в этом смысле	1	2
26	в том и	1	2
27	то же самое	2	2
28	с точки зрения	2	2
29	имеет в виду	3	2
30	в этом отношении	1	2
31	художественного произведения с	1	2
32	тому же самому	1	2
33	тех или иных	1	2
34	там же где	1	2
35	мы увидим что	1	2
36	по себе не	1	2
37	и таким образом	1	2
38	сама по себе	1	2
39	на самом деле	2	2
40	тем не менее	3	2
41	не может стать	1	2
42	но прежде всего	1	1
43	в виду и	1	1
44	даже тогда когда	1	1
45	друг к другу	1	1
46	и в поэзии	1	1
47	и тому же	1	1
48	как например в	1	1
49	к автору и	2	1
50	в основе своей	1	1
51	какой степени не	1	1
52	мы имеем дело	1	1
53	уже не может	1	1
54	дело в том	4	1
55	одним и тем	1	1
56	так как в	1	1
57	в том же	1	1
58	одной стороны и	2	1
59	же как и	1	1
60	художественного произведения и	2	1
61	обе точки зрения	1	1
62	что мы имеем	1	1
63	сами по себе	1	1
64	ни в коем	1	1
65	весь круг вопросов	1	1
66	если мы обратимся	1	1
67	искусства и в	1	1
68	несмотря на это	1	1
69	прежде всего совершенно	1	1
70	может быть только	1	1
71	отнюдь не является	1	1
72	можно найти в	1	1
73	в коем случае	1	1
74	не совпадают с	1	1
75	в такой степени	1	1
76	и тем же	1	1
77	между тем как	1	1
78	как не может	1	1
79	и то же	2	1
80	и в этом	1	1
81	в какой степени	2	1
82	к содержанию как	1	1
83	и потому не	1	1
84	в такой же	2	1
85	художественное произведение если	1	1
86	одно из его	1	1
87	формы то мы	1	1
88	уже и сейчас	1	1
89	мы все время	2	1
90	один и тот	1	1
91	можно определить как	1	1
92	хотя бы только	1	1
93	но мы можем	1	1
94	только то что	1	1
95	в особом объяснении	1	1
96	теории искусства и	1	1
97	таким образом мы	1	1
98	в свою очередь	1	1
99	с самого начала	1	1
100	включает в себя	1	1
101	можно сказать что	5	1
102	зависимости от изменения	1	1
103	мы обратимся к	1	1
104	и в частности	1	1
105	при таком понимании	1	1
106	одно и то	2	1
107	для нас не	1	1
108	следствием того что	1	1
109	к тому же	1	1
110	одному и тому	1	1
111	точек зрения и	1	1
112	никогда не поймем	1	1
113	и тот же	1	1
114	формы и содержания	2	1
