N	4gram	Vygotskiy__4	Dialekti
1	одно и то же	6	4
2	с одной стороны и	2	2
3	одна и та же	1	2
4	мы можем сказать что	1	2
5	одной и той же	4	1
6	к одному и тому	4	1
7	не что иное как	1	1
8	в то время как	1	1
9	никогда не бывает в	1	1
10	одному и тому же	4	1
11	заключается только в том	1	1
12	по одному тому что	1	1
13	по себе не имеет	1	1
14	само по себе не	1	1
15	оно во всяком случае	1	1
16	все больше и больше	1	1
17	что одна и та	1	1
18	друг с другом в	1	1
19	отделены друг от друга	1	1
20	уже по одному тому	1	1
