N	3gram	Tiupa_Disk_2	Problemy
1	к себе самому	1	13
2	то же время	5	10
3	в то же	4	10
4	с самого начала	1	8
5	по отношению к	4	6
6	в пределах одного	1	5
7	в той или	1	4
8	во всяком случае	1	4
9	и прежде всего	2	4
10	той или иной	3	4
11	бы то ни	1	3
12	одно и то	2	3
13	то ни было	1	3
14	и то же	2	3
15	с другой стороны	1	3
16	не может быть	3	3
17	чего бы то	1	2
18	с точки зрения	2	2
19	и не может	2	2
20	и в то	1	2
21	в отличие от	12	2
22	друг на друга	1	2
23	даже в пределах	1	2
24	в такой же	1	2
25	так и в	3	2
26	подобно тому как	2	2
27	в большинстве случаев	1	2
28	в том что	6	2
29	как и его	1	1
30	одних и тех	1	1
31	о мире как	1	1
32	в чем не	1	1
33	и другого в	1	1
34	и столь же	1	1
35	время от времени	1	1
36	потому что в	1	1
37	дело в том	2	1
38	в самом деле	1	1
39	в этом случае	2	1
40	что же касается	2	1
41	что он ничего	1	1
42	и т.п но	1	1
43	то что в	1	1
44	точки зрения именно	1	1
45	но для этого	1	1
46	в другом и	1	1
47	заключает в себе	2	1
48	по крайней мере	1	1
49	и то что	2	1
50	и тех же	1	1
51	человека с его	1	1
52	в значительной степени	1	1
53	в данном случае	6	1
54	тем что он	1	1
55	в себе как	1	1
56	как будто бы	1	1
57	и как бы	2	1
58	каждый из них	1	1
59	том что первая	1	1
60	к одному из	1	1
61	между рассказом и	1	1
62	прежде всего в	1	1
63	в свое время	2	1
64	это еще не	2	1
65	к своему герою	1	1
66	как и в	5	1
67	отношению к самому	1	1
68	и того же	2	1
69	о том что	3	1
70	но все эти	1	1
71	но в этом	1	1
72	он как бы	1	1
73	героя в этом	1	1
74	ни в чем	1	1
75	можно сказать что	1	1
76	одного и того	2	1
77	друг от друга	1	1
78	на всем протяжении	1	1
79	тем не менее	1	1
80	уже как бы	1	1
81	лицом к лицу	1	1
82	в этом отношении	4	1
