N	3gram	Bakhtin_Pr_1	Marksizm
1	с точки зрения	6	20
2	не может быть	11	13
3	в самом деле	3	9
4	и не может	2	9
5	до сих пор	1	8
6	бы то ни	3	8
7	то ни было	2	8
8	в связи с	1	7
9	в настоящее время	1	6
10	в отличие от	5	5
11	с другой стороны	4	5
12	должна опираться на	1	5
13	в нашу задачу	1	3
14	то же самое	2	3
15	в этом отношении	2	3
16	отнюдь не является	1	3
17	на этот вопрос	1	3
18	и пр в	1	3
19	может быть и	1	3
20	в высшей степени	5	3
21	внутреннего и внешнего	1	3
22	то же время	3	3
23	в первом случае	1	3
24	в ее целом	1	3
25	можно сказать что	2	3
26	в большинстве случаев	5	3
27	в то же	3	3
28	для того чтобы	2	3
29	в том что	3	3
30	или хотя бы	1	2
31	совершенно еще не	1	2
32	на первый план	2	2
33	а в этом	1	2
34	только при этом	1	2
35	на самом же	1	2
36	можно было бы	3	2
37	со всех сторон	2	2
38	в узком смысле	1	2
39	но в то	1	2
40	смысле этого слова	1	2
41	не могут быть	2	2
42	при этом условии	1	2
43	вопрос о том	1	2
44	одной из важнейших	2	2
45	из важнейших проблем	1	2
46	по отношению к	19	2
47	совершенно независимо от	2	2
48	в свою очередь	1	2
49	это и есть	1	2
50	и прежде всего	5	2
51	в нем нет	1	2
52	самом же деле	1	2
53	в этом смысле	3	2
54	тем не менее	3	2
55	может войти в	1	1
56	а следовательно и	1	1
57	точка зрения на	1	1
58	с другими областями	1	1
59	в других областях	1	1
60	в ней в	1	1
61	в слове как	1	1
62	не следует что	2	1
63	оно может быть	1	1
64	не есть вещь	1	1
65	познания должна опираться	1	1
66	хотя бы только	1	1
67	равно как и	1	1
68	подобно тому как	1	1
69	на ее почве	1	1
70	снова и снова	1	1
71	в начале главы	1	1
72	а между тем	1	1
73	которое как мы	1	1
74	проникают друг друга	1	1
75	именно то что	1	1
76	хотя бы и	1	1
77	до известной степени	1	1
78	сами по себе	1	1
79	по отношению ко	1	1
80	познания художественного творчества	1	1
81	только на основе	1	1
82	но и в	2	1
83	не было бы	1	1
84	следует что в	1	1
85	по аналогии с	1	1
86	на логику и	1	1
87	и не менее	1	1
88	могли бы быть	1	1
89	в основе своей	3	1
90	и потому в	1	1
91	чем иным как	1	1
92	может быть только	3	1
93	ни в какой	1	1
94	который мог бы	1	1
95	в значительной степени	1	1
96	не чем иным	1	1
97	в нашем случае	1	1
98	принципиальный отказ от	1	1
99	в другом направлении	1	1
100	дело идет о	1	1
101	и с точки	1	1
102	с одной стороны	3	1
103	во избежание недоразумений	1	1
104	и следовательно не	1	1
105	и должно быть	1	1
106	звуковой стороны слова	1	1
107	и как бы	1	1
108	явление языка что	1	1
109	и есть та	1	1
110	может быть понята	1	1
111	в этом направлении	1	1
112	не должна быть	1	1
113	в следующей главе	1	1
114	а в том	1	1
115	как мы увидим	3	1
116	отнюдь не следует	1	1
117	ни в один	1	1
118	в его целом	5	1
119	это находит свое	1	1
120	в двух направлениях	1	1
121	именно в том	1	1
122	из всего сказанного	1	1
123	таким образом в	1	1
124	всего сказанного нами	1	1
125	так и в	2	1
126	вовсе не как	1	1
127	с тем что	1	1
128	точки зрения самого	2	1
129	и в самом	1	1
130	психология познания должна	1	1
131	не только в	2	1
132	выходит за пределы	1	1
133	не может стать	1	1
134	не выходит за	1	1
135	является как бы	1	1
136	и как мы	1	1
137	язык в его	1	1
138	что язык в	1	1
139	ни один культурный	1	1
140	в другом случае	1	1
141	как мы уже	1	1
142	и быть не	1	1
143	в применении к	3	1
144	имеется в виду	1	1
145	лишь там где	2	1
146	таким образом и	1	1
147	к тому что	1	1
148	в особенности же	1	1
149	на самом деле	3	1
150	и в нем	3	1
151	и между ними	1	1
152	выходят за пределы	1	1
153	лежит не в	1	1
154	зрения не может	1	1
155	той или иной	2	1
156	и в другом	1	1
