N	4gram	Vinokur_Vv_1	Istorich
1	не что иное как	4	3
2	и т д мы	1	2
3	в том отношении что	3	1
4	легко представить себе что	1	1
5	это только одна сторона	1	1
6	и т д но	5	1
7	в широком смысле этого	2	1
8	на этот вопрос мы	1	1
9	одно и то же	1	1
10	только после того как	2	1
11	и т д в	2	1
12	дело не только в	1	1
13	то же самое что	2	1
14	но это только одна	1	1
15	вовсе не в том	1	1
16	ответить на этот вопрос	1	1
17	обстоит как раз наоборот	1	1
18	точно так же как	1	1
19	говорилось о том что	1	1
20	здесь не может быть	1	1
21	но вместе с тем	1	1
22	приводят к тому что	1	1
23	и т д такая	1	1
24	дело обстоит как раз	1	1
25	не в том как	1	1
26	есть не что иное	2	1
27	именно в этой форме	1	1
