N	3gram	Losev_Dial_1	Istorich
1	и т д	19	18
2	с другой стороны	4	8
3	с одной стороны	2	7
4	в этих случаях	1	6
5	о том что	2	4
6	в связи с	1	4
7	но все же	1	4
8	тем не менее	1	4
9	как мы увидим	1	3
10	не может быть	3	3
11	для того чтобы	1	3
12	это уже не	1	2
13	потому что он	3	2
14	до сих пор	2	2
15	в том чтобы	1	2
16	если бы мы	1	2
17	но так как	1	2
18	т д или	1	2
19	это значит что	9	2
20	но это не	1	2
21	друг с другом	1	2
22	в том что	7	2
23	на то что	4	2
24	же может быть	2	1
25	уже знаем что	1	1
26	по себе не	5	1
27	не говорит об	1	1
28	иметь в виду	3	1
29	в виду что	1	1
30	это было бы	1	1
31	из того что	1	1
32	на самом деле	2	1
33	что для того	1	1
34	одной стороны и	2	1
35	друг в друга	1	1
36	с точки зрения	12	1
37	только в том	1	1
38	сам по себе	6	1
39	что он не	2	1
40	то мы имеем	1	1
41	так же можно	1	1
42	и тем не	1	1
43	то же время	4	1
44	точно так же	2	1
45	что все это	1	1
46	в ней не	1	1
47	дело не в	1	1
48	что там где	1	1
49	то время как	1	1
50	с ним и	1	1
51	не в том	1	1
52	же можно сказать	2	1
53	еще ничего не	1	1
54	в жизни народов	1	1
55	гибель всего мира	1	1
56	вспомним что и	1	1
57	он встречается в	1	1
58	даже если бы	1	1
59	во всех этих	1	1
60	то в данном	1	1
61	однако сказать что	1	1
62	то что он	1	1
63	т д все	1	1
64	во всяком случае	2	1
65	уже и сейчас	1	1
66	мы уже знаем	1	1
67	мало того он	1	1
68	д и т	2	1
69	так как иначе	1	1
70	в то время	1	1
71	само по себе	5	1
72	мы имели бы	1	1
73	хотя бы в	1	1
74	с самого начала	1	1
75	несмотря на всю	4	1
76	в самом деле	1	1
77	можно сказать что	3	1
78	одно очень важное	1	1
79	ничего не говорит	4	1
80	не было ни	1	1
81	по себе но	2	1
82	в то же	4	1
83	может быть названа	1	1
84	а с точки	2	1
85	ясно что это	1	1
86	д или же	1	1
87	т д и	2	1
88	следует за ней	1	1
89	другой стороны в	1	1
