N	3gram	Bakhtin_Fr_4	Problema
1	не может быть	1	11
2	с точки зрения	2	6
3	в отличие от	1	5
4	в большинстве случаев	5	5
5	в данном случае	1	4
6	с другой стороны	3	4
7	в конечном счете	1	4
8	на самом деле	1	3
9	с одной стороны	2	3
10	как мы увидим	1	3
11	то же время	8	3
12	в том что	1	3
13	в то же	8	3
14	в чем не	1	2
15	можно сказать что	1	2
16	том же самом	1	2
17	то же самое	1	2
18	в том же	1	2
19	со всех сторон	1	2
20	на первый план	1	2
21	но и в	3	2
22	ни в чем	1	2
23	и не может	1	2
24	и в то	4	2
25	не только в	2	2
26	конечно и не	1	2
27	так и в	1	2
28	и в них	1	2
29	мы можем сказать	1	2
30	для того чтобы	3	2
31	и с его	2	2
32	в этом отношении	1	2
33	в ее целом	1	1
34	зрения на мир	1	1
35	с помощью всех	1	1
36	в виду что	1	1
37	в свою очередь	1	1
38	дает нам право	1	1
39	далеко не все	1	1
40	подобно тому как	3	1
41	одной стороны и	1	1
42	имеется в виду	2	1
43	а следовательно и	1	1
44	до сих пор	1	1
45	и в других	2	1
46	до известной степени	1	1
47	со всеми другими	1	1
48	на самом же	2	1
49	в известной мере	3	1
50	может быть и	1	1
51	то время как	1	1
52	но в то	1	1
53	таким образом и	3	1
54	смысле этого слова	1	1
55	независимо от него	1	1
56	а также и	1	1
57	и как бы	1	1
58	в связи с	1	1
59	и не столь	1	1
60	лицом к лицу	1	1
61	и независимо от	1	1
62	самом же деле	2	1
63	одной стороны в	1	1
64	с ее методами	1	1
65	в узком смысле	2	1
66	таким образом в	3	1
67	в нем нет	1	1
68	раз и навсегда	1	1
69	в то время	2	1
70	это и есть	3	1
71	то есть в	2	1
72	можем сказать что	1	1
73	художественной формы и	1	1
74	как мы уже	5	1
75	мы уже указывали	1	1
76	в особенности же	1	1
77	но конечно не	2	1
78	дело в том	1	1
