N	3gram	Propp_Isto_5	Dialekti
1	и т д	18	19
2	с точки зрения	1	12
3	это значит что	2	9
4	в том что	2	7
5	сам по себе	1	6
6	само по себе	1	5
7	по себе не	1	5
8	то же время	1	4
9	с другой стороны	8	4
10	несмотря на всю	1	4
11	ничего не говорит	1	4
12	на то что	2	4
13	в то же	1	4
14	потому что он	2	3
15	иметь в виду	1	3
16	не может быть	3	3
17	можно сказать что	1	3
18	т д и	1	2
19	на самом деле	1	2
20	одной стороны и	1	2
21	до сих пор	2	2
22	же может быть	1	2
23	что он не	1	2
24	точно так же	1	2
25	с одной стороны	7	2
26	во всяком случае	1	2
27	же можно сказать	1	2
28	д и т	1	2
29	о том что	4	2
30	по себе но	1	2
31	а с точки	1	2
32	это уже не	2	1
33	другой стороны в	1	1
34	одно очень важное	1	1
35	то время как	1	1
36	в виду что	1	1
37	это было бы	1	1
38	в самом деле	1	1
39	мы уже знаем	1	1
40	гибель всего мира	1	1
41	как мы увидим	3	1
42	только в том	1	1
43	д или же	1	1
44	из того что	1	1
45	мало того он	1	1
46	но это не	2	1
47	что все это	1	1
48	в ней не	1	1
49	и тем не	1	1
50	ясно что это	1	1
51	что там где	1	1
52	даже если бы	1	1
53	так как иначе	1	1
54	в том чтобы	2	1
55	если бы мы	2	1
56	в жизни народов	1	1
57	в то время	1	1
58	вспомним что и	1	1
59	он встречается в	1	1
60	во всех этих	1	1
61	то в данном	1	1
62	однако сказать что	1	1
63	с ним и	1	1
64	не в том	1	1
65	еще ничего не	1	1
66	в связи с	4	1
67	то что он	1	1
68	т д все	1	1
69	уже и сейчас	1	1
70	но так как	2	1
71	может быть названа	1	1
72	так же можно	1	1
73	т д или	2	1
74	с самого начала	1	1
75	хотя бы в	1	1
76	но все же	4	1
77	не было ни	1	1
78	не говорит об	1	1
79	что для того	1	1
80	в этих случаях	6	1
81	то мы имеем	1	1
82	мы имели бы	1	1
83	уже знаем что	1	1
84	тем не менее	4	1
85	друг с другом	2	1
86	дело не в	1	1
87	для того чтобы	3	1
88	друг в друга	1	1
89	следует за ней	1	1
