N	3gram	Propp_Morf_1	Istorich
1	и т д	39	24
2	в этих случаях	11	7
3	в иное царство	5	6
4	до сих пор	1	5
5	точно так же	1	5
6	что в сказке	1	4
7	с другой стороны	4	4
8	не может быть	9	4
9	но все же	3	4
10	в этом случае	8	3
11	в сказке о	1	3
12	можно предположить что	1	3
13	в данном случае	1	3
14	в одном случае	1	3
15	на то что	2	3
16	я тебе пригожусь	1	3
17	в немецкой сказке	1	2
18	о том что	1	2
19	поставить вопрос о	1	2
20	мы имеем в	1	2
21	начинается с того	2	2
22	в одной сказке	1	2
23	в таких случаях	2	2
24	коня и пр	2	2
25	то же происходит	1	2
26	при помощи которой	2	2
27	то что он	1	2
28	в тех случаях	2	2
29	с того что	2	2
30	тех случаях когда	2	2
31	в другом случае	1	2
32	после того как	1	2
33	в связи с	8	2
34	с собой в	1	2
35	тем не менее	4	2
36	мы увидим что	1	2
37	в лесной избушке	1	1
38	и может быть	1	1
39	к ложным заключениям	1	1
40	при помощи которых	1	1
41	волшебное средство в	1	1
42	же происходит с	1	1
43	по спине огромной	1	1
44	мертвой водой а	1	1
45	мачеха велит зарезать	1	1
46	ниже в главе	1	1
47	содержится в плену	1	1
48	время я тебе	1	1
49	берет с собой	1	1
50	этот вопрос мы	1	1
51	но так как	1	1
52	мы опять имеем	1	1
53	здесь перед нами	1	1
54	между прочим и	1	1
55	что в других	1	1
56	этот же случай	1	1
57	больте и поливки	1	1
58	подобно тому как	5	1
59	и по существу	1	1
60	для хода действия	2	1
61	т е мы	1	1
62	в распоряжение героя	3	1
63	это дает нам	1	1
64	тому что в	1	1
65	но и другие	1	1
66	верхом на коне	1	1
67	же в этих	1	1
68	и действительно в	1	1
69	является то что	1	1
70	способность превращаться в	2	1
71	друг на друга	2	1
72	в образе птицы	1	1
73	для исследователя но	1	1
74	как мы увидим	4	1
75	в руки героя	3	1
76	рыбаке и рыбке	1	1
77	независимо от того	3	1
78	между двумя царствами	1	1
79	одна из них	1	1
80	в лес или	1	1
81	некоторый свет на	1	1
82	он служит в	1	1
83	но наряду с	1	1
84	своего помощника мы	1	1
85	совершенно ясно что	1	1
86	помощи волшебного средства	1	1
87	с этого момента	2	1
88	и пр на	1	1
89	которые не могут	1	1
90	д с другой	1	1
91	можно наблюдать что	1	1
92	и не всегда	1	1
93	выдает себя за	1	1
94	не ешь моего	1	1
95	а с ними	1	1
96	случай мы имеем	3	1
97	и в других	1	1
98	может быть и	2	1
99	если всмотреться в	1	1
100	чем перейти к	1	1
101	о том как	1	1
102	конь и не	1	1
103	то время как	3	1
104	т д с	1	1
105	пока просто отмечаем	1	1
106	в другой сказке	1	1
107	здесь мы имеем	1	1
108	в ход действия	1	1
109	не потому что	1	1
110	в иных случаях	2	1
111	себя в распоряжение	1	1
112	е мы опять	1	1
113	и пр а	2	1
114	с золотыми яблоками	1	1
115	из волшебной книги	1	1
116	в лесу на	1	1
117	бросают некоторый свет	1	1
118	и то же	1	1
119	т д здесь	1	1
120	иных случаях герой	1	1
121	здесь не может	1	1
122	не могут быть	2	1
123	одно и то	1	1
124	из них не	1	1
125	есть вторичное образование	1	1
126	мы имеем здесь	1	1
127	а в другом	1	1
128	на коне или	1	1
129	т д но	4	1
130	это мы видим	1	1
131	при помощи волшебного	1	1
132	между собой и	1	1
133	мы увидим ниже	5	1
134	из которых каждый	1	1
135	мы не можем	1	1
136	нет необходимости входить	1	1
137	таким образом мы	5	1
138	в то время	3	1
139	между героем и	1	1
140	братья и сестры	1	1
141	талисманы и т	1	1
142	и наконец даже	1	1
143	не может входить	1	1
144	приводят к тому	1	1
145	можно показать что	2	1
146	мокнут под дождем	1	1
147	т е он	1	1
148	можно сказать что	1	1
149	он может быть	2	1
150	и пр также	1	1
151	даже в тех	1	1
152	в большинстве случаев	3	1
153	иначе чем это	1	1
154	на этом явлении	1	1
155	к тому что	3	1
156	самых различных народов	1	1
157	мы видим что	9	1
158	о рыбаке и	1	1
159	исследователя но не	1	1
160	может входить в	1	1
161	можно указать на	1	1
162	и в нашей	1	1
163	друг за другом	2	1
164	как и в	2	1
165	т д в	2	1
166	ешь моего мяса	1	1
167	что и в	1	1
168	со стороны их	2	1
